site,time,Abies,Alnus,Amaranthaceae,Apiaceae,Artemisia,Asteraceae,Brassicaceae,Camassia,Caprifoliaceae,Caryophyllaceae,Cupressaceae,Ericaceae,Fabaceae,Gentianaceae,Lysichiton,Malvaceae,Myrica,Onagraceae,Picea,Pinus,Poaceae,Polemoniaceae,Polygonaceae,Ranunculaceae,Rosaceae,Rubiaceae,Salix,Sanguisorba,Tsuga heterophylla,Tsuga mertensiana
kalaloch254,45341,0.027777778,0.018518519,0,0.027777778,0,0.037037037,0.009259259,0,0,0,0,0.018518519,0,0,0.037037037,0,0,0,0.064814815,0.185185185,0.361111111,0,0.009259259,0.018518519,0,0.027777778,0,0.009259259,0.092592593,0.055555556
kalaloch255,45485,0.0234375,0.0078125,0.015625,0.0234375,0,0.0703125,0.0078125,0,0,0,0,0.015625,0,0,0.046875,0,0,0,0.125,0.1015625,0.2890625,0.015625,0.0078125,0.015625,0,0.0234375,0,0.0078125,0.1640625,0.0390625
kalaloch256,45586,0.023255814,0.007751938,0.015503876,0.023255814,0.023255814,0.093023256,0.007751938,0,0,0,0,0.015503876,0,0,0.108527132,0,0,0,0.139534884,0.07751938,0.170542636,0.015503876,0.007751938,0.015503876,0,0.023255814,0,0.007751938,0.201550388,0.023255814
kalaloch257,45728,0.022900763,0.007633588,0.015267176,0.022900763,0.022900763,0.106870229,0.007633588,0,0,0,0,0.015267176,0,0,0.145038168,0,0,0,0.160305344,0.06870229,0.145038168,0.015267176,0.007633588,0,0,0,0,0.007633588,0.213740458,0.015267176
kalaloch258,45850,0.040983607,0.016393443,0,0.040983607,0.024590164,0.040983607,0.008196721,0,0,0,0,0.016393443,0,0,0.114754098,0,0,0,0.147540984,0.073770492,0.139344262,0,0.008196721,0,0,0,0,0.008196721,0.303278689,0.016393443
kalaloch259,45973,0.059322034,0.008474576,0,0.042372881,0.025423729,0.042372881,0.008474576,0,0,0,0,0.016949153,0,0,0.076271186,0,0,0,0.127118644,0.076271186,0.093220339,0,0.008474576,0.008474576,0,0,0,0.008474576,0.381355932,0.016949153
kalaloch260,46097,0.053571429,0.017857143,0,0.026785714,0.026785714,0.089285714,0.017857143,0,0,0,0,0.017857143,0,0,0.071428571,0,0,0,0.142857143,0.080357143,0.080357143,0,0.008928571,0.017857143,0,0,0,0.008928571,0.321428571,0.017857143
kalaloch261,46262,0.039215686,0.019607843,0,0.029411765,0.029411765,0.078431373,0.019607843,0,0,0,0,0.019607843,0,0,0.088235294,0,0,0,0.205882353,0.068627451,0.098039216,0,0.009803922,0.019607843,0,0,0,0,0.254901961,0.019607843
kalaloch262,46342,0.04040404,0.02020202,0,0.060606061,0,0.070707071,0.02020202,0,0,0,0,0.02020202,0,0,0.101010101,0,0,0,0.242424242,0.070707071,0.111111111,0,0.01010101,0,0,0,0,0,0.212121212,0.02020202
kalaloch263,46481,0.053191489,0.021276596,0,0.074468085,0,0.021276596,0.010638298,0,0,0,0,0.021276596,0,0,0.106382979,0,0,0,0.244680851,0.074468085,0.127659574,0,0.010638298,0,0,0,0,0,0.212765957,0.021276596
kalaloch264,46601,0.064516129,0.021505376,0,0.075268817,0,0.010752688,0.010752688,0,0,0,0,0.021505376,0,0,0.096774194,0,0,0,0.215053763,0.086021505,0.139784946,0,0.010752688,0,0,0,0,0,0.225806452,0.021505376
kalaloch265,46701,0.049019608,0.019607843,0,0.068627451,0,0.029411765,0.019607843,0,0.019607843,0,0,0.019607843,0,0,0.088235294,0,0,0,0.254901961,0.058823529,0.107843137,0,0.009803922,0,0,0,0,0,0.235294118,0.019607843
kalaloch266,46842,0.037735849,0.018867925,0,0.037735849,0,0.056603774,0.018867925,0,0.018867925,0,0,0,0,0,0.150943396,0,0,0,0.283018868,0.056603774,0.075471698,0,0.009433962,0,0,0,0,0,0.216981132,0.018867925
kalaloch267,46963,0.029411765,0.019607843,0,0.039215686,0,0.049019608,0.009803922,0,0.019607843,0,0,0,0,0,0.166666667,0,0,0,0.31372549,0.058823529,0.088235294,0.009803922,0.009803922,0,0.019607843,0,0,0,0.147058824,0.019607843
kalaloch268,47084,0.028571429,0.019047619,0,0.066666667,0,0.066666667,0.00952381,0,0,0,0,0,0,0,0.161904762,0,0,0,0.304761905,0.076190476,0.076190476,0.00952381,0.00952381,0,0.019047619,0,0,0,0.133333333,0.019047619
kalaloch269,47206,0.027027027,0.018018018,0,0.063063063,0,0.09009009,0.009009009,0,0,0,0,0,0,0,0.144144144,0,0,0,0.288288288,0.099099099,0.072072072,0.009009009,0.009009009,0,0.018018018,0,0,0,0.135135135,0.018018018
kalaloch270,47349,0.028037383,0.018691589,0,0.046728972,0,0.121495327,0.009345794,0,0,0,0,0.009345794,0,0,0.130841121,0,0,0,0.271028037,0.093457944,0.102803738,0,0.009345794,0,0,0.028037383,0,0,0.112149533,0.018691589
kalaloch271,47450,0.032258065,0.021505376,0,0.043010753,0,0.096774194,0.010752688,0,0,0,0,0.021505376,0,0,0.11827957,0,0,0,0.258064516,0.075268817,0.129032258,0,0.010752688,0,0,0.032258065,0.010752688,0,0.129032258,0.010752688
kalaloch272,47572,0.045454545,0.022727273,0,0.090909091,0,0.079545455,0.011363636,0,0,0,0,0.022727273,0,0,0.079545455,0,0,0,0.215909091,0.056818182,0.102272727,0,0.011363636,0,0.022727273,0.034090909,0.011363636,0,0.181818182,0.011363636
kalaloch273,47713,0.028846154,0.019230769,0,0.115384615,0,0.076923077,0.009615385,0,0,0,0,0,0,0,0.048076923,0,0,0,0.173076923,0.067307692,0.086538462,0,0.009615385,0.009615385,0.019230769,0.028846154,0.038461538,0,0.230769231,0.038461538
kalaloch274,47814,0.033898305,0.016949153,0,0.076271186,0.025423729,0.118644068,0.008474576,0,0,0,0,0,0,0,0.016949153,0,0,0,0.152542373,0.06779661,0.101694915,0,0.008474576,0.008474576,0.016949153,0.025423729,0.042372881,0,0.237288136,0.042372881
kalaloch275,47953,0.063636364,0,0,0.036363636,0.027272727,0.172727273,0.009090909,0,0,0,0,0,0,0,0.018181818,0,0,0,0.172727273,0.081818182,0.109090909,0,0.018181818,0.009090909,0.018181818,0,0.027272727,0,0.190909091,0.045454545
kalaloch276,48090,0.096774194,0,0,0.053763441,0.032258065,0.096774194,0.010752688,0,0,0,0,0,0,0,0.021505376,0,0,0,0.215053763,0.107526882,0.11827957,0,0.010752688,0.010752688,0,0,0,0,0.182795699,0.043010753
kalaloch277,48188,0.106382979,0.021276596,0,0.063829787,0,0.106382979,0.010638298,0,0,0,0,0,0,0,0,0,0,0,0.212765957,0.127659574,0.117021277,0,0.010638298,0.010638298,0,0,0.010638298,0,0.170212766,0.031914894
kalaloch278,48308,0.127272727,0.018181818,0,0.072727273,0,0.109090909,0.018181818,0,0,0,0,0.009090909,0,0,0,0,0,0,0.190909091,0.109090909,0.145454545,0,0.009090909,0.009090909,0,0,0.009090909,0,0.154545455,0.018181818
kalaloch279,48450,0.190909091,0.018181818,0,0.063636364,0,0.063636364,0.018181818,0,0,0,0,0.009090909,0,0,0,0,0,0,0.227272727,0.1,0.154545455,0,0.009090909,0.009090909,0,0,0,0,0.1,0.036363636
kalaloch280,48572,0.175925926,0,0,0.046296296,0,0.055555556,0.018518519,0,0,0,0,0.018518519,0,0,0.018518519,0,0,0,0.277777778,0.083333333,0.166666667,0,0.009259259,0.009259259,0,0.027777778,0,0,0.046296296,0.046296296
kalaloch281,48673,0.145454545,0,0,0.045454545,0,0.063636364,0.009090909,0,0,0,0,0.018181818,0,0,0.018181818,0,0,0,0.2,0.090909091,0.3,0,0.009090909,0.009090909,0,0.027272727,0,0,0.018181818,0.045454545
kalaloch282,48816,0.12371134,0.020618557,0,0.030927835,0.030927835,0.082474227,0.010309278,0,0.020618557,0,0,0.020618557,0,0,0.020618557,0,0,0,0.092783505,0.113402062,0.340206186,0,0.010309278,0.010309278,0,0.030927835,0,0,0.010309278,0.030927835
kalaloch283,48938,0.150943396,0.018867925,0,0.018867925,0.028301887,0.094339623,0,0,0.018867925,0,0,0.018867925,0,0,0.018867925,0,0,0,0.113207547,0.141509434,0.301886792,0,0.009433962,0.009433962,0,0,0,0.009433962,0.009433962,0.037735849
kalaloch284,49061,0.239316239,0,0,0.017094017,0.025641026,0.034188034,0,0,0.017094017,0,0,0.017094017,0,0,0.017094017,0,0,0,0.170940171,0.128205128,0.264957265,0,0.008547009,0.008547009,0,0,0,0.008547009,0.008547009,0.034188034
kalaloch285,49206,0.338582677,0,0,0.015748031,0,0.031496063,0,0,0.015748031,0,0,0.015748031,0,0,0,0,0,0,0.228346457,0.11023622,0.165354331,0,0.007874016,0,0,0.023622047,0,0,0.007874016,0.039370079
kalaloch286,49310,0.344537815,0,0,0.016806723,0,0.084033613,0,0,0,0,0,0.016806723,0,0,0,0,0,0,0.201680672,0.109243697,0.12605042,0.008403361,0.008403361,0,0,0.025210084,0,0,0.008403361,0.050420168
kalaloch287,49435,0.20754717,0,0,0.018867925,0.028301887,0.094339623,0.009433962,0,0,0,0,0.018867925,0,0,0,0,0,0.018867925,0.169811321,0.122641509,0.188679245,0.009433962,0.009433962,0,0,0.028301887,0,0.018867925,0.009433962,0.047169811
kalaloch288,49579,0.228571429,0.019047619,0,0.019047619,0.028571429,0.085714286,0.00952381,0,0,0,0,0.019047619,0,0,0.019047619,0,0,0.019047619,0.171428571,0.142857143,0.161904762,0,0.00952381,0,0,0,0,0.019047619,0.00952381,0.038095238
kalaloch289,49702,0.230088496,0.017699115,0,0,0.026548673,0.061946903,0.008849558,0,0,0,0,0.017699115,0,0,0.044247788,0,0,0.017699115,0.17699115,0.203539823,0.14159292,0,0.008849558,0,0,0,0,0.017699115,0,0.026548673
kalaloch290,49825,0.120689655,0,0,0,0.025862069,0.060344828,0.00862069,0,0,0,0,0.017241379,0,0,0.060344828,0,0,0,0.224137931,0.284482759,0.172413793,0,0.00862069,0,0,0,0,0,0,0.017241379
kalaloch291,49968,0.063636364,0,0,0,0.027272727,0.081818182,0.009090909,0,0,0,0,0.018181818,0,0,0.027272727,0,0,0,0.109090909,0.145454545,0.463636364,0.009090909,0.009090909,0,0,0,0,0.018181818,0,0.018181818
kalaloch292,50050,0.057142857,0,0,0,0.021428571,0.1,0.007142857,0,0,0,0,0.014285714,0,0,0,0,0.007142857,0,0.064285714,0.121428571,0.542857143,0.007142857,0.007142857,0,0,0.021428571,0,0.014285714,0,0.014285714
kalaloch293,50193,0.045454545,0.018181818,0,0.018181818,0,0.109090909,0.018181818,0,0,0,0,0.018181818,0,0,0,0,0.009090909,0,0.081818182,0.181818182,0.418181818,0,0.009090909,0,0,0.027272727,0,0.018181818,0.009090909,0.018181818
kalaloch294,50336,0.068627451,0.019607843,0,0.019607843,0,0.078431373,0.019607843,0,0.019607843,0,0,0.019607843,0,0,0,0,0.009803922,0,0.107843137,0.18627451,0.362745098,0,0.009803922,0,0,0.029411765,0,0.019607843,0.009803922,0.019607843
kalaloch295,50456,0.06,0.02,0,0.02,0,0.08,0.02,0,0.02,0,0,0.02,0,0,0,0,0,0,0.07,0.19,0.44,0,0.01,0,0,0,0,0.02,0.01,0.02
kalaloch296,50576,0.043010753,0.021505376,0,0.021505376,0,0.064516129,0.021505376,0,0,0,0,0.021505376,0,0,0.021505376,0,0,0,0.043010753,0.204301075,0.462365591,0,0.010752688,0.010752688,0,0,0,0.021505376,0.010752688,0.021505376
kalaloch297,50717,0.033707865,0.02247191,0,0.02247191,0.033707865,0.06741573,0.02247191,0,0,0,0,0,0,0,0.02247191,0,0,0,0.033707865,0.179775281,0.483146067,0,0.011235955,0.011235955,0,0,0,0.02247191,0.011235955,0.02247191
kalaloch298,50799,0.041237113,0.020618557,0,0.020618557,0.030927835,0.06185567,0.020618557,0,0,0,0,0,0,0,0.020618557,0,0,0,0.030927835,0.164948454,0.515463918,0,0.010309278,0.010309278,0,0,0,0.010309278,0.020618557,0.020618557
kalaloch299,50922,0.049019608,0.019607843,0,0.019607843,0.029411765,0.12745098,0.009803922,0,0,0,0,0,0,0,0.019607843,0,0,0,0.058823529,0.156862745,0.411764706,0,0.009803922,0,0,0,0,0.009803922,0.058823529,0.019607843
kalaloch300,51085,0.041666667,0.020833333,0,0.020833333,0,0.114583333,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0.114583333,0.177083333,0.3125,0,0.010416667,0.010416667,0,0,0.010416667,0.010416667,0.114583333,0.020833333
kalaloch301,51189,0.052631579,0.042105263,0,0.052631579,0,0.042105263,0.021052632,0,0,0,0,0.021052632,0,0,0.031578947,0,0,0,0.147368421,0.136842105,0.210526316,0,0.010526316,0.010526316,0,0,0.021052632,0.010526316,0.168421053,0.021052632
kalaloch302,51313,0.066037736,0.028301887,0,0.075471698,0,0.075471698,0.018867925,0,0.009433962,0,0,0.018867925,0,0,0.047169811,0,0,0,0.160377358,0.094339623,0.132075472,0,0.009433962,0.009433962,0,0,0.037735849,0.009433962,0.188679245,0.018867925
kalaloch303,51458,0.072072072,0.018018018,0,0.117117117,0,0.072072072,0.018018018,0,0.009009009,0,0,0.018018018,0,0,0.045045045,0,0,0,0.162162162,0.099099099,0.108108108,0,0.009009009,0,0,0,0.018018018,0.009009009,0.207207207,0.018018018
kalaloch304,51581,0.099009901,0.00990099,0,0.158415842,0,0.059405941,0.01980198,0,0.00990099,0,0,0,0,0,0.02970297,0,0,0,0.148514851,0.079207921,0.148514851,0,0.00990099,0,0,0,0.00990099,0,0.198019802,0.01980198
kalaloch305,51702,0.114942529,0.011494253,0,0.183908046,0,0.022988506,0.011494253,0,0,0,0,0,0,0,0.011494253,0,0,0,0.149425287,0.045977011,0.229885057,0,0.011494253,0,0,0,0.011494253,0,0.172413793,0.022988506
kalaloch306,51823,0.116666667,0.016666667,0,0.216666667,0,0.033333333,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.083333333,0.25,0,0.016666667,0.016666667,0,0,0.016666667,0,0.1,0.033333333
kalaloch307,51944,0.072727273,0.018181818,0,0.054545455,0.054545455,0.072727273,0.018181818,0,0,0,0.036363636,0.036363636,0,0,0,0,0.018181818,0,0.090909091,0.090909091,0.145454545,0,0.018181818,0.036363636,0,0,0.018181818,0,0.181818182,0.036363636
kalaloch308,52083,0.089552239,0.014925373,0,0.014925373,0.029850746,0.059701493,0.029850746,0,0.014925373,0,0.029850746,0.029850746,0,0,0,0,0.014925373,0,0.104477612,0.089552239,0.119402985,0,0.014925373,0.029850746,0,0,0.029850746,0,0.253731343,0.029850746
kalaloch309,52202,0.089285714,0.017857143,0,0.017857143,0,0.125,0.035714286,0,0.017857143,0,0.053571429,0.035714286,0,0,0.017857143,0,0.017857143,0,0.071428571,0.071428571,0.125,0,0.017857143,0.035714286,0,0,0.035714286,0,0.178571429,0.035714286
kalaloch310,52302,0.087719298,0.01754386,0,0.01754386,0,0.105263158,0.035087719,0,0.01754386,0,0.035087719,0.035087719,0,0,0.01754386,0,0,0,0.070175439,0.070175439,0.105263158,0,0.01754386,0.035087719,0,0,0,0,0.298245614,0.035087719
kalaloch311,52443,0.060240964,0.012048193,0,0.012048193,0,0.072289157,0.012048193,0,0.024096386,0,0,0.024096386,0,0,0.024096386,0,0,0,0.096385542,0.060240964,0.156626506,0,0.012048193,0.024096386,0,0,0,0,0.385542169,0.024096386
kalaloch312,52566,0.107142857,0.011904762,0,0.011904762,0,0.071428571,0.011904762,0,0.023809524,0,0,0.023809524,0,0,0.023809524,0,0,0,0.107142857,0.05952381,0.166666667,0,0.011904762,0,0,0,0,0,0.345238095,0.023809524
kalaloch313,52688,0.178571429,0.011904762,0,0.011904762,0,0.107142857,0.011904762,0,0.023809524,0,0,0.023809524,0,0,0,0,0.011904762,0,0.095238095,0.047619048,0.095238095,0,0.011904762,0,0,0,0.023809524,0.011904762,0.30952381,0.023809524
kalaloch314,52811,0.2,0.011111111,0,0.011111111,0,0.066666667,0.011111111,0,0.022222222,0,0,0.022222222,0,0,0,0,0.022222222,0,0.122222222,0.077777778,0.033333333,0,0.011111111,0,0,0,0.011111111,0.011111111,0.344444444,0.022222222
kalaloch315,52934,0.229885057,0.011494253,0,0.034482759,0.034482759,0.034482759,0.011494253,0,0.022988506,0,0,0.022988506,0,0,0.011494253,0,0.011494253,0,0.114942529,0.103448276,0.034482759,0,0.034482759,0,0,0,0,0.011494253,0.252873563,0.022988506
kalaloch316,53057,0.1625,0.0125,0,0.075,0.0375,0.025,0.025,0,0.025,0,0,0.025,0,0,0.0125,0,0.0125,0,0.0875,0.0875,0.15,0,0.075,0,0,0,0,0.0125,0.15,0.025
kalaloch317,53159,0.090909091,0.018181818,0,0.145454545,0.054545455,0.036363636,0.018181818,0,0.036363636,0,0,0.036363636,0,0,0.018181818,0,0,0,0.090909091,0.072727273,0.145454545,0,0.072727273,0,0,0,0,0.018181818,0.109090909,0.036363636
kalaloch318,53322,0.085106383,0.021276596,0,0.085106383,0.063829787,0.106382979,0.021276596,0,0.042553191,0,0,0.042553191,0,0,0.021276596,0,0.021276596,0,0.085106383,0.063829787,0.106382979,0,0.021276596,0,0,0,0,0.021276596,0.106382979,0.085106383
kalaloch319,53484,0.230769231,0.009615385,0,0.019230769,0.028846154,0.096153846,0.009615385,0,0.019230769,0,0,0.019230769,0,0,0.009615385,0,0.009615385,0,0.086538462,0.076923077,0.057692308,0,0.009615385,0,0,0,0,0.009615385,0.259615385,0.048076923
kalaloch320,53544,0.259615385,0.009615385,0,0.019230769,0.028846154,0.096153846,0.009615385,0,0.019230769,0,0,0.019230769,0.019230769,0,0.009615385,0,0.009615385,0,0.076923077,0.067307692,0.057692308,0,0.009615385,0.009615385,0,0,0,0.009615385,0.221153846,0.048076923
kalaloch321,53707,0.2625,0.0125,0,0.025,0.0375,0.1125,0.0125,0,0.025,0,0,0.025,0.025,0,0.0125,0,0,0,0.075,0.0375,0.075,0,0.0125,0.025,0,0,0,0.0125,0.175,0.0375
kalaloch322,53788,0.290909091,0.018181818,0,0.036363636,0.054545455,0.054545455,0.018181818,0,0.036363636,0,0,0.036363636,0.036363636,0,0.018181818,0,0,0,0.072727273,0,0.090909091,0,0.018181818,0.018181818,0,0,0,0.018181818,0.163636364,0.018181818
kalaloch323,53910,0.225,0.025,0,0.05,0.075,0.125,0.025,0,0.05,0,0,0.05,0,0,0.025,0,0,0,0.075,0,0.125,0,0.025,0,0,0,0,0,0.1,0.025
kalaloch324,54073,0.135135135,0.027027027,0,0.054054054,0,0.162162162,0.027027027,0,0,0,0,0.054054054,0,0,0.027027027,0,0,0,0.081081081,0.054054054,0.108108108,0,0,0,0,0,0,0,0.243243243,0.027027027
kalaloch325,54174,0.139534884,0.023255814,0,0.046511628,0,0.093023256,0.023255814,0,0,0,0,0.046511628,0,0,0.023255814,0,0,0,0.023255814,0.093023256,0.162790698,0,0,0.046511628,0,0,0,0,0.255813953,0.023255814
kalaloch326,54296,0.096153846,0.019230769,0,0.038461538,0,0.038461538,0.019230769,0,0,0,0,0.038461538,0,0,0.019230769,0,0,0,0.057692308,0.115384615,0.230769231,0,0,0.038461538,0,0,0,0,0.25,0.038461538
kalaloch327,54460,0.08974359,0.051282051,0,0.025641026,0,0.012820513,0.012820513,0,0,0,0,0.025641026,0,0,0.012820513,0,0,0,0.064102564,0.076923077,0.141025641,0,0,0.025641026,0,0,0,0,0.307692308,0.153846154
kalaloch328,54563,0.1,0.066666667,0,0.033333333,0,0.011111111,0.011111111,0,0.022222222,0,0,0.022222222,0,0,0.022222222,0,0,0,0.055555556,0.066666667,0.111111111,0,0,0,0,0,0,0,0.311111111,0.166666667
kalaloch329,54666,0.09375,0.041666667,0,0.052083333,0,0.010416667,0.020833333,0,0.010416667,0,0,0.020833333,0,0,0.020833333,0,0,0,0.03125,0.0625,0.104166667,0,0,0,0,0,0,0,0.364583333,0.166666667
kalaloch330,54830,0.090909091,0.027272727,0,0.063636364,0,0.009090909,0.018181818,0,0.009090909,0,0,0.018181818,0,0,0.018181818,0,0,0,0.045454545,0.072727273,0.081818182,0,0,0.018181818,0,0,0,0,0.3,0.227272727
kalaloch331,54933,0.116666667,0.016666667,0,0.025,0,0.033333333,0.008333333,0,0.008333333,0,0,0.033333333,0,0,0.016666667,0,0,0,0.05,0.075,0.058333333,0,0,0.016666667,0,0,0,0.008333333,0.25,0.283333333
kalaloch332,55056,0.078947368,0.00877193,0,0.026315789,0,0.052631579,0.00877193,0,0.00877193,0,0,0.052631579,0.00877193,0,0.01754386,0,0,0,0.052631579,0.105263158,0.035087719,0,0,0,0,0,0,0.00877193,0.236842105,0.298245614
kalaloch333,55220,0.026548673,0.044247788,0,0.044247788,0,0.044247788,0,0,0,0,0,0.03539823,0.008849558,0,0,0.008849558,0.017699115,0,0.03539823,0.123893805,0.061946903,0,0,0,0,0,0,0.008849558,0.256637168,0.283185841
kalaloch334,55301,0.009090909,0.081818182,0,0.054545455,0,0.036363636,0,0,0,0,0,0.018181818,0.009090909,0,0,0.018181818,0.009090909,0,0.018181818,0.145454545,0.1,0,0,0,0,0,0,0,0.263636364,0.236363636
kalaloch335,55422,0.010526316,0.126315789,0,0.073684211,0,0.052631579,0,0,0,0,0,0,0,0,0,0.021052632,0.021052632,0,0.010526316,0.136842105,0.105263158,0,0,0,0,0,0,0,0.252631579,0.189473684
kalaloch336,55585,0.02173913,0.130434783,0,0.076086957,0.032608696,0.065217391,0,0,0,0,0,0.010869565,0,0,0,0.010869565,0.02173913,0,0.02173913,0.065217391,0.097826087,0,0,0,0,0,0,0,0.173913043,0.27173913
kalaloch337,55687,0.055555556,0.083333333,0,0.046296296,0.027777778,0.046296296,0,0.009259259,0,0,0,0.009259259,0,0,0.009259259,0.009259259,0.018518519,0,0.018518519,0.064814815,0.092592593,0,0,0,0,0,0,0,0.185185185,0.324074074
kalaloch338,55810,0.051724138,0.043103448,0,0.068965517,0.025862069,0.086206897,0.00862069,0.043103448,0,0,0,0.00862069,0,0,0.00862069,0,0,0,0.00862069,0.068965517,0.146551724,0,0,0,0,0,0,0,0.155172414,0.275862069
kalaloch339,55974,0.042016807,0.025210084,0,0.134453782,0,0.151260504,0.025210084,0.067226891,0,0,0,0,0,0,0.016806723,0,0,0,0.016806723,0.084033613,0.243697479,0,0.008403361,0,0,0,0,0,0.075630252,0.109243697
kalaloch340,56055,0.01754386,0.00877193,0,0.192982456,0,0.157894737,0.00877193,0.052631579,0,0,0,0,0,0,0.01754386,0,0,0,0.01754386,0.070175439,0.271929825,0,0,0.00877193,0,0,0,0,0.131578947,0.043859649
kalaloch341,56175,0.009009009,0.009009009,0,0.198198198,0,0.171171171,0,0.036036036,0,0,0,0.009009009,0,0.009009009,0.018018018,0,0,0,0.009009009,0.054054054,0.279279279,0,0,0.018018018,0,0,0,0,0.153153153,0.027027027
kalaloch342,56314,0.008,0.008,0,0.168,0,0.176,0,0.024,0,0,0,0.008,0,0,0.016,0,0,0,0.024,0.064,0.352,0,0.008,0.016,0,0,0,0,0.104,0.024
kalaloch343,56414,0.00877193,0.01754386,0,0.149122807,0,0.166666667,0,0.026315789,0,0,0,0.00877193,0,0,0.01754386,0,0,0,0.043859649,0.052631579,0.368421053,0,0.00877193,0.01754386,0,0,0,0,0.087719298,0.026315789
kalaloch344,56555,0.021126761,0.035211268,0,0.161971831,0,0.112676056,0,0.042253521,0,0,0,0.007042254,0,0,0.014084507,0,0,0,0.105633803,0.042253521,0.274647887,0,0.007042254,0,0,0,0,0,0.161971831,0.014084507
kalaloch345,56696,0.033707865,0.078651685,0,0.140449438,0,0.06741573,0,0.016853933,0,0,0,0.005617978,0,0,0.011235955,0,0,0,0.151685393,0.039325843,0.174157303,0,0,0,0,0,0,0,0.269662921,0.011235955
kalaloch346,56797,0.043165468,0.151079137,0,0.086330935,0,0.043165468,0,0,0,0,0,0.007194245,0,0,0.014388489,0.014388489,0,0,0.194244604,0.043165468,0.057553957,0,0,0,0,0,0,0,0.330935252,0.014388489
kalaloch347,56918,0.042735043,0.222222222,0.017094017,0,0,0.017094017,0,0,0,0,0,0.008547009,0,0,0.017094017,0.017094017,0,0,0.196581197,0.051282051,0.051282051,0,0,0,0,0,0,0,0.358974359,0
kalaloch348,57060,0.025862069,0.284482759,0.017241379,0,0,0.017241379,0,0,0,0,0,0.00862069,0,0,0.017241379,0.017241379,0,0.017241379,0.163793103,0.060344828,0.043103448,0,0.00862069,0,0,0,0,0,0.318965517,0
kalaloch349,57181,0.026086957,0.339130435,0.017391304,0,0,0.017391304,0,0,0,0,0,0,0,0,0.017391304,0,0,0.017391304,0.130434783,0.07826087,0.026086957,0,0,0,0,0,0,0,0.32173913,0.008695652
kalaloch350,57301,0.016260163,0.317073171,0.016260163,0.008130081,0,0.016260163,0,0,0,0,0,0,0,0,0.016260163,0,0,0.008130081,0.097560976,0.089430894,0.032520325,0,0,0,0,0,0,0,0.365853659,0.016260163
kalaloch351,57421,0.016393443,0.270491803,0,0.008196721,0,0.024590164,0.016393443,0,0,0,0,0,0,0,0,0,0,0.008196721,0.114754098,0.073770492,0.032786885,0,0,0,0,0,0,0.008196721,0.409836066,0.016393443
kalaloch352,57521,0.015503876,0.217054264,0,0.007751938,0,0.062015504,0.015503876,0,0,0,0,0,0,0,0,0,0,0.007751938,0.124031008,0.069767442,0.046511628,0,0,0,0,0,0,0.007751938,0.410852713,0.015503876
kalaloch353,57661,0.03875969,0.15503876,0,0.023255814,0,0.07751938,0.015503876,0,0,0,0,0.007751938,0,0,0,0,0.015503876,0.007751938,0.186046512,0.069767442,0.062015504,0,0,0,0,0,0,0.007751938,0.302325581,0.031007752
kalaloch354,57782,0.048780488,0.113821138,0,0.048780488,0,0.081300813,0.016260163,0.008130081,0,0,0,0.016260163,0,0,0,0,0.016260163,0,0.211382114,0.081300813,0.097560976,0,0.008130081,0.008130081,0,0,0,0.008130081,0.18699187,0.048780488
kalaloch355,57902,0.040322581,0.10483871,0,0.056451613,0,0.040322581,0.016129032,0.008064516,0,0,0,0.016129032,0,0,0.016129032,0,0.016129032,0,0.185483871,0.120967742,0.10483871,0,0.048387097,0.008064516,0,0,0,0,0.169354839,0.048387097
kalaloch356,58043,0.050847458,0.110169492,0,0.059322034,0,0.033898305,0.016949153,0.008474576,0,0,0,0.016949153,0,0,0.033898305,0,0.008474576,0,0.186440678,0.101694915,0.110169492,0,0.050847458,0.008474576,0,0.016949153,0,0,0.144067797,0.042372881
kalaloch357,58164,0.058333333,0.091666667,0,0.05,0.016666667,0.058333333,0.016666667,0,0,0,0,0.016666667,0,0,0.041666667,0,0.016666667,0,0.183333333,0.091666667,0.108333333,0,0.033333333,0.008333333,0,0.016666667,0,0,0.141666667,0.05
kalaloch358,58265,0.053030303,0.090909091,0.015151515,0.053030303,0.015151515,0.090909091,0.015151515,0,0,0,0,0.015151515,0,0,0.045454545,0,0.015151515,0,0.166666667,0.083333333,0.090909091,0,0.03030303,0.007575758,0,0,0,0,0.151515152,0.060606061
kalaloch359,58386,0.045112782,0.090225564,0.015037594,0.052631579,0.015037594,0.082706767,0.030075188,0,0,0,0,0.015037594,0,0,0.045112782,0,0.015037594,0,0.15037594,0.082706767,0.07518797,0,0.037593985,0.007518797,0,0,0,0,0.165413534,0.07518797
kalaloch360,58527,0.061068702,0.061068702,0.015267176,0.053435115,0,0.083969466,0.038167939,0,0,0,0,0.015267176,0,0,0.038167939,0,0.015267176,0,0.13740458,0.06870229,0.076335878,0,0.045801527,0.007633588,0,0,0,0,0.190839695,0.091603053
kalaloch361,58647,0.073170732,0.048780488,0,0.06504065,0,0.089430894,0.024390244,0,0,0,0,0.008130081,0,0,0.040650407,0,0,0,0.170731707,0.089430894,0.073170732,0,0.048780488,0.008130081,0,0,0,0,0.178861789,0.081300813
