site,time,Abies,Alnus,Amaranthaceae,Apiaceae,Artemisia,Asteraceae,Brassicaceae,Camassia,Caprifoliaceae,Caryophyllaceae,Cupressaceae,Ericaceae,Fabaceae,Gentianaceae,Lysichiton,Malvaceae,Myrica,Onagraceae,Picea,Pinus,Poaceae,Polemoniaceae,Polygonaceae,Ranunculaceae,Rosaceae,Rubiaceae,Salix,Sanguisorba,Tsuga heterophylla,Tsuga mertensiana
kalaloch142,29931,0.018518519,0,0,0.018518519,0.027777778,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0.138888889,0.314814815,0,0.074074074,0.009259259,0,0,0.009259259,0.009259259,0.101851852,0.101851852
kalaloch143,30087,0.029411765,0,0,0.019607843,0.029411765,0.147058824,0,0,0,0,0,0,0,0,0,0,0,0,0.019607843,0.156862745,0.352941176,0,0.058823529,0.009803922,0,0,0.009803922,0.009803922,0.107843137,0.049019608
kalaloch144,30297,0.052631579,0,0,0.021052632,0,0.126315789,0,0,0,0,0,0,0,0,0,0,0,0,0.031578947,0.147368421,0.347368421,0,0.031578947,0.010526316,0,0,0,0,0.210526316,0.021052632
kalaloch145,30430,0.071428571,0,0,0.020408163,0,0.102040816,0,0,0,0,0,0,0,0,0,0,0,0,0.040816327,0.12244898,0.295918367,0,0.020408163,0.010204082,0,0,0,0,0.285714286,0.030612245
kalaloch146,30589,0.092783505,0,0,0.020618557,0,0.103092784,0,0,0,0,0,0,0,0,0,0,0,0,0.051546392,0.113402062,0.24742268,0,0.010309278,0.010309278,0,0,0,0,0.309278351,0.041237113
kalaloch147,30775,0.090909091,0,0,0.02020202,0,0.121212121,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0.111111111,0.232323232,0,0.01010101,0.01010101,0,0,0,0,0.303030303,0.04040404
kalaloch148,30910,0.080808081,0,0,0.02020202,0,0.121212121,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0.111111111,0.232323232,0,0.01010101,0.01010101,0,0,0,0,0.313131313,0.04040404
kalaloch149,31072,0.052083333,0,0,0.020833333,0,0.104166667,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.114583333,0.229166667,0,0.010416667,0.010416667,0,0,0,0.010416667,0.333333333,0.052083333
kalaloch150,31288,0.041666667,0,0,0.020833333,0,0.083333333,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0.0625,0.135416667,0.21875,0,0.010416667,0.010416667,0,0,0,0.010416667,0.322916667,0.0625
kalaloch151,31422,0.051546392,0,0,0.020618557,0,0.06185567,0,0,0,0,0,0.030927835,0,0,0.020618557,0,0,0,0.06185567,0.154639175,0.195876289,0,0.010309278,0.010309278,0,0,0,0.010309278,0.309278351,0.06185567
kalaloch152,31582,0.051546392,0,0,0.020618557,0,0.072164948,0,0,0,0,0,0.030927835,0,0,0.020618557,0,0,0,0.06185567,0.164948454,0.18556701,0,0.010309278,0.010309278,0,0,0,0,0.309278351,0.06185567
kalaloch153,31768,0.064814815,0,0,0.018518519,0,0.064814815,0,0,0,0,0,0.027777778,0,0,0.018518519,0,0,0,0.074074074,0.157407407,0.148148148,0,0.009259259,0.018518519,0,0,0,0,0.342592593,0.055555556
kalaloch154,31898,0.074766355,0.009345794,0,0.018691589,0,0.074766355,0,0,0,0,0,0.009345794,0,0,0,0,0,0,0.08411215,0.140186916,0.130841121,0,0.009345794,0.018691589,0,0,0,0,0.38317757,0.046728972
kalaloch155,32050,0.091743119,0,0,0.018348624,0,0.055045872,0,0,0,0,0,0.027522936,0,0,0,0,0,0,0.119266055,0.110091743,0.091743119,0,0.009174312,0.018348624,0,0,0,0,0.422018349,0.036697248
kalaloch156,32253,0.116071429,0.017857143,0,0.017857143,0,0.035714286,0,0,0,0,0,0.017857143,0,0,0,0,0,0,0.125,0.107142857,0.080357143,0,0.008928571,0.017857143,0,0,0,0,0.428571429,0.026785714
kalaloch157,32381,0.101851852,0,0,0.018518519,0,0.046296296,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0.12037037,0.092592593,0.092592593,0,0.009259259,0.018518519,0,0,0,0,0.444444444,0.037037037
kalaloch158,32543,0.086206897,0.00862069,0,0.017241379,0,0.051724138,0,0,0,0,0,0.017241379,0,0,0.025862069,0,0,0,0.094827586,0.094827586,0.120689655,0,0.00862069,0.017241379,0,0,0,0,0.413793103,0.043103448
kalaloch159,32732,0.075630252,0.008403361,0,0.016806723,0,0.067226891,0,0,0,0,0,0.016806723,0,0,0.025210084,0,0,0,0.075630252,0.092436975,0.142857143,0,0.008403361,0.016806723,0,0,0,0.008403361,0.394957983,0.050420168
kalaloch160,32866,0.072,0,0,0.016,0,0.08,0.016,0,0,0,0,0.016,0,0,0.024,0,0,0,0.08,0.08,0.192,0,0.008,0.016,0,0,0,0.008,0.352,0.04
kalaloch161,33025,0.056,0.016,0,0.016,0,0.088,0.016,0,0,0,0,0,0,0,0.024,0,0,0,0.088,0.08,0.264,0,0.008,0.016,0,0,0,0.008,0.288,0.032
kalaloch162,33208,0.044642857,0,0,0,0,0.0625,0.017857143,0,0,0,0,0,0,0,0.026785714,0,0,0,0.107142857,0.080357143,0.348214286,0,0.008928571,0.017857143,0,0,0,0,0.258928571,0.026785714
kalaloch163,33366,0.036363636,0,0,0,0,0.063636364,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.081818182,0.354545455,0,0.009090909,0.018181818,0,0,0,0,0.318181818,0.018181818
kalaloch164,33522,0.081081081,0.009009009,0,0,0,0.045045045,0,0,0,0,0,0,0,0,0,0,0,0,0.09009009,0.108108108,0.243243243,0,0.009009009,0.018018018,0,0,0,0,0.369369369,0.027027027
kalaloch165,33705,0.107438017,0.008264463,0,0,0,0.066115702,0,0,0,0,0,0,0,0,0,0,0,0,0.066115702,0.123966942,0.148760331,0,0.033057851,0.016528926,0,0,0,0,0.404958678,0.024793388
kalaloch166,33809,0.131578947,0.00877193,0,0,0,0.078947368,0,0,0,0,0,0,0,0,0,0,0,0,0.078947368,0.149122807,0.061403509,0,0.035087719,0.01754386,0,0,0,0,0.412280702,0.026315789
kalaloch167,33991,0.120689655,0.00862069,0,0,0,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,0.103448276,0.172413793,0.043103448,0,0.051724138,0.017241379,0,0,0,0,0.362068966,0.034482759
kalaloch168,34150,0.103174603,0.015873016,0,0,0,0.079365079,0,0,0,0,0,0,0,0,0.023809524,0,0,0.015873016,0.111111111,0.19047619,0.047619048,0,0.055555556,0.015873016,0,0,0,0,0.293650794,0.047619048
kalaloch169,34308,0.095238095,0.015873016,0,0,0,0.063492063,0,0,0,0,0,0,0,0,0.023809524,0,0,0.015873016,0.126984127,0.206349206,0.055555556,0,0.047619048,0.015873016,0,0,0,0,0.26984127,0.063492063
kalaloch170,34493,0.1,0.016666667,0,0,0,0.05,0,0,0,0,0,0,0,0,0.025,0,0,0.016666667,0.133333333,0.175,0.066666667,0,0.033333333,0.016666667,0,0,0,0,0.316666667,0.05
kalaloch171,34652,0.094827586,0.017241379,0,0,0,0.034482759,0.017241379,0,0,0,0,0.017241379,0,0,0.025862069,0,0,0.017241379,0.120689655,0.137931034,0.068965517,0,0.025862069,0.017241379,0,0,0,0,0.370689655,0.034482759
kalaloch172,34784,0.081081081,0.018018018,0,0.018018018,0,0.027027027,0.018018018,0,0,0,0,0.018018018,0,0,0.027027027,0,0,0,0.126126126,0.108108108,0.09009009,0,0.018018018,0.009009009,0,0,0,0,0.414414414,0.027027027
kalaloch173,34970,0.08490566,0.009433962,0,0.018867925,0,0.028301887,0.018867925,0,0,0,0,0.018867925,0,0,0.028301887,0,0,0,0.160377358,0.122641509,0.103773585,0,0.009433962,0.009433962,0,0,0,0,0.377358491,0.009433962
kalaloch174,35156,0.081081081,0.009009009,0.018018018,0.018018018,0,0.027027027,0.018018018,0,0,0,0,0.018018018,0,0,0.027027027,0,0,0,0.18018018,0.153153153,0.117117117,0,0.009009009,0.009009009,0,0,0,0,0.288288288,0.027027027
kalaloch175,35316,0.088495575,0.008849558,0.017699115,0.017699115,0,0.03539823,0.017699115,0,0,0,0,0.017699115,0,0,0.026548673,0,0,0,0.194690265,0.185840708,0.132743363,0,0.008849558,0.008849558,0,0,0,0,0.221238938,0.017699115
kalaloch176,35450,0.083333333,0.009259259,0.018518519,0.018518519,0,0.037037037,0.018518519,0,0,0,0,0.018518519,0,0,0.027777778,0,0,0,0.185185185,0.203703704,0.12962963,0,0.009259259,0.009259259,0,0,0,0,0.212962963,0.018518519
kalaloch177,35636,0.064220183,0.009174312,0,0.018348624,0,0.036697248,0.018348624,0,0,0,0,0.018348624,0,0,0.027522936,0,0,0,0.165137615,0.201834862,0.110091743,0,0.009174312,0.009174312,0,0,0,0,0.275229358,0.036697248
kalaloch178,35768,0.048076923,0.009615385,0,0.019230769,0,0.009615385,0.019230769,0,0,0,0,0.019230769,0,0,0.028846154,0,0,0,0.163461538,0.221153846,0.076923077,0,0.009615385,0.009615385,0,0,0,0,0.326923077,0.038461538
kalaloch179,35927,0.036036036,0.009009009,0,0.018018018,0,0.009009009,0.018018018,0,0,0,0,0.018018018,0,0,0.027027027,0,0,0,0.135135135,0.207207207,0.126126126,0,0.036036036,0.009009009,0,0,0,0,0.297297297,0.054054054
kalaloch180,36111,0.028846154,0.009615385,0,0.019230769,0,0.019230769,0.019230769,0,0,0,0,0.019230769,0,0,0.028846154,0,0,0,0.096153846,0.173076923,0.221153846,0,0.057692308,0.009615385,0,0,0,0,0.230769231,0.067307692
kalaloch181,36267,0.027522936,0.009174312,0,0.018348624,0,0.018348624,0.018348624,0,0,0,0,0.018348624,0,0.009174312,0.027522936,0,0,0,0.064220183,0.137614679,0.339449541,0,0.064220183,0.009174312,0,0,0,0,0.155963303,0.082568807
kalaloch182,36422,0.028301887,0.009433962,0,0.018867925,0,0.018867925,0.018867925,0,0,0,0,0.018867925,0,0.009433962,0.028301887,0,0,0,0.028301887,0.113207547,0.424528302,0.018867925,0.066037736,0.009433962,0,0,0,0,0.08490566,0.103773585
kalaloch183,36604,0.048543689,0.009708738,0,0.019417476,0,0.019417476,0.019417476,0,0,0,0,0.019417476,0,0.009708738,0.029126214,0,0,0,0.038834951,0.097087379,0.436893204,0.019417476,0.058252427,0,0,0,0,0,0.077669903,0.097087379
kalaloch184,36735,0.058823529,0.009803922,0,0.019607843,0,0.039215686,0.019607843,0,0,0,0,0.019607843,0,0.009803922,0.029411765,0,0,0,0.039215686,0.098039216,0.431372549,0.019607843,0.049019608,0,0,0,0,0,0.078431373,0.078431373
kalaloch185,36893,0.074074074,0.009259259,0,0.018518519,0,0.064814815,0.018518519,0,0,0,0,0.018518519,0,0.009259259,0.027777778,0,0,0,0.046296296,0.101851852,0.407407407,0.018518519,0.046296296,0,0,0,0,0,0.083333333,0.055555556
kalaloch186,37078,0.081081081,0.009009009,0,0.018018018,0,0.09009009,0.018018018,0,0,0,0,0.018018018,0,0.009009009,0.027027027,0,0,0,0.072072072,0.117117117,0.342342342,0.018018018,0.036036036,0,0,0,0,0,0.09009009,0.054054054
kalaloch187,37235,0.066666667,0,0,0.019047619,0,0.114285714,0.019047619,0,0.00952381,0,0,0.019047619,0,0,0,0,0,0,0.095238095,0.152380952,0.295238095,0.019047619,0.028571429,0,0,0,0,0,0.104761905,0.057142857
kalaloch188,37419,0.053191489,0,0,0.021276596,0,0.095744681,0,0,0.010638298,0,0,0.021276596,0,0,0,0,0,0,0.138297872,0.20212766,0.234042553,0,0.031914894,0,0,0,0,0,0.127659574,0.063829787
kalaloch189,37550,0.034482759,0,0,0.022988506,0,0.091954023,0.011494253,0,0.011494253,0,0,0.022988506,0,0,0,0,0,0,0.149425287,0.218390805,0.16091954,0,0.022988506,0,0,0.034482759,0,0,0.149425287,0.068965517
kalaloch190,37680,0.037974684,0,0,0.025316456,0,0.088607595,0.012658228,0,0,0,0,0.025316456,0,0,0,0,0,0,0.139240506,0.202531646,0.164556962,0,0.025316456,0.012658228,0,0.037974684,0,0,0.164556962,0.063291139
kalaloch191,37860,0.04109589,0,0,0.02739726,0,0.095890411,0.01369863,0,0,0,0,0.02739726,0,0,0,0,0,0,0.095890411,0.164383562,0.205479452,0,0.01369863,0.02739726,0,0.04109589,0,0,0.178082192,0.068493151
kalaloch192,38040,0.045454545,0,0,0.03030303,0,0.121212121,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0.075757576,0.136363636,0.257575758,0,0.015151515,0.03030303,0,0,0,0,0.196969697,0.060606061
kalaloch193,38171,0.042253521,0,0,0.028169014,0,0.14084507,0.028169014,0,0,0,0,0.028169014,0,0,0,0,0,0,0.070422535,0.112676056,0.309859155,0,0.014084507,0.028169014,0,0,0,0,0.169014085,0.028169014
kalaloch194,38338,0.039473684,0,0,0.026315789,0,0.131578947,0.039473684,0,0,0,0,0.026315789,0,0,0.026315789,0,0,0,0.039473684,0.092105263,0.394736842,0,0.013157895,0.026315789,0,0,0,0,0.131578947,0.013157895
kalaloch195,38560,0.034090909,0.011363636,0,0.022727273,0,0.159090909,0.034090909,0,0,0,0,0.022727273,0,0,0.022727273,0,0,0,0.034090909,0.068181818,0.431818182,0,0.011363636,0.022727273,0,0,0,0,0.113636364,0.011363636
kalaloch196,38699,0.03125,0.010416667,0,0.03125,0,0.166666667,0.03125,0,0,0,0,0.010416667,0,0,0.020833333,0,0,0,0.03125,0.083333333,0.458333333,0,0.010416667,0.020833333,0,0,0,0,0.083333333,0.010416667
kalaloch197,38827,0.028846154,0.009615385,0,0.028846154,0,0.201923077,0.028846154,0,0,0,0,0.019230769,0,0,0,0,0,0,0.028846154,0.086538462,0.5,0,0.009615385,0,0,0,0,0,0.048076923,0.009615385
kalaloch198,39032,0.027272727,0,0,0.018181818,0,0.181818182,0.045454545,0,0,0,0,0,0,0.009090909,0,0,0,0,0.027272727,0.1,0.536363636,0,0.009090909,0.009090909,0,0,0,0,0.027272727,0.009090909
kalaloch199,39161,0.028037383,0,0,0.018691589,0,0.168224299,0.037383178,0,0,0,0,0.018691589,0,0.009345794,0,0,0,0,0.028037383,0.121495327,0.495327103,0,0.009345794,0.018691589,0,0,0,0,0.028037383,0.018691589
kalaloch200,39313,0.04,0,0,0.02,0,0.16,0.05,0,0,0,0,0.02,0,0.01,0,0,0,0,0.04,0.17,0.4,0,0.01,0.02,0,0,0,0,0.05,0.01
kalaloch201,39491,0.063157895,0,0,0.021052632,0,0.126315789,0.052631579,0,0,0,0,0.021052632,0,0,0,0,0,0,0.052631579,0.221052632,0.305263158,0,0.010526316,0.031578947,0,0,0,0,0.084210526,0.010526316
kalaloch202,39617,0.075268817,0,0,0.021505376,0,0.107526882,0.053763441,0,0,0,0,0.021505376,0,0,0.032258065,0,0,0,0.064516129,0.258064516,0.193548387,0,0.010752688,0.043010753,0,0,0,0,0.107526882,0.010752688
kalaloch203,39768,0.070707071,0,0,0.02020202,0.03030303,0.090909091,0.050505051,0,0,0,0,0.02020202,0,0,0.050505051,0,0,0,0.080808081,0.222222222,0.161616162,0,0,0.050505051,0,0,0,0,0.141414141,0.01010101
kalaloch204,39941,0.068627451,0.009803922,0,0.019607843,0.029411765,0.058823529,0.058823529,0,0,0,0,0.019607843,0,0,0.058823529,0,0,0,0.078431373,0.176470588,0.147058824,0,0.009803922,0.058823529,0,0,0,0,0.196078431,0.009803922
kalaloch205,40089,0.058823529,0.009803922,0,0.019607843,0.029411765,0.068627451,0.049019608,0,0.019607843,0,0,0.019607843,0,0,0.058823529,0,0,0,0.078431373,0.147058824,0.137254902,0,0.009803922,0.058823529,0,0,0,0,0.215686275,0.019607843
kalaloch206,40264,0.073394495,0.009174312,0,0.027522936,0.027522936,0.082568807,0.036697248,0,0.018348624,0,0,0.018348624,0,0,0.055045872,0,0,0,0.073394495,0.146788991,0.128440367,0,0.009174312,0.036697248,0,0,0,0,0.220183486,0.036697248
kalaloch207,40420,0.08411215,0.009345794,0,0.028037383,0.028037383,0.065420561,0.028037383,0,0.018691589,0,0,0.018691589,0,0,0.028037383,0,0,0,0.065420561,0.14953271,0.140186916,0,0.009345794,0.037383178,0,0,0,0,0.242990654,0.046728972
kalaloch208,40524,0.096153846,0.009615385,0,0.028846154,0,0.067307692,0.028846154,0,0,0,0,0.019230769,0,0,0.028846154,0,0,0,0.067307692,0.153846154,0.153846154,0,0.009615385,0.019230769,0,0,0,0,0.269230769,0.048076923
kalaloch209,40707,0.091836735,0.010204082,0,0.030612245,0,0.06122449,0.030612245,0,0,0,0,0,0,0,0,0,0,0,0.081632653,0.183673469,0.153061224,0,0.010204082,0.010204082,0,0,0,0,0.275510204,0.06122449
kalaloch210,40910,0.094736842,0,0,0.031578947,0,0.063157895,0.031578947,0,0,0,0,0,0,0,0,0,0,0,0.084210526,0.221052632,0.168421053,0.021052632,0.010526316,0.010526316,0,0,0,0,0.221052632,0.042105263
kalaloch211,41036,0.055555556,0.009259259,0,0.027777778,0,0.055555556,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0.064814815,0.296296296,0.259259259,0.018518519,0.009259259,0.009259259,0,0,0,0,0.138888889,0.027777778
kalaloch212,41188,0.046728972,0.009345794,0,0.028037383,0,0.046728972,0.018691589,0,0,0,0,0,0,0,0.018691589,0,0,0,0.065420561,0.336448598,0.317757009,0.018691589,0.009345794,0.009345794,0,0,0,0,0.065420561,0.009345794
kalaloch213,41366,0.028301887,0.018867925,0,0.028301887,0.028301887,0.047169811,0,0,0,0,0,0,0,0,0.028301887,0,0,0,0.075471698,0.320754717,0.339622642,0,0.009433962,0.009433962,0,0,0,0.009433962,0.047169811,0.009433962
kalaloch214,41467,0.026315789,0.01754386,0,0.026315789,0.035087719,0.043859649,0,0,0,0,0,0.01754386,0,0,0.01754386,0,0,0,0.035087719,0.210526316,0.5,0,0.00877193,0,0,0,0,0.01754386,0.035087719,0.00877193
kalaloch215,41670,0.025423729,0.008474576,0.008474576,0.025423729,0.025423729,0.050847458,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0.025423729,0.127118644,0.63559322,0,0.008474576,0,0,0,0,0.016949153,0.016949153,0.008474576
kalaloch216,41822,0.02970297,0.01980198,0.00990099,0.02970297,0.02970297,0.059405941,0,0,0,0,0,0.01980198,0,0,0,0,0,0,0.01980198,0.079207921,0.663366337,0,0.00990099,0,0,0,0,0.00990099,0.00990099,0.00990099
kalaloch217,41948,0.036363636,0.009090909,0.018181818,0.027272727,0.027272727,0.054545455,0,0,0,0,0,0.018181818,0,0,0.018181818,0,0,0,0.045454545,0.081818182,0.545454545,0,0.009090909,0.009090909,0,0,0,0.009090909,0.081818182,0.009090909
kalaloch218,42126,0.040983607,0.016393443,0.016393443,0.024590164,0.024590164,0.049180328,0,0,0,0,0,0.016393443,0,0,0.049180328,0,0,0,0.057377049,0.090163934,0.37704918,0,0.008196721,0.008196721,0.016393443,0,0,0.008196721,0.180327869,0.016393443
kalaloch219,42303,0.046153846,0.015384615,0,0.023076923,0,0.046153846,0,0,0,0,0,0.015384615,0,0,0.069230769,0,0,0,0.084615385,0.076923077,0.238461538,0,0.007692308,0.007692308,0.015384615,0,0,0.007692308,0.330769231,0.015384615
kalaloch220,42404,0.061403509,0,0,0.01754386,0,0.052631579,0.01754386,0,0,0,0,0.01754386,0,0,0.070175439,0,0,0,0.096491228,0.078947368,0.149122807,0,0.00877193,0.00877193,0.01754386,0,0,0.00877193,0.377192982,0.01754386
kalaloch221,42582,0.065420561,0,0,0.028037383,0,0.056074766,0.018691589,0,0,0,0,0.018691589,0,0,0.074766355,0,0,0,0.102803738,0.093457944,0.205607477,0,0.009345794,0.009345794,0.018691589,0,0,0.009345794,0.271028037,0.018691589
kalaloch222,42759,0.051020408,0.020408163,0.020408163,0.030612245,0,0.06122449,0.020408163,0,0,0,0,0.020408163,0,0,0.030612245,0,0,0,0.081632653,0.102040816,0.275510204,0,0.010204082,0.010204082,0.020408163,0,0,0.010204082,0.214285714,0.020408163
kalaloch223,42825,0.0625,0.017857143,0.017857143,0.026785714,0,0.053571429,0.017857143,0,0,0,0,0.017857143,0,0,0.008928571,0,0,0,0.0625,0.080357143,0.366071429,0,0.008928571,0,0.017857143,0,0,0,0.223214286,0.017857143
kalaloch224,42892,0.072072072,0,0.018018018,0.018018018,0,0.054054054,0.018018018,0,0,0,0,0.018018018,0,0,0,0,0,0,0.081081081,0.081081081,0.243243243,0,0.009009009,0,0,0,0,0,0.369369369,0.018018018
kalaloch225,42958,0.086538462,0,0,0.019230769,0,0.019230769,0.019230769,0,0,0,0,0.019230769,0,0,0,0,0,0.019230769,0.096153846,0.086538462,0.192307692,0,0.009615385,0,0,0,0,0,0.413461538,0.019230769
kalaloch226,43012,0.091836735,0,0,0.020408163,0.030612245,0.020408163,0.020408163,0,0,0,0,0.020408163,0,0,0,0,0,0.020408163,0.091836735,0.081632653,0.12244898,0,0.010204082,0.010204082,0,0,0,0,0.43877551,0.020408163
kalaloch227,43086,0.088235294,0,0,0.019607843,0.029411765,0.019607843,0.019607843,0,0,0,0,0.019607843,0,0,0,0,0,0.019607843,0.088235294,0.088235294,0.147058824,0,0.009803922,0.009803922,0,0,0,0,0.421568627,0.019607843
kalaloch228,43149,0.067961165,0.009708738,0,0.019417476,0.029126214,0.019417476,0.019417476,0,0,0,0,0.019417476,0,0,0,0,0,0,0.116504854,0.126213592,0.155339806,0,0.009708738,0.009708738,0,0,0,0,0.378640777,0.019417476
kalaloch229,43212,0.052631579,0.010526316,0,0.021052632,0,0.052631579,0.021052632,0,0.021052632,0,0,0.021052632,0,0,0,0,0,0,0.115789474,0.094736842,0.168421053,0.021052632,0.010526316,0.010526316,0,0,0,0,0.357894737,0.021052632
kalaloch230,43276,0.054945055,0.010989011,0,0.032967033,0,0.054945055,0.021978022,0,0.021978022,0,0,0.021978022,0,0,0.021978022,0,0,0,0.131868132,0.065934066,0.164835165,0.021978022,0.010989011,0.010989011,0,0,0,0,0.32967033,0.021978022
kalaloch231,43349,0.06122449,0,0,0.040816327,0,0.040816327,0.020408163,0,0.020408163,0,0,0.020408163,0,0,0.051020408,0,0,0,0.173469388,0.081632653,0.183673469,0,0.010204082,0,0,0,0,0.010204082,0.265306122,0.020408163
kalaloch232,43402,0.066666667,0,0,0.066666667,0,0.019047619,0.019047619,0,0,0,0,0.019047619,0,0,0.066666667,0,0,0,0.161904762,0.095238095,0.180952381,0,0.00952381,0,0,0,0.00952381,0.00952381,0.257142857,0.019047619
kalaloch233,43464,0.050505051,0,0,0.050505051,0,0.02020202,0.02020202,0,0,0,0,0.02020202,0,0,0.050505051,0,0,0,0.141414141,0.131313131,0.181818182,0,0.01010101,0,0.02020202,0,0,0.01010101,0.272727273,0.02020202
kalaloch234,43537,0.032258065,0,0,0.053763441,0,0.021505376,0.021505376,0,0,0,0,0.021505376,0,0,0.032258065,0,0,0,0.11827957,0.11827957,0.225806452,0,0.010752688,0.021505376,0.021505376,0,0.010752688,0,0.268817204,0.021505376
kalaloch235,43599,0.029411765,0,0,0.029411765,0,0.019607843,0.019607843,0,0,0,0,0.019607843,0,0,0.049019608,0,0,0,0.12745098,0.12745098,0.215686275,0,0.009803922,0.019607843,0.019607843,0,0.009803922,0,0.284313725,0.019607843
kalaloch236,43651,0.028037383,0,0.018691589,0.018691589,0,0.018691589,0.009345794,0,0,0,0,0.018691589,0,0,0.056074766,0,0,0,0.14953271,0.158878505,0.121495327,0,0.009345794,0.018691589,0.018691589,0,0,0.009345794,0.327102804,0.018691589
kalaloch237,43735,0.028301887,0,0.018867925,0.028301887,0,0.018867925,0.018867925,0,0,0,0,0.018867925,0,0,0.066037736,0,0,0,0.122641509,0.160377358,0.075471698,0,0.009433962,0.018867925,0.018867925,0.028301887,0,0.009433962,0.339622642,0.018867925
kalaloch238,43788,0.038834951,0,0.019417476,0.029126214,0.029126214,0.019417476,0.009708738,0,0,0,0,0.019417476,0,0,0.058252427,0,0,0,0.116504854,0.174757282,0.087378641,0,0.009708738,0.009708738,0,0.029126214,0,0.009708738,0.32038835,0.019417476
kalaloch239,43851,0.074074074,0,0.018518519,0.027777778,0.027777778,0.018518519,0.018518519,0,0,0,0,0.018518519,0,0,0.046296296,0,0,0,0.111111111,0.222222222,0.101851852,0,0.009259259,0.009259259,0,0.027777778,0,0,0.25,0.018518519
kalaloch240,43926,0.08411215,0,0,0.028037383,0.028037383,0.018691589,0.018691589,0,0,0,0,0.018691589,0,0,0.046728972,0,0,0,0.121495327,0.271028037,0.121495327,0,0.009345794,0.018691589,0.018691589,0,0,0,0.177570093,0.018691589
kalaloch241,43990,0.07,0,0,0.03,0,0.02,0.02,0,0,0,0,0.02,0,0,0.04,0,0,0,0.13,0.3,0.13,0.02,0.01,0.02,0.02,0,0,0.01,0.14,0.02
kalaloch242,44046,0.096153846,0,0,0.028846154,0,0.019230769,0.019230769,0,0,0,0,0.019230769,0,0,0.028846154,0,0,0,0.115384615,0.307692308,0.096153846,0.019230769,0.009615385,0.009615385,0.019230769,0.028846154,0,0.009615385,0.153846154,0.019230769
kalaloch243,44153,0.10619469,0.008849558,0,0.026548673,0.026548673,0.017699115,0.017699115,0,0,0,0,0.017699115,0,0,0.044247788,0,0,0,0.097345133,0.292035398,0.079646018,0.017699115,0.008849558,0.008849558,0.017699115,0.026548673,0,0.008849558,0.159292035,0.017699115
kalaloch244,44206,0.096153846,0.009615385,0,0.019230769,0.028846154,0.019230769,0.019230769,0,0,0,0,0.019230769,0,0,0.057692308,0,0,0,0.105769231,0.288461538,0.125,0,0.009615385,0.009615385,0.019230769,0.028846154,0,0,0.125,0.019230769
kalaloch245,44300,0.086538462,0,0,0.019230769,0.028846154,0.019230769,0.009615385,0,0,0,0,0.019230769,0,0,0.038461538,0,0,0,0.115384615,0.25,0.25,0,0.009615385,0.009615385,0,0.028846154,0,0,0.096153846,0.019230769
kalaloch246,44414,0.041237113,0.010309278,0,0.020618557,0.030927835,0.020618557,0.010309278,0,0,0,0,0.020618557,0,0,0.030927835,0,0,0,0.113402062,0.206185567,0.329896907,0,0.010309278,0.010309278,0,0.030927835,0,0,0.092783505,0.020618557
kalaloch247,44512,0.043478261,0.010869565,0,0.02173913,0,0.010869565,0.010869565,0,0,0,0,0.02173913,0,0,0.032608696,0,0,0,0.130434783,0.22826087,0.260869565,0,0.010869565,0.010869565,0,0.032608696,0,0,0.130434783,0.043478261
kalaloch248,44594,0.065934066,0.010989011,0,0.021978022,0,0.010989011,0.010989011,0,0,0,0,0.021978022,0,0,0.065934066,0,0,0,0.153846154,0.263736264,0.131868132,0,0.010989011,0,0,0,0,0,0.175824176,0.054945055
kalaloch249,44748,0.102040816,0.010204082,0,0.020408163,0,0.020408163,0.010204082,0,0,0,0,0.020408163,0,0,0.051020408,0,0,0,0.153061224,0.255102041,0.102040816,0,0.010204082,0,0,0,0,0,0.183673469,0.06122449
kalaloch250,44829,0.095744681,0.010638298,0,0.021276596,0,0.021276596,0.010638298,0,0,0,0,0.010638298,0,0,0.031914894,0,0,0,0.138297872,0.29787234,0.127659574,0,0.010638298,0,0,0,0,0,0.14893617,0.074468085
kalaloch251,44971,0.054945055,0,0,0.021978022,0,0.021978022,0.010989011,0,0,0,0,0.010989011,0,0,0.032967033,0,0,0.010989011,0.120879121,0.32967033,0.153846154,0,0.010989011,0.010989011,0,0.032967033,0,0,0.087912088,0.087912088
kalaloch252,45093,0.031914894,0,0,0.021276596,0,0.021276596,0.010638298,0,0,0,0,0.010638298,0,0,0.053191489,0,0,0.010638298,0.117021277,0.319148936,0.159574468,0,0.010638298,0.021276596,0,0.031914894,0,0.010638298,0.085106383,0.085106383
kalaloch253,45217,0.03,0.02,0,0.03,0,0.02,0.01,0,0,0,0,0.02,0,0,0.05,0,0,0.02,0.09,0.28,0.23,0,0.01,0.02,0,0.03,0,0.01,0.06,0.07
