"","YrBP","Alnus","Amaranthaceae","Ambrosia","Artemisia","Asteraceae","Betula","Brassicaceae","Caryophyllaceae","Ericaceae","Fabaceae","Liliaceae","Picea","Pinus","Plantago","Poaceae","Polygonaceae","Populus","Ranunculaceae","Rosaceae","Rumex","Salix","Saxifragaceae"
"tita74",73000,0.0163013004675765,0.00239476196692112,0,0.118561306280515,0.0531625860782636,0.0365804327608914,0.0735049361310047,0.0126116166147737,0.00353202561330866,0.0041118161098774,0.00408487138322153,0.00731307136564114,0,0.0414249961835145,0.398356270792582,0,0.0109288440474208,3.93402806692883e-06,0.0467019729074717,0,0.165113776830056,0.00531148125167708
"tita75",74000,0.0161570018425871,0.00270908642296815,0,0.14015201533574,0.0472153423857547,0.0382934294374814,0.0717043915856654,0.0150212834990324,0.00355338532144984,0.00470253692534981,0.0058016989408306,0.00384870093509973,0,0.0488414512305746,0.372821887054927,0,0.0107885920423489,0.000383526452069068,0.046230838929741,0,0.166522116464498,0.00525271601317356
"tita76",75000,0.0152133414998071,0.00315942253900162,0,0.146695189584909,0.0455391275812823,0.0427266386321272,0.0717597466661523,0.0185212606598256,0.00345523612375588,0.00578663594583751,0.00695883728284855,0.00172544956129928,0,0.0518540616753337,0.356124484893141,0,0.0103132546457064,0.000829036515855258,0.0445153562515238,0,0.169662830487462,0.00516009024782038
"tita77",76000,0.0155613503048808,0.00375734471889537,0,0.137081468080189,0.0497912351459056,0.049271824950971,0.0747795576711216,0.0249444447620173,0.00408770755371779,0.00778630927372074,0.00732719235198996,0.000515687644096581,0,0.0490433567432622,0.347353661426567,0,0.00868196732356199,0.00146431715882744,0.0408431316824928,0,0.172302457132688,0.00540698668699697
"tita78",77000,0.0172413583512763,0.00386150716757924,0,0.12997249229953,0.0518770585024292,0.0549692924031002,0.0827434421204596,0.0313204453858256,0.0048632953577543,0.00842595775013496,0.00669166668088224,0.000126194475514768,0,0.0439814811973471,0.344881634179533,0,0.00616871082679108,0.0024048247236832,0.0363978986167965,0,0.167982993941852,0.00608974636508059
"tita79",78000,0.021516996475405,0.00352641635085404,0,0.115079030626934,0.0553801789851917,0.0640735874376512,0.0973614807839601,0.0369071544782641,0.00621527233369988,0.00859106540180339,0.00527072450927351,0,0,0.0363501861543875,0.345320531633165,0,0.00375512274063485,0.00366686044806099,0.0321167754995968,0,0.156810723878308,0.00805789234894802
"tita80",79000,0.0279531653287715,0.0036496738740606,0,0.0868739369339451,0.0658517173116842,0.0749418004301084,0.112137073520608,0.0435296708518313,0.00842518067431374,0.00989811345194209,0.00371197081172376,0,0,0.0263799077076181,0.34578628779432,0,0.00216491387588007,0.00464788255454474,0.0286073943983862,0,0.144967138946602,0.0104741713892888
"tita81",80000,0.0348890946713958,0.00372234847761194,0,0.0663823328970805,0.0733931409153682,0.0836598982946531,0.125687613632606,0.0488224983563228,0.0105351743524684,0.0105898853875677,0.00232201299852386,0,0,0.0183876821144825,0.344437091917992,0,0.00107097949106118,0.00545416136034115,0.0260346019233229,0,0.131809006318435,0.0128024765807774
"tita82",81000,0.0444779011597999,0.00308709136119286,0,0.0522921002890916,0.0730679678557975,0.093977057563763,0.143094460823622,0.0508773440216794,0.012778671478713,0.0103189995503237,0.00110926265489504,0,0,0.0119281808616833,0.341197064042378,0,0.000113278586815774,0.00659938744634098,0.0236400897442613,0,0.115093535711889,0.0163476064769472
"tita83",82000,0.0534035742632859,0.00265419721882598,0,0.0370200467179576,0.0728207316860021,0.103124834312261,0.155699400556096,0.0512969383615839,0.0148635636120181,0.0107495288555054,0.000584811924279264,0,0,0.00717521778951025,0.337278938544634,0,0,0.00735304478499479,0.0223537310378604,0,0.104059029156999,0.0195624108450851
"tita84",83000,0.0618894050508234,0.0026485168016646,0,0.0164874666217461,0.0772279849109262,0.111992012933416,0.166663760999292,0.0534351749015406,0.0171276739714893,0.0118744835709226,0,0,0,0.00132425856702674,0.333590579206658,0,0,0.00790170820223127,0.0211004493401806,0,0.0943556595500266,0.0223808650396671
"tita85",84000,0.0665706855832191,0.00191610841211955,0,0.0160148286298327,0.0708563923202632,0.116440582406087,0.173702819403071,0.0509186483874417,0.0178402388036743,0.0113152554771045,0,0,0,0.000958054326295585,0.331249036956403,0,0,0.00844109273868933,0.0207144015420894,0,0.0886966318834659,0.0243652228897724
"tita86",85000,0.078817734,0,0,0.014778325,0.054187192,0.128078818,0.192118227,0.044334975,0.019704433,0.009852217,0,0,0,0,0.325123153,0,0,0.009852217,0.019704433,0,0.073891626,0.02955665
"tita87",86000,0.078817734,0,0,0.014778325,0.054187192,0.128078818,0.192118227,0.044334975,0.019704433,0.009852217,0,0,0,0,0.325123153,0,0,0.009852217,0.019704433,0,0.073891626,0.02955665
"tita88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita98",97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita99",98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita100",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita101",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita102",101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita103",102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita104",103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita105",104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita106",105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita107",106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita108",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita109",108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita130",129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita131",130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita132",131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita133",132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita134",133000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita135",134000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita136",135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita137",136000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita138",137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita139",138000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita140",139000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita141",140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita142",141000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita143",142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita144",143000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita145",144000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita146",145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita147",146000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita148",147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita149",148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita150",149000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tita151",150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
