"","YrBP","Abies","Acer","Alnus","Amaranthaceae","Ambrosia","Artemisia","Asteraceae","Betula","Carya","Corylus","Cupressaceae","Fagaceae","Fraxinus","Gentianaceae","Juglans","Ostrya","Picea","Pinus","Poaceae","Polemoniaceae","Polygonaceae","Populus","Pseudotsuga","Quercus","Ranunculaceae","Rosaceae","Salix","Saxifragaceae","Thalictrum","Tilia","Tsuga.heterophylla","Ulmus"
"hans63",62000,0,0,0,0.02,0.04,0.08,0,0,0,0,0,0,0.02,0,0,0,0.68,0.1,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"hans64",63000,0,0,0,0.02,0.04,0.08,0,0,0,0,0,0,0.02,0,0,0,0.68,0.1,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"hans65",64000,0,0,0,0.02,0.04,0.08,0,0,0,0,0,0,0.02,0,0,0,0.68,0.1,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"hans66",65000,0,0,0,0.02,0.04,0.08,0,0,0,0,0,0,0.02,0,0,0,0.68,0.1,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"hans67",66000,0,0,0,0.02,0.04,0.08,0,0,0,0,0,0,0.02,0,0,0,0.68,0.1,0.04,0,0,0,0,0,0,0,0.02,0,0,0,0,0
"hans68",67000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans69",68000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans70",69000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans71",70000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans72",71000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans73",72000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans74",73000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans75",74000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans76",75000,0.014492754,0.007246377,0,0.02173913,0.050724638,0.028985507,0.014492754,0,0,0.007246377,0,0,0.007246377,0,0,0,0.688405797,0.108695652,0.007246377,0,0,0.007246377,0,0,0.007246377,0,0.014492754,0,0.007246377,0,0,0.007246377
"hans77",76000,0.00983858792180095,0.00205199538270142,0,0.0176251801777251,0.037302356021327,0.0712885499680095,0.00410399076540284,0.0057345971563981,0,0.00205199538270142,0.0057345971563981,0,0.00205199538270142,0,0,0,0.653707328771327,0.122533484393365,0.00778659253909953,0,0,0.00205199538270142,0,0.0114691943127962,0.00778659253909953,0,0.0327769765473934,0,0.00205199538270142,0,0,0.00205199538270142
"hans78",77000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans79",78000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans80",79000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans81",80000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans82",81000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans83",82000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans84",83000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans85",84000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans86",85000,0.008,0,0,0.016,0.032,0.088,0,0.008,0,0,0.008,0,0,0,0,0,0.64,0.128,0.008,0,0,0,0,0.016,0.008,0,0.04,0,0,0,0,0
"hans87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans98",97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans99",98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans100",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans101",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans102",101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans103",102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans104",103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans105",104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans106",105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans107",106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans108",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans109",108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans130",129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans131",130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans132",131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans133",132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans134",133000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans135",134000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans136",135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans137",136000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans138",137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans139",138000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans140",139000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans141",140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans142",141000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans143",142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans144",143000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans145",144000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans146",145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans147",146000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans148",147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans149",148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans150",149000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hans151",150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
