"","YrBP","Abies","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Cupressaceae","Fagaceae","Pinus","Poaceae","Polygonaceae","Pseudotsuga","Quercus","Ranunculaceae","Rhamnaceae","Rosaceae","Yucca"
"bald91",90000,0.0112043574982296,0.115578347268054,0.0115606426332774,0,0.123871618064342,0.0265382369938099,0,0.0315826521992052,0.000657035096129042,0.595949416705164,0.0047921716223911,0.00636877146972406,0.0069708606079939,0.0272916098402763,0.0271172189934812,0.00483091928151969,0.00568614223516581,0
"bald92",91000,0.01071264363392,0.120886613711769,0.0104872937371527,0,0.0972332737207614,0.0239552838658967,0,0.0288638022306857,0.000932393206851867,0.635214399339611,0.00370650261802258,0.00600129935811422,0.00594162481605778,0.0226559177459303,0.0259877100914723,0.0030539254719045,0.00436731724481782,0
"bald93",92000,0.00999051654691686,0.122057662277553,0.0105544661498091,0,0.0782850933929297,0.021340432074411,0,0.0266972035739749,0.00148231841398706,0.664217282340683,0.00321771472356994,0.00611360516531489,0.00488753432198645,0.020053742352716,0.0251997832380913,0.00146771730909195,0.00443492927660242,0
"bald94",93000,0.00867462106543192,0.120315159659223,0.0132849342288851,0.000105102095859487,0.0765291610857545,0.0198733534565542,0.000105102095859487,0.0263765328771864,0.0026514902206716,0.662828217577279,0.00398638699001323,0.0059304582882146,0.00435514086810595,0.0218554653287471,0.0245090895672869,0.00150669873861007,0.00637737249095055,0.000735714704438874
"bald95",94000,0.00751069160139416,0.116638703289379,0.016852316236305,0.000303255763900738,0.083951991397922,0.0186563320933493,0.000303255763900738,0.0266743924482909,0.00416976537863743,0.647315273389148,0.00520926004774871,0.0053864311789896,0.00435725379246162,0.0256070168484155,0.0238187431026619,0.00222759392980195,0.0088949346440479,0.0021227904437405
"bald96",95000,0.00639389775970022,0.104213160363911,0.0227900958811391,0.000541902910053683,0.108783942998532,0.0182774004579635,0.000541902910053683,0.0319841876755674,0.00566261870308679,0.608061062092458,0.00666771511848889,0.00495011232832598,0.00540383742100298,0.0319399297809942,0.0236969181322818,0.00353909904089375,0.0127588970922385,0.00379332054270091
"bald97",96000,0.00508792246611095,0.0894314824891252,0.0296234034703881,0.000748223486946906,0.150395243836623,0.0193807560437509,0.000748223486946906,0.0408186887244649,0.00699766208301939,0.54556409971944,0.00806937978384105,0.00412025514781808,0.00708802599980138,0.0396277071232215,0.0238285240432874,0.0056073797920973,0.0176254586457226,0.00523756464656342
"bald98",97000,0.00409530340269141,0.0801003147018948,0.0331780223817111,0.00104451851642691,0.200951498245466,0.0217896866115301,0.00104451851642691,0.0482765221998957,0.00740119113205234,0.479087191693977,0.00812234667786265,0.00309465715906347,0.00874007444376627,0.0455974405839304,0.0227064347540908,0.00848538144789195,0.0201498072227629,0.00613509104739687
"bald99",98000,0.00350945006905231,0.0745256582948282,0.0342825699617564,0.00115646341488935,0.243821690742206,0.0243835453291189,0.00115646341488935,0.0548077871493818,0.00680741991424701,0.42762273563355,0.0071718606760488,0.00232065850619954,0.0101230287197682,0.0489545722622581,0.0218073182277465,0.0107496146058397,0.0211609267205239,0.00563823697444617
"bald100",99000,0.00291266741721957,0.071127833273476,0.0357438316501394,0.00107543607557874,0.28219857492953,0.028161494607214,0.00107543607557874,0.0598630431454413,0.00582476877769062,0.381686469368374,0.0061140030048835,0.00175768168408753,0.0108673162733256,0.0519322141682632,0.0211369023240946,0.0128848091668986,0.0214636972654819,0.00417382130606489
"bald101",1e+05,0.00263199638759922,0.0739687421353666,0.0352475911226266,0.000989956721633776,0.303867290802349,0.0319403576911995,0.000989956721633776,0.0575077128439556,0.00514449728919417,0.359083673013438,0.00550575441878548,0.0017663151342115,0.0102061012351626,0.0526902944231206,0.0207928021109631,0.0143950537714925,0.0200794911577056,0.00319241348920892
"bald102",101000,0.00224442663115913,0.0768985108582953,0.0352084660241861,0.00101980707869296,0.322193115562103,0.0351559125461705,0.00101980707869296,0.0536396682432451,0.00466158906936777,0.34143930195268,0.00500642608883342,0.00197052823793084,0.00922662207632266,0.0538472956450991,0.0197027219956721,0.015993868777232,0.0181443595752432,0.00262757296572879
"bald103",102000,0.00193965414577415,0.0801089756854803,0.0362332500997125,0.000840263124676002,0.329424988424261,0.0386647230666787,0.000840263124676002,0.0502202166389206,0.00412379864087879,0.33217357021925,0.00488621384848159,0.00217387667791373,0.00843621803850637,0.0548504873995914,0.0198026776523051,0.017098564616651,0.0159483212021415,0.00223393760227621
"bald104",103000,0.00176783331695892,0.0836349847282166,0.0374210654512325,0.000648615422017945,0.32537984426227,0.0415876355362758,0.000648615422017945,0.0451529891805509,0.00390042991569337,0.335121644901754,0.00521210932104518,0.00245144938612939,0.00748177435290413,0.0552845400163136,0.0205423571562978,0.017710401812391,0.0135476125201952,0.00250609726409571
"bald105",104000,0.00156645606763536,0.0879070337263768,0.0376721788433361,0.000571921358252768,0.317723137377337,0.0436587615578169,0.000571921358252768,0.0389932939589943,0.00389363415577763,0.343603134288991,0.00578855888191864,0.00274489967533724,0.00648432505012887,0.0542733533619199,0.0219982649288682,0.0180182648993032,0.0109808541549645,0.00355000611491019
"bald106",105000,0.00131761896230649,0.0909403900359034,0.0387656419330089,0.000474722207679897,0.311837151301119,0.0454470234920705,0.000474722207679897,0.0352132612904922,0.00371200102591902,0.348337537027873,0.00612715411474459,0.00305122632207151,0.00590680914759719,0.0544619433576219,0.0226136588290303,0.0184591186339695,0.00852520666818365,0.0043348129447582
"bald107",106000,0.00123801311347624,0.0943481776712208,0.0399085232246397,0.000106583386555884,0.29864833832561,0.0476555926600852,0.000106583386555884,0.0340605793405786,0.00324372189164186,0.355837841891685,0.00672222251519369,0.00313713850508598,0.00616769362361608,0.0535892673117545,0.0254377111415722,0.0182683030737092,0.00614608201970149,0.00537762601516156
"bald108",107000,0.00102735434813697,0.0969880160497338,0.0395491342863272,0,0.289214665180186,0.0478953866033606,0,0.0333000633069437,0.00312453532891078,0.363919426453722,0.00731889729045841,0.00312453532891078,0.00624907065782156,0.0508925047218956,0.0282482358136966,0.0176773863408278,0.00517924434674665,0.00629154294232144
"bald109",108000,0,0.105100464,0.037094281,0,0.262751159,0.046367852,0,0.030911901,0.00309119,0.391035549,0.00927357,0.00309119,0.00618238,0.040185471,0.037094281,0.015455951,0.00309119,0.00927357
"bald110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald130",129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald131",130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald132",131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald133",132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald134",133000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald135",134000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald136",135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald137",136000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald138",137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald139",138000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald140",139000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald141",140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald142",141000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald143",142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald144",143000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald145",144000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald146",145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald147",146000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald148",147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald149",148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald150",149000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bald151",150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
