"","YrBP","Abies","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Caryophyllaceae","Cupressaceae","Eriogonum","Picea","Pinus","Plantago","Poaceae","Quercus","Rosaceae","Rumex","Salix","Sarcobatus.vermiculatus","Tsuga.mertensiana"
"gras25",24000,0.00833873412472151,0.00202870135598056,0.0035858792485533,0.000946845036595857,0.000826574816498651,0.335606896215244,0.0624410685557467,0.0035063590413606,0.00663746112479504,0.0031489613187744,0.00226134358154839,0.481717797640453,2.24143342230458e-05,0.070428565411503,0.0027968460557357,0.000284974578026309,0.00149629778185869,0.00138635215309671,0.00274986254232752,0.00978806488546975
"gras26",25000,0.00829519784927742,0.00191492182653977,0.00330923790723886,0.000961498983688915,0.000672275430669733,0.335466713711383,0.0624672876256524,0.00357061648946304,0.00689274756650029,0.00309169337258596,0.00233101499031122,0.479220568583129,4.00197612057154e-05,0.0731942628185147,0.00287208653463659,0.000302454186239969,0.00153269248700007,0.00143072407872545,0.00258105247489724,0.00985293315100803
"gras27",26000,0.00872440664304269,0.00176234245195853,0.00308865259121523,0.000856440976715541,0.00054244424260369,0.328358767498322,0.0592243718559822,0.00339456301156722,0.00661049884109877,0.00290236229574184,0.0023393897014236,0.492644772366314,5.72453558282209e-05,0.0716399340913692,0.00291383413920932,0.000309028142059676,0.00151484498755636,0.00140407956399081,0.00256599223791364,0.0091460288638779
"gras28",27000,0.00891738542353114,0.00173679828023325,0.00309350809311451,0.000825508765232642,0.000502608163627286,0.314113131670793,0.0534738156301792,0.00304510577075025,0.005698846959226,0.00255631419602245,0.00228380116014517,0.518272924154928,7.05174685617723e-05,0.0655843856058684,0.00301602454771582,0.000388216440583254,0.00151267401507422,0.00425245564995167,0.00269285277096789,0.00796312514858507
"gras29",28000,0.00872521703120459,0.00181891655661961,0.00319598311385541,0.000903414641303845,0.000536430435570253,0.303174553677048,0.0490275207778092,0.00282059955141286,0.00480694334514011,0.00233073235677058,0.00219008784530699,0.535480466258155,7.58729600610022e-05,0.0609594968642136,0.00325559883569452,0.000433825788653997,0.00149266310200927,0.00893183072718964,0.00281782088843474,0.00702202519065762
"gras30",29000,0.00868353593131269,0.00191385207971348,0.00339623935718224,0.000958991519077751,0.00055961622064281,0.293066917805363,0.0454093124107579,0.00256970697029516,0.00415422979665759,0.00216264890693579,0.00205839458084079,0.551977914541982,0.0001187379076311,0.056496578388722,0.00353757889821771,0.000463554955179422,0.00145285328378412,0.0116983749818192,0.00282456694205087,0.00649639449054958
"gras31",30000,0.0089101090779057,0.00203951574816172,0.00354952215919947,0.00103144315803881,0.000573689026118402,0.282420386942081,0.0421526331363182,0.00234984289209135,0.00371696925707471,0.00199022453171376,0.00193376059170625,0.568858805496605,0.000146394036903228,0.0521080166161038,0.00387830899351233,0.000474691495457961,0.0013570895351052,0.0134578196249094,0.0026951773312401,0.00635560033950568
"gras32",31000,0.00910614978307482,0.00228108244147091,0.00371574875180479,0.0011374290274298,0.000601637465818341,0.27539545662588,0.040370263077907,0.0021546497612526,0.00339567520701906,0.00183827512783599,0.00190421906788104,0.575974404272453,0.00017272856549962,0.0509156828446294,0.00430116201753566,0.000525012823043788,0.00130650798250328,0.0156834141462224,0.00258476428793652,0.00663573670762714
"gras33",32000,0.00941735032323966,0.00251777017493199,0.00385368194464793,0.00118063069601654,0.000634107600668723,0.270698090695813,0.0392645354386735,0.00199892653675396,0.00316045262988282,0.0017548471239479,0.00194036269590711,0.579690863678429,0.00020924304431813,0.0508692320858519,0.0048042451470675,0.000520525209131115,0.0012721705393711,0.0167267174026415,0.00243993435497971,0.0070463126533459
"gras34",33000,0.0100774649262053,0.00272426957567947,0.00402190873531515,0.00110696319078379,0.000663445189002152,0.266910101308388,0.038430874519743,0.0018368994551819,0.00301882815005735,0.00169026751237806,0.00202369724517378,0.584900569671717,0.000246332684353132,0.050635171387109,0.005233384622988,0.000517003595261415,0.00123138996600706,0.0148055384289277,0.0022759831924269,0.00764990658952021
"gras35",34000,0.0108385876518166,0.00296284523867073,0.00409472124630758,0.00106549646110722,0.00071597019982177,0.265636389568403,0.0381593099795109,0.0016787803364414,0.0029055868376649,0.00164217331040087,0.00217436645265591,0.5849700289721,0.000224329901064265,0.0518404260457006,0.00558883347844443,0.000522901971004806,0.00119335506787702,0.0132276736972506,0.00215785976255278,0.00840036373749836
"gras36",35000,0.0114300119562075,0.00331442629906966,0.00421910865105071,0.00103210883892465,0.000790276786736919,0.270323681079767,0.0397244842636015,0.00152351639763703,0.0029091197219161,0.0016394592422941,0.0023830304333275,0.572648375153338,0.000212807013148622,0.0568272116100488,0.00597161665817367,0.000547018251919084,0.0012253754738612,0.0118624564923024,0.00212505206114109,0.00929086349443548
"gras37",36000,0.0120690753035566,0.0035034288761869,0.00428184478288453,0.000909573140481063,0.00084063854012986,0.274108224049685,0.0407805088207592,0.00142633909193579,0.00295052429543507,0.00166871416810995,0.00257934993743495,0.565197610545617,0.000202709326724681,0.0605576823888295,0.00627436663669643,0.000518498989478082,0.00125467227786078,0.00884671724212449,0.0020685643370979,0.00996095711014027
"gras38",37000,0.0127135062539965,0.00360640715201564,0.00431120459705912,0.000784129227736226,0.000879795157406896,0.279125422108223,0.0421137309180264,0.00136890780893092,0.00307768249345427,0.00170513828938211,0.00274235413423998,0.558204710186672,0.000151206176784471,0.0634635409864224,0.00623894842851619,0.00053702114376305,0.00126921699884,0.00507796536293735,0.00211015174812466,0.0105189606711446
"gras39",38000,0.0129425233884172,0.00385500599831863,0.00419103472780488,0.000850188939512195,0.000954244198505449,0.291104060050898,0.0450893177854696,0.00130561753276596,0.00328485632091334,0.00175386176523093,0.00294294688898806,0.53329307579122,2.31853321432278e-05,0.0715773400198236,0.00614392918042553,0.000581672275454074,0.00134592426459782,0.00540033876722366,0.00227807773295278,0.0110827989116762
"gras40",39000,0.0123204495639482,0.00445901714966855,0.0043959246705589,0.000899340209998176,0.00105074235461899,0.322080910825883,0.0533397888962476,0.00119241344359302,0.00393918382053153,0.00183417060822234,0.00317031751778872,0.468906156847473,1.27917883597884e-05,0.0936007401794685,0.00626453055579882,0.000659335872529344,0.00166130133661741,0.00591909220470717,0.0026084688219303,0.0116853232742808
"gras41",40000,0.00865905122774567,0.0033413154583815,0.00405303243699422,0.000424112999421965,0.000675465241618497,0.360449676812717,0.0586344837739884,0.00193281109017341,0.00491462373641618,0.00147693264739884,0.00309535362023121,0.386595061828902,0,0.139745151840462,0.0057845183150289,0.00070614254450867,0.00241835203121387,0.00517054554971098,0.00296030672254335,0.00896306249421965
"gras42",41000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras43",42000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras44",43000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras45",44000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras46",45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras47",46000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras48",47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras49",48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras50",49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras51",50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras52",51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras53",52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras54",53000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras55",54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras56",55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras57",56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras58",57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras59",58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras60",59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras61",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras62",61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras63",62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras64",63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras65",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras66",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras67",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras68",67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras69",68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras70",69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras71",70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras72",71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras73",72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras74",73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras75",74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras76",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras77",76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras78",77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras79",78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras80",79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras81",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras82",81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras83",82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras84",83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras85",84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras86",85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras98",97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras99",98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras100",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras101",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras102",101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras103",102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras104",103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras105",104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras106",105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras107",106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras108",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras109",108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gras130",129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
