"","YrBP","Abies","Acacia","Acalypha","Alnus","Alternanthera","Amaranthaceae","Ambrosia","Apiaceae","Asteraceae","Begonia","Bignoniaceae","Brassicaceae","Brosimum","Bursera","Buxus","Byrsonima","Caesalpinia","Casearia","Cassia","Cecropia","Celtis","Connarus","Convolvulaceae","Croton","Dodonaea","Eugenia","Euphorbiaceae","Ficus","Gustavia","Hedyosmum","Hieronyma","Hymenaea","Inga","Iresine","Juglans","Lindernia","Liquidambar","Machaerium","Malpighiaceae","Mandevilla","Melastomataceae","Meliaceae","Moraceae","Myrica","Myrsine","Myrtaceae","Olacaceae","Oxalidaceae","Paullinia","Pinus","Poaceae","Portulacaceae","Protium","Psychotria","Quercus","Sapium","Schinus","Spermacoce","Spondias","Trema","Ulmus","Vitex","Vitis","Zanthoxylum"
"pete11",10000,0,0.0133228935617666,0.00284418907640457,0.0082601060913015,0.00024138300939259,0.00262344700707897,0.00330925613434856,0.000405337866494009,0.0136530978684899,0.0277809600267827,0.000621403190469284,0.000276750331178563,0.035314510980317,0.0105399883674989,0.000207034090562519,0.00486356619618771,0.0109483760290134,0.000183262478683656,0.00313930975194585,0.00199301251264201,0.0228967317311302,0.00354118910496219,0.00438799311735212,0.00425989541697572,0.000952187095548879,0.00490461512180669,5.04021828792431e-05,0.018515274420491,0.00105101402907559,0.000770092261984185,0.00115005022577437,0.00384189143012535,0.000814839531516972,0.00190165214459753,0.000540531033385131,0.00068066267815187,0.00264735358871508,0.00325777837534445,0.000924041070713768,0.000177426554294002,0.00795236199610484,0.00163506068022376,0.253855500451942,0.00420433782235574,0.000859614684339929,0.00233838700379157,0.0203676261883352,0.000453642777292034,0.00249006885290238,0.211280570542381,0.0668512347806209,0.00216391319918505,0.00396019273918298,0.000127628088670189,0.155236283809455,0.0110901306583653,0.000127469972844366,0.00100219566215684,0.0101592016687455,0.0099213135839221,0.00980891599094582,0.00327975047471252,3.10530965295763e-05,0.00301003958390138
"pete12",11000,0,0.0150250786261067,0.00267938021184626,0.00914228994156145,0.00053222229013853,0.00403543855269828,0.00435332268003171,0.000407567828723367,0.0164057923007627,0.0292871629142894,0.000664150266135845,0.000305279093887069,0.0246731741664043,0.00995197125272258,0.00027569556368697,0.00549448850819378,0.0117993804540546,0.000183396747780851,0.00308465696388024,0.00138188022313007,0.0287872545906813,0.00432028248140197,0.00503155170855949,0.00489059421535871,0.00190507989308158,0.00645541116650271,6.49528745934936e-05,0.0137648102236798,0.000996469565359288,0.000954112465025982,0.00103841879649218,0.00397722781417593,0.000937800024436678,0.00235053328462972,0.000560928586925828,0.000901983175454535,0.00297490534603099,0.00344175551931556,0.000946706931411807,0.000235159836176467,0.00781810905821288,0.00168459572144039,0.176509836190743,0.00489959961967202,0.00116540308479058,0.00225493318030947,0.0135430855251311,0.000537483619810895,0.00259725711234044,0.23991944675388,0.0791201060671821,0.00274521972491812,0.00443514343079843,0.000143027998698022,0.186674783977693,0.01185647238987,0.00012557535758677,0.00118535871232076,0.0104781453977918,0.0103037719800826,0.0104850461909394,0.00377930778743042,3.37885941648246e-05,0.00348623543667758
"pete13",12000,0,0.0162091744320992,0.00250110864267461,0.00949704290728623,0.00180031806061558,0.00725809388032479,0.00562066178958432,0.000331912390531294,0.0196966744111968,0.0279051571525153,0.00069423182585578,0.000343254974460565,0.0167131265861859,0.00916041518037838,0.000338658109865425,0.00579795353908971,0.012132591991942,0.000161491371555757,0.00310057431586567,0.000944185375388991,0.0346411629650063,0.00490221935717598,0.00554212617997135,0.0052860470786122,0.00396285523213218,0.00773979457877192,7.80637433279063e-05,0.0101357602794757,0.000974310580472147,0.00113064916250026,0.000970614277198442,0.00405198396505781,0.00107178758339859,0.00285846519129073,0.000491435997913361,0.00109841770131175,0.00326614449325062,0.00350839518529357,0.000977798494842652,0.000274558293907013,0.00780049309973106,0.00176455200862478,0.120107635775302,0.00560819534768563,0.00143145084269316,0.00213181821545453,0.0089222591860561,0.000568638037724378,0.00263261460165798,0.255864009823079,0.0895078292507574,0.00331956528752859,0.00478599207548997,0.000140237158497001,0.208490613753751,0.0127972017972405,0.000115487051738351,0.00132646136307524,0.0103369077868279,0.0105759132177576,0.0109035339855532,0.00391374176826453,3.70028188281846e-05,0.00374862843647343
"pete14",13000,0,0.0170715869783501,0.00210407284220283,0.00968310130213761,0.00344964233996725,0.0106415175862801,0.00711334409245857,0.000292226840939762,0.0222424915986466,0.0253814479149566,0.000738191726336668,0.00043171489737445,0.0103140347263079,0.00837162362564174,0.000410113376687494,0.00568411268098145,0.0122000569071044,0.00015762815485321,0.00302817504838082,0.000594622933518391,0.0395780847959687,0.00497639575562738,0.00584615868880479,0.00561408936285617,0.00635307832529067,0.00892345407369503,9.16245086757947e-05,0.00722227542986125,0.000880684018369729,0.00126357696202629,0.000876641431119521,0.00422278436866725,0.00120579934995654,0.00320756956244027,0.000458109860606177,0.00127237305369244,0.00330536050596236,0.00345009241372951,0.00103268854271142,0.000330942707981347,0.00796613389738405,0.00166917666451833,0.0745686212739035,0.00613886688253459,0.00171005629839643,0.00202150070787089,0.00539346507321477,0.000577663178505737,0.00251612698633196,0.264460346228572,0.0983024699016391,0.00381055244564241,0.00499212607007871,0.000135599965637802,0.231157118346129,0.0136995249500728,9.17220973763705e-05,0.00149260862586746,0.010141952697531,0.0106178425285679,0.0107934318470294,0.00400543294609625,4.09405306426283e-05,0.00367523048747257
"pete15",14000,0,0.0172759260806785,0.00152098973291329,0.00953483873901518,0.00526787540420174,0.014680978015721,0.00902380046080872,0.000277177866094506,0.0238200429625886,0.0214125688528682,0.00073278775117162,0.000500996564744421,0.00570797899974911,0.00693284575136571,0.000495174750939663,0.00510009354454996,0.0118133698420325,0.000161937214811168,0.00268912272895108,0.000414506661195952,0.0463046775346089,0.00428285819289833,0.00517646429063746,0.00505248875724511,0.00954811260405404,0.00905950383869044,7.69846905030154e-05,0.00502012140316976,0.000730135187094667,0.00134340587605919,0.000730451437399998,0.00435985414720279,0.00119907365856868,0.00333907554438901,0.000485451645659563,0.00126537709105498,0.00333083402242883,0.00308678734201831,0.00103969279406474,0.000427065209528228,0.00736648466107761,0.00146969748068602,0.0450196027051779,0.00750031484084432,0.00189958927915321,0.00203128552723839,0.00243482871126554,0.000535271398516422,0.00213144285183151,0.275136231296678,0.106884252130507,0.00428488205274893,0.00478241369269951,0.000130249852489515,0.244443904658815,0.0122974848594814,6.50121435766831e-05,0.00170452648695833,0.00974951055663066,0.00961699469872092,0.0100405252187024,0.00382019285418896,3.50686400121186e-05,0.0033988060844087
"pete16",15000,0,0.0166373042665039,0.00103447032784124,0.00891252543070833,0.00691806655562528,0.0184580869312574,0.0107509088876144,0.000229404994338735,0.0245515733844447,0.0160528239834315,0.000627977057443157,0.000543218703251882,0.00391123882322272,0.00530713091804776,0.000587245805030083,0.00413738394613262,0.010056632704087,0.000173030657131256,0.00221389504907814,0.000347143705475786,0.0512749415679767,0.00314186179056087,0.00410590671918371,0.00394339659342241,0.0126617404516601,0.00787026524300532,5.69168293684482e-05,0.00362953580231249,0.000574106559897756,0.00117714613483685,0.000571532280142662,0.00389584635141832,0.00109887615565942,0.00331597717916267,0.000475827989609479,0.000999775009564632,0.00316651251223608,0.00263260885553854,0.000954542468500849,0.000570307222851764,0.00613761281526373,0.00125201398939263,0.0339697326274454,0.0100023721863281,0.00191726818519766,0.00213556364049812,0,0.000442591732720914,0.0016817155385492,0.286256940310618,0.111933773449205,0.00454711364697143,0.00419015847179057,0.000112457130310608,0.255254095041484,0.00957465645330725,3.86113072216891e-05,0.00179715719391333,0.0084511290033497,0.00776182003833696,0.00881691716883674,0.00313010534311789,2.6409936946331e-05,0.00300209871951591
"pete17",16000,0,0.014712621320624,0.000666860229967246,0.00795602798261004,0.00819094608560513,0.020789249127908,0.0123998753983064,0.000184136190317408,0.0248668446021569,0.0110609783604101,0.00052025194592667,0.000561666215125814,0.00271768733217643,0.0038948596579838,0.000704637805566786,0.00300260083782544,0.00817399332764722,0.000197898291554421,0.00177574586965252,0.000307738998823406,0.0501622583369373,0.0020579268038178,0.00319288385882241,0.00288742751043261,0.0146580372263466,0.0063596251291618,3.8201328914672e-05,0.00246852960653168,0.000443052909538585,0.000994606011552422,0.000419466773403535,0.0033251482233438,0.000979238367792229,0.0031105834404094,0.00049428991662086,0.000773059849309717,0.00297372595462619,0.00215447421007418,0.000855654342388712,0.000713531551013733,0.00482739830190299,0.00106752992408473,0.0246922294593394,0.0131953493464318,0.00192744276003398,0.00228784292674229,0,0.000322520983473177,0.00131601534074875,0.297941983172073,0.112803981134527,0.00453136482997997,0.00350751807999473,9.45512459580151e-05,0.275540699181291,0.00715407105304211,1.84612983323263e-05,0.00179097608977999,0.00683388593450145,0.00580735152455174,0.00769756479721252,0.00241864903269476,2.19665742684905e-05,0.00245430573358107
"pete18",17000,0,0.0123268499598369,0.000385268111760338,0.00727594075105277,0.00757860175714927,0.0193495254324115,0.0135216970167954,0.000176049050217224,0.0231196698118889,0.0076259922038749,0.000459571237888146,0.000555572433500976,0.00179498926523125,0.00252664352614915,0.000837344776741683,0.00197791060519025,0.0064221257673946,0.000235761019067693,0.00133648630573231,0.000280743758283196,0.0453181430693827,0.00107347540342311,0.00239303756931827,0.00197886862236363,0.0143601138029864,0.00480809362159879,1.99319732038438e-05,0.00156345178157975,0.00031374570812378,0.000814441888230769,0.00028083020171378,0.00272735147459346,0.000829593581039919,0.00263235738248334,0.000560374587340973,0.000574612660045446,0.00257600775972839,0.0017399725127822,0.000709326671046722,0.000889711515170111,0.00361429886420939,0.000846712457940351,0.0170615045053383,0.0170997067829849,0.00201089369792737,0.00256236488988052,0,0.000217422942850282,0.00101995191152288,0.312387777211675,0.109294520457954,0.00435052340168443,0.00272050845930995,8.57688981336962e-05,0.307240035139926,0.00471473387919496,4.55488506467808e-06,0.00173624788931578,0.00527871561620487,0.00385556077868047,0.00607426549769436,0.00187198602321207,2.0350524779552e-05,0.00198141020270541
"pete19",18000,0,0.00952721497564701,0.000292914807764151,0.00693268243115699,0.00598475961281805,0.016704910783289,0.0142351670323135,0.000139304407820888,0.0209134916761489,0.00511582880308995,0.000410560262017196,0.000462718197796011,0.00102752933058089,0.00144632669045956,0.00098452227926941,0.00120413705067865,0.00491695989773055,0.000263894261995374,0.000942497904617466,0.000263602563147558,0.0388311769280714,0.000398780511015581,0.00168095641903723,0.00120299873800899,0.0131439971688605,0.00329573441989264,2.42473674333348e-06,0.000805981661777157,0.000221402227966657,0.000673852360882469,0.000169845692580631,0.00200569387434208,0.000622581298716886,0.00217318693528128,0.000609484960751538,0.000406364680543796,0.00231626115482041,0.00143244997987605,0.000552895258076201,0.00116111642504692,0.00246436635574128,0.000648206587701305,0.010590793859739,0.0219676013039192,0.00216641337500982,0.00306917593945359,0,0.000133453662361978,0.000841709471121198,0.327786173563558,0.101692014512988,0.00408871047195042,0.00203687586988609,8.0763874569022e-05,0.340908467488059,0.00253665642590669,0,0.00161365310401955,0.00387663910231746,0.00218623093321695,0.00472048048799372,0.00144519370513246,1.96639465107144e-05,0.00165054692705015
"pete20",19000,0,0.00699120138277827,0.000386429495388812,0.0071439623889205,0.00440554265495579,0.0129366277906765,0.0144622966682835,9.79689409352447e-05,0.0184306082587324,0.00381614923255562,0.000411190615627456,0.000392793370358327,0.000645579559972541,0.0010310217271631,0.00104159331480729,0.000778822201871573,0.00396482271531673,0.000268410255232185,0.000754420409235022,0.000206462481681706,0.0302045730981808,0.000218507642201628,0.00150993852781617,0.0010161675703782,0.0112749777826103,0.00232566211452095,0,0.000415753422833735,0.000226685291932002,0.000616106171277855,0.000124540248981564,0.00136948144697811,0.000503000280252735,0.00176995601521105,0.00060288374941965,0.000363289507415838,0.00206689208202585,0.00129406294117461,0.000443204547006115,0.00144743490769495,0.00188821901951964,0.000529420805914605,0.00700418666561887,0.0268527717567948,0.00248880101610077,0.00352211724457813,0,8.5662482964348e-05,0.000904885382457614,0.331035088144126,0.0887379708366935,0.00386649343393491,0.00157244961875728,6.70470747997001e-05,0.381603963877074,0.00192562644829689,0,0.00139962362161161,0.00283354332529876,0.00138010567967826,0.00361344211663008,0.00129769400230785,2.55825752919817e-05,0.00140628330822246
"pete21",20000,0,0.00473838654591028,0.000439211810543705,0.00779851850405821,0.00279134516729847,0.00888192889280121,0.0153950671989859,7.03442091171247e-05,0.016231442234808,0.00328505365169585,0.000472912191241907,0.00037800883822069,0.000449209695142562,0.000883270196775395,0.00111216287484483,0.000532140421490365,0.00364154870315394,0.000354659297084774,0.000628930264638199,0.000156977091538873,0.0226724921040668,0.000296700902383362,0.0016379250615511,0.00118324830418425,0.00919524779544717,0.00214226344384871,1.59524866747513e-05,0.000317460819032523,0.000277510135439146,0.000658513685121173,0.000112787372639077,0.00106591067036839,0.000450890548096939,0.00143134536149094,0.000643276800092623,0.000554225538586406,0.00186852556584325,0.00125163969551019,0.000412304907563547,0.00164506077537097,0.00178209868087676,0.000456162364670664,0.0047797061369192,0.0326130829666511,0.00307280140529572,0.00411654251834311,0,5.59210353064187e-05,0.000893061784131925,0.323320183294674,0.0763113930388299,0.00377957725852224,0.00135189297028914,0.000154051040529572,0.418802259352677,0.00215257499263793,0,0.00130137970452896,0.00238249196221569,0.00112297634995608,0.00261302595841529,0.00160923933961958,3.28897756240093e-05,0.00122228747323014
"pete22",21000,0,0.00336843648492896,0.000465130773613133,0.00887908109568753,0.00120981902170792,0.00548576484252724,0.0172530987375772,4.81253892665294e-05,0.0150663659059792,0.00324560035287916,0.000540241018755962,0.000405344411863045,0.000305940586766404,0.000835005073693459,0.00124217910534665,0.00060746705135298,0.00364650856420503,0.000470770615648376,0.000559955978723831,0.000112878100190773,0.019571729120985,0.000538561190235454,0.00181553329941262,0.00147122703292836,0.00737045303905819,0.00265722917711733,5.51219199708821e-05,0.0002626622220493,0.000323552689030574,0.000719012661097445,0.000138307090566796,0.000930392886791506,0.000428094892238566,0.00125291658368392,0.000677236952798835,0.000891376199743963,0.00165582772117074,0.00129654843070435,0.000439322473156283,0.00187202151999096,0.00184274979430192,0.000465995181103469,0.00421832124271299,0.0380718391556855,0.00373052529858929,0.00489084958717305,0,5.46974242030222e-05,0.000856100487092726,0.309359658018957,0.0690122303589839,0.00386822575822581,0.00134799611452884,0.00024913931434811,0.441624828196973,0.00272689250772629,0,0.00126043145993775,0.00237595665007782,0.00107813844181435,0.00157079464386766,0.00198624268031026,3.46696585370752e-05,0.00125887690552237
"pete23",22000,0,0.00249197328536478,0.000459834732569617,0.0100347012756153,0.000540188103107018,0.00391848519187072,0.0205242417823092,2.11256545949011e-05,0.0153071635474138,0.003489714977477,0.000544378931659246,0.000452532171159016,0.000265773732858373,0.0009734136886524,0.00144260363063862,0.000903000421012012,0.00388150136301399,0.000590192620059641,0.000628214170318997,6.34697581639296e-05,0.0188340284035291,0.00101732478731257,0.00213186474420912,0.00183760577063295,0.00651965338965832,0.00400845710743836,0.000104309628538578,0.000211349733572389,0.000408331242518585,0.000790302583224831,0.00016724612728905,0.000894230161131295,0.00043372683452686,0.00129287892564261,0.000748425738139989,0.00150208718974442,0.00152056497608047,0.00143012005146163,0.000543504340580243,0.0020225617681549,0.00199004129784955,0.000542451444243773,0.00410930487685854,0.0419720329900983,0.00435660261559179,0.00568129999434563,0,8.46062392845143e-05,0.000768706539207863,0.289368706639863,0.0677756254724999,0.00407867685957516,0.00154057288469171,0.000349928913567349,0.450744905871398,0.00379903870761582,0,0.00125685195721156,0.00265017741153555,0.0011633482228779,0.000957791983551388,0.00239069958382334,2.97349287244319e-05,0.00143781125013125
"pete24",23000,0,0.00225622254214278,0.000379658971452098,0.010995763280549,0.000474014687705527,0.0030615695688406,0.0252264118434437,1.10765509386747e-05,0.0164681637701998,0.0044267605611355,0.000510122378378667,0.000544605875162417,0.00027028598430106,0.00104377139496522,0.00180122316003722,0.00133320956947155,0.00423956185685412,0.000692943079195162,0.000805119527764559,9.328996385394e-06,0.0198376603922756,0.00179443068735262,0.00270375523222774,0.00225570969130944,0.00599720582148338,0.00599339662327892,0.000174884063025682,0.000150374786609917,0.000514722436035911,0.000832882147134783,0.000217054532780092,0.00101425830098011,0.000518641557868452,0.00142440991991188,0.000840326093642892,0.00242801584503179,0.00135152823579422,0.00160466924251547,0.000700225919516199,0.0018389981670472,0.00225669556463782,0.000702584299787722,0.00430383226881761,0.0432909485025318,0.00485364232642138,0.00609797288546618,0,0.000132273056716163,0.000664007584865709,0.26797350675272,0.0717188073563274,0.00439834851463755,0.00181326923161283,0.000447426518294933,0.448781417734669,0.00514905539948882,0,0.00129345115121458,0.00314642119176126,0.00125662140425839,0.000416155350499147,0.0027714170173084,2.19269856645581e-05,0.0017672550609029
"pete25",24000,0,0.00276696838554797,0.000265190192618617,0.0111602692171815,0.00059188651788963,0.00339150719795117,0.02963530330363,7.00029309022749e-06,0.018682115419939,0.00583340595811135,0.000446924339158719,0.000620106537841617,0.000299692621659007,0.001017320837793,0.00228922518677485,0.0019371963775792,0.00457880181992593,0.000776516450661307,0.00103167350193205,0,0.0228809474163906,0.00250000092857179,0.00324403782586992,0.00255194718903017,0.00587206275309354,0.00811112534698214,0.000261383580166292,0.000160370500012529,0.000560897788511946,0.000776902433260328,0.000260749951275253,0.00118514591867849,0.000608310197610372,0.0016891482359657,0.000915306873321673,0.00320108826555538,0.0012470238581309,0.0018255024018263,0.000824768092482797,0.0014783351514667,0.00255558234734299,0.000876383103839542,0.00471846863770179,0.041804649016118,0.00486633819994086,0.00625846165788432,0,0.000198270357005749,0.000515758263290048,0.25598222215085,0.0831366645263746,0.00459813891195766,0.00218596526147578,0.000516603384405274,0.428064753129615,0.00634107394151226,0,0.00134393150280912,0.00371134272213062,0.00137077850707416,0.000328980890938159,0.00288856493996361,2.70532751229145e-05,0.00222385612571105
"pete26",25000,0,0.00336774954918527,0.000173321593827904,0.0110160747939239,0.000680782271210763,0.00367472458672133,0.0331624441341875,3.53613521601356e-06,0.0207168847804258,0.00713009498756471,0.00038159394361265,0.000625759896692576,0.000313042147969654,0.000874832660461266,0.00274908434839869,0.002686521558104,0.00501890693662851,0.000707537220157021,0.00138926388650534,0,0.0239387270017583,0.00313030109697468,0.0037278840070674,0.00283495654640337,0.00603038759286795,0.0099292787295092,0.000351704559715345,0.000170216307444031,0.000575003311376894,0.00071076960723294,0.000295467304769881,0.00133954757789565,0.000662997286633656,0.00185990919802426,0.000930296108396146,0.00383430995756133,0.00114188274721932,0.00196269308395657,0.000884613348628886,0.00117644039260054,0.0028597412989612,0.00101664789594323,0.00465095983593647,0.038354240481494,0.00467805740144091,0.00627163904783105,0,0.000292946992379161,0.000470413449222978,0.251794582245013,0.0937795462330233,0.00466117462297418,0.00243787252872753,0.000402373939106755,0.408185690500115,0.00741204002410654,0,0.00125520384289122,0.00409542957985473,0.00147173954635439,0.000338749574144002,0.00265912982481866,3.37551272572327e-05,0.0027185247100457
"pete27",26000,0,0.0038871237535746,0.000104775747459468,0.0107294718119386,0.000910480536812296,0.00375058073580947,0.0356924669739276,2.34257033888638e-07,0.0216789545598445,0.00854957541322019,0.000322652926405166,0.000590351848654225,0.000307059736603003,0.000744796014184327,0.00317581393058607,0.00327004010567324,0.00535105732861514,0.000607082691679355,0.00169170742589681,0,0.0247369394325327,0.00361571653440195,0.00421522165606479,0.00305055722567462,0.00623618059881665,0.0113140382515734,0.000411008276946501,0.000177293659843972,0.000597968690722161,0.00064901267234701,0.000299830761093284,0.00141838961566426,0.000706246799167787,0.00194400699451969,0.000957401932847628,0.00430200108263114,0.00112569375165029,0.00207622620553883,0.000911430612440547,0.000890678985463545,0.00312790051360654,0.00103139442551989,0.00443143288807773,0.0348544125586839,0.00440198662263739,0.00609409176778868,0,0.000367941554627017,0.000464738532497483,0.251092089664159,0.101307598389841,0.00467659060046322,0.00256116584486017,0.000304976427349961,0.393227496720068,0.00809282056068263,0,0.00113203425088404,0.00435985239155685,0.00147166825220328,0.000350952223661044,0.00248969433219098,4.45854636340642e-05,0.00311450658929431
"pete28",27000,0,0.0044642186996183,5.08417074143791e-05,0.010317221176481,0.00116653893021176,0.00386058588824052,0.0375695721094013,0,0.0227714936795608,0.010167600885966,0.000288632938922876,0.000553121613751634,0.000287546576475817,0.000662169489192157,0.00360842796543268,0.00376417049045229,0.00571683519289412,0.000518004745966013,0.00183513353532549,0,0.0263425098064889,0.0039115699648,0.00457546550735686,0.00319456992683399,0.00650554128867451,0.012025577568366,0.000483664657673203,0.000194837976972549,0.000583822254891503,0.00057117452939085,0.000306311521772549,0.0014902489735634,0.000754295855179085,0.00198438364536471,0.000945192493986928,0.00445235473886536,0.00118626370634771,0.00217297406089935,0.000913512474556863,0.00067466956707451,0.00338112202095163,0.00102546715088627,0.00426088604401569,0.0323193382327163,0.00413824297754771,0.00588762216341961,0,0.000418759444695425,0.000498142667320261,0.252626824442107,0.105033826906609,0.00468494156417255,0.0027103088216732,0.000214363299466667,0.380144979733966,0.0084021195582902,0,0.000991131271613072,0.00467904445376732,0.00152121804397386,0.000348434260564706,0.00237385940406274,6.12664135320261e-05,0.00340704519151373
"pete29",28000,0,0.00521282644247469,2.37153757890332e-05,0.00957672067006498,0.00148102530529626,0.00416846420350371,0.0383102896907048,0,0.0240540637686956,0.0118070112020041,0.000304428266056752,0.000536975295420992,0.00025858235986306,0.000601988282133848,0.00391966361309766,0.0043667326717622,0.00620387816672285,0.00044973795767411,0.00196991020028946,0,0.0288493434529893,0.00381394563480697,0.00485322654358718,0.00328893788243842,0.00698307237389419,0.0124103868863908,0.000552797576438859,0.000255041695058298,0.000588225068022506,0.000491962603361892,0.000300681840443835,0.00155201450117992,0.000773481439126745,0.00200907961138881,0.00092520732243121,0.00417845300135429,0.00125491027968102,0.00226904981674668,0.000881868274316171,0.000597545555711844,0.00360953974583542,0.00102619303793753,0.0043218684369471,0.0302845931220371,0.00384282202993967,0.00579378935357986,0,0.000471522810283296,0.000531095964003813,0.253892626919109,0.109360583113731,0.00466696706443044,0.00288183626584751,0.000119161503452565,0.366646400294904,0.00855157868504935,0,0.00083721706314009,0.00497997078212222,0.00164666733845018,0.000361763686432698,0.00228788406883043,8.47993250526022e-05,0.00372587471097846
"pete30",29000,0,0.00594626650048016,6.3522946894035e-06,0.00880127568853235,0.0018499943208514,0.00466466987247572,0.0382006352168345,0,0.0251110950303188,0.0134189490167782,0.000378769296658069,0.000499857926528288,0.000246706678078527,0.000555761956264062,0.00414156191680157,0.00482128043799731,0.00679933967486144,0.000346342911835318,0.00211590687550074,0,0.0323136660005419,0.00354939001275174,0.00523145740396751,0.00342341246882374,0.00759008584731521,0.0125002141822011,0.000587351647972343,0.000317076105992427,0.000664734346183395,0.000479939190116885,0.000265873106836141,0.00163872355041706,0.000804188742344839,0.00188675425031554,0.000935051967246063,0.00382410811822971,0.00138160400956209,0.00234079633449487,0.000860312090469462,0.000534711913515887,0.00407455144361521,0.00101564339832218,0.00436646960889398,0.0277006359724661,0.0037054311229696,0.00563772394391703,0,0.000552904423077978,0.000574704928387203,0.255667211718858,0.110626658084344,0.00478147598830461,0.00301416481310706,6.68749924545904e-07,0.356078788522444,0.00852267763797124,0,0.000734154056480821,0.00529194397645832,0.00179809376179142,0.00038909231428689,0.00225706465813807,0.000101710740897492,0.00407401322810459
"pete31",30000,0,0.00634306613602709,2.25488009361581e-05,0.00807313828334175,0.00226693385225909,0.00533416592363918,0.0365520503253899,3.14428004388735e-05,0.0253286590935921,0.0151583659712917,0.000482754504065105,0.000483103947824577,0.000265086145878063,0.000666911793145365,0.00432687758230456,0.00478060046915256,0.00722411335627684,0.000297550184161089,0.00194850098236613,0,0.03696739704695,0.0030916402173134,0.00526847062837838,0.00336713921243527,0.0072453585732745,0.0122253953446025,0.000528782022661973,0.000397567997071546,0.000777339252210154,0.000556134970999621,0.000210115062815736,0.0016711958933206,0.000821712662075335,0.00172792923763103,0.00102007979529237,0.00323742455137819,0.00156228804419519,0.00236309406159226,0.000832832894820346,0.000555742509479982,0.00455886082407963,0.000922492574553233,0.00490006403610445,0.0252863012028211,0.00359919821271154,0.005343881109671,0,0.000596072446111708,0.000622324025487813,0.258271147881638,0.106494591981087,0.00488644366543793,0.0031229791090711,0,0.353644552301457,0.00821397454162983,0,0.000729606035023049,0.00575859868843932,0.00188617811760388,0.000424148093386903,0.00244564109192662,0.000133733626318199,0.00414570017869885
"pete32",31000,0,0.00621702186210228,5.5955913992826e-05,0.00739235530719276,0.00220361596310145,0.00523897482162568,0.0354975863434652,8.50526195915666e-05,0.0253010261386133,0.0163216230537153,0.000600925905834891,0.000534712419579043,0.00033171014029501,0.000801608956160046,0.00454097086673584,0.0046590811081642,0.00821989392885959,0.000262377769457837,0.00177586810261823,0,0.0359533866003328,0.00256856288928645,0.00505408070342508,0.00340717577229344,0.00636144815022407,0.0120733460344387,0.000477149819407297,0.000494202871083163,0.000970577241938225,0.000641355121993327,0.000175055083753008,0.00159374142090292,0.000985609487722845,0.00160814479909297,0.00115332551514853,0.00261809723217017,0.00157370192821554,0.00240248993754528,0.000815249188920594,0.00060859115494709,0.00517460307222277,0.000902603875555714,0.00565631387899063,0.0232470354317623,0.00368264120808995,0.00527765356168096,0,0.000716875174196953,0.000621806846394676,0.260621491409408,0.0955951454952904,0.00504200428799657,0.00313224437648153,0,0.364034005429732,0.00804633881097206,0,0.000823066455985616,0.00630123487445547,0.00195807154033795,0.000471415874473357,0.00269117689411681,0.000215644339296736,0.0042129746834775
"pete33",32000,0,0.00572681865518845,9.35140450120594e-05,0.00677607961239454,0.00201708673361811,0.00479242269662628,0.0339200745951917,0.000145615024380321,0.0244286282998382,0.0164995257178198,0.000718485395693488,0.000649636117823691,0.000406453045980686,0.000911898829802691,0.00469915708044441,0.00440787027273608,0.00969550490461938,0.000215469996619495,0.00184080371012892,0,0.0321579351551836,0.00189403784381871,0.00485932346274179,0.00360490444105425,0.00521167539978109,0.0122997983318998,0.000420475611532464,0.000611781488420074,0.00127302068339484,0.000738730972055134,0.000132885113958872,0.00147202039284573,0.00118960094475925,0.00147350809738568,0.00132749926711805,0.00219730261640465,0.00154348946937688,0.00236976907432269,0.000810566563527349,0.000715160465318339,0.005709962227879,0.000916919759470743,0.00620684893262236,0.020543787054369,0.00351941897716948,0.00527964826675965,0,0.000866645157944188,0.000604885521014345,0.265879071414097,0.0851229125864644,0.00499010347348386,0.00289608014183593,0,0.377165965376234,0.00823330178916882,0,0.000962987230755819,0.00670191541934734,0.00187944466363487,0.000549238461230736,0.00281961333478627,0.000332484719873304,0.00457023475261287
"pete34",33000,0,0.00530897042945512,0.000130024041169439,0.00658056646724773,0.00175087218966032,0.00394135018228907,0.0322095425642992,0.00020478146729754,0.0231359653034266,0.0158340315308895,0.000709477451120629,0.000721258391463293,0.0006167996231796,0.00107214022203407,0.00471222067848391,0.00423985694221536,0.0114347970106584,0.000150989301534017,0.00191822548886343,0,0.0282101996604642,0.0015380484565395,0.00449740534246439,0.0038537665333599,0.00424535809387389,0.0126763876275824,0.000367978579549756,0.000600341538469967,0.00148961488398247,0.00086267194775376,9.3901958252814e-05,0.00136625940351629,0.00140820708150214,0.0014089938100508,0.00147727222962446,0.00217303459992031,0.00161253748436099,0.00225132357649168,0.000815527123946608,0.000838092213337982,0.00595125501605738,0.00093089476790517,0.00613595670495069,0.0181162874109672,0.0032842534632832,0.00518727511805957,0,0.0010008740877179,0.000603858355284391,0.274290571593356,0.0796369677501843,0.00465985951886642,0.00271688489182189,0,0.384109945033559,0.00837803854352027,0,0.00103013397584421,0.00715170108600458,0.00161858692139655,0.000616085194411794,0.00275761799608527,0.000469174938250822,0.00489498539962148
