"","YrBP","Abies","Acer","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Caprifoliaceae","Carya","Caryophyllaceae","Castanea","Cupressaceae","Ericaceae","Fagaceae","Fraxinus","Ilex","Ostrya","Picea","Pinus","Platanus","Poaceae","Quercus","Rosaceae","Salix","Sanguisorba","Thalictrum","Tsuga.heterophylla","Ulmus"
"cran25",24000,0.00832424445855359,0,0.00307702111168597,0,0.00690932998909009,0,0.00214796063333708,0.00185644823866832,0.0171122638024969,0,0.00122057287301766,0.0111097530022495,0,0,0,0,0,0,0,0.366847454197166,0.425373735185356,0,0.148990964235182,0.00693308098054212,0,0,9.71707982229221e-05,0,0,0
"cran26",25000,0.00838012079623138,0,0.00314616900788782,0,0.00641973873948291,0,0.00118578695113935,0.00118578695113935,0.0168876418032428,0,0.00196038205674847,0.011526289525745,0,0,0,0,0,0,0,0.361321123647897,0.442519166863606,0,0.136440478896472,0.00902731462138475,0,0,0,0,0,0
"cran27",26000,0.00820463920872695,0,0.00397933219973009,0,0.00480358470692758,0,0.00177161004116059,0.000578277697930724,0.0132541983108412,0,0.0028043883731444,0.010990638752924,0,0,0,0,0,0,0,0.352901735429825,0.480695972212663,0,0.107026460523504,0.0129891627372919,0,0,0,0,0,0
"cran28",27000,0.0078279653844264,0,0.00472429765327921,0,0.00292323733433027,0,0.00279739260531938,0,0.00876971171651357,0,0.00341581664323862,0.00993530053257851,0,0,0,0,0,0,0,0.343309848953429,0.523764083709143,0,0.0760716878247169,0.0162802278113651,0,0,0,0.000180430396816919,0,0
"cran29",28000,0.00666241568477477,0,0.00455818502720721,0,0.00188511115711712,0.000338870983783784,0.00435531995414414,0,0.00531646233603604,0,0.00282895590864865,0.00776214207315315,0,0,0,0,0,0,0,0.336930496618559,0.54975310183,0,0.0639377962168469,0.0147742813172973,0,0,0,0.000896861468018018,0,0
"cran30",29000,0.00666523193841216,0,0.00385864169037977,0,0.00116969571666539,0.00063793259876213,0.00545003449919768,0,0.00359983426774662,0,0.00222566460242989,0.00507187995812638,0,0,0,0,0,0,0,0.326661657897914,0.568361755443876,0,0.0626736593384274,0.0114399325759914,0,0,0,0.00218408003568427,0,0
"cran31",30000,0.00675099464160987,0,0.00327168022083739,0,0.000839713074975657,0.000839713074975657,0.00612172356319377,0,0.00292564933281402,0,0.00174722081480039,0.00323508647114573,0,0,0,0,0,0,0,0.320245234941253,0.577844947410191,0,0.0643136536776371,0.0087915788784161,0,0,0,0.00307280444186952,0,0
"cran32",31000,0.00693952290229306,0,0.00235179909758843,0,0.00103827314807134,0.00103827314807134,0.00569197600871008,0,0.00378656016898738,0,0.00146380284718848,0.00238528797108491,0,0,0,0,0,0,0,0.313256827499082,0.579122678336553,0,0.0730878260761984,0.00592119009480358,0,0,0,0.0039159832569177,0,0
"cran33",32000,0.00721559101255328,0,0.00150082415893034,0,0.00129094949027851,0.00129094949027851,0.00513153922747708,0,0.00483108098160799,0,0.00131332192748292,0.0015938649114264,0,0,0,0,0,0,0,0.305962488305132,0.580046646992235,0,0.0816870991380861,0.00337911030711742,0,0,0,0.0047565345756408,0,0
"cran34",33000,0.00853232330889007,0,0.00103325637370242,0,0.00127590578120841,0.00127590578120841,0.00442897913953953,0,0.00575806496486558,0,0.00160312670122438,0.00108656046213734,0,0,0,0,0,0,0,0.297359092220522,0.580639587927336,0,0.0893719653335108,0.00206651289619377,0,0,0,0.00556871964579452,0,0
"cran35",34000,0.00886136693794102,0,0.000776491114890537,0,0.00131962692961824,0.00131962692961824,0.00394229677121404,0,0.00614684820227972,0,0.00175379717152162,0.0010696875,0,0,0,0,0,0,0,0.293320997286231,0.581550532115976,0,0.0924888384767505,0.0015529823415958,0,0,0,0.00589690877266148,0,0
"cran36",35000,0.00958284381065089,0,0.000230894446886447,0,0.0014088475739645,0.0014088475739645,0.00296092507030149,5.90374246266554e-05,0.00691900704818259,0,0.0020506559501268,0.0010902885693153,0,0,0,0,0,0,0,0.285722804767258,0.583051273658214,0,0.0985113751420118,0.000461788927021696,0,0,0,0.00654141061890673,0,0
"cran37",36000,0.012669596788153,0,0,0,0.0011132957795146,0.0011132957795146,0.00373735445187166,0.00204501391197038,0.0062268539753188,0,0.0020001312081448,0.00262405867235705,0,0,0,0,0,0,0,0.307600699510901,0.568621531511724,0,0.0865555660974907,0,0,0,0,0.00569260295619087,0,0
"cran38",37000,0.0180748260608588,0,0,0,0.000255078183503244,0.000255078183503244,0.00626887726907631,0.00601379908557306,0.00353377078405931,0,0.00151180720852641,0.00601379908557306,0,0,0,0,0,0,0,0.359309706756874,0.53955857440068,0,0.0559259912700031,0,0,0,0,0.00327869260055607,0,0
"cran39",38000,0.0190487929208374,0,0,0,0,0,0.00948330966306837,0.00948330966306837,4.10872973503435e-05,0,2.05436486751717e-05,0.00948330966306837,0,0,0,0,0,0,0,0.41831333032123,0.514584477342166,0,0.0195007531831861,0,0,0,0,4.10872973503435e-05,0,0
"cran40",39000,0.019047619,0,0,0,0,0,0.00952381,0.00952381,0,0,0,0.00952381,0,0,0,0,0,0,0,0.419047619,0.514285714,0,0.019047619,0,0,0,0,0,0,0
"cran41",40000,0.019047619,0,0,0,0,0,0.00952381,0.00952381,0,0,0,0.00952381,0,0,0,0,0,0,0,0.419047619,0.514285714,0,0.019047619,0,0,0,0,0,0,0
"cran42",41000,0.019047619,0,0,0,0,0,0.00952381,0.00952381,0,0,0,0.00952381,0,0,0,0,0,0,0,0.419047619,0.514285714,0,0.019047619,0,0,0,0,0,0,0
"cran43",42000,0.019047619,0,0,0,0,0,0.00952381,0.00952381,0,0,0,0.00952381,0,0,0,0,0,0,0,0.419047619,0.514285714,0,0.019047619,0,0,0,0,0,0,0
"cran44",43000,0.019047619,0,0,0,0,0,0.00952381,0.00952381,0,0,0,0.00952381,0,0,0,0,0,0,0,0.419047619,0.514285714,0,0.019047619,0,0,0,0,0,0,0
"cran45",44000,0.019047619,0,0,0,0,0,0.00952381,0.00952381,0,0,0,0.00952381,0,0,0,0,0,0,0,0.419047619,0.514285714,0,0.019047619,0,0,0,0,0,0,0
"cran46",45000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran47",46000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran48",47000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran49",48000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran50",49000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran51",50000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran52",51000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran53",52000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran54",53000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran55",54000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran56",55000,0,0,0.021978022,0,0,0,0,0.021978022,0,0,0,0,0,0.417582418,0,0,0,0,0,0.483516484,0,0,0.043956044,0,0,0,0,0,0.010989011,0
"cran57",56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran58",57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran59",58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran60",59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran61",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran62",61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran63",62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran64",63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran65",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran66",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran67",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran68",67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran69",68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran70",69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran71",70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran72",71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran73",72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran74",73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran75",74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran76",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran77",76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran78",77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran79",78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran80",79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran81",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran82",81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran83",82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran84",83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran85",84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran86",85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cran97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
