"","YrBP","Acer","Alnus","Amaranthaceae","Ambrosia","Artemisia","Asteraceae","Betula","Corylus","Cupressaceae","Fraxinus","Moraceae","Myrica","Ostrya","Picea","Pinus","Platanus","Poaceae","Populus","Pseudotsuga","Quercus","Rumex","Salix","Tsuga.heterophylla","Ulmus"
"dark11",10000,0.0168957125074725,0.0358081523860127,0.00235866137247131,0.0157881534703162,0.0105950207434564,0.00761395990620098,0.146365018646107,0.00954906722846999,0.00937809854446371,0.00673595237181075,0.000177185094542152,0.000177185094542152,0.0369163455601519,0.00358172413136818,0.400126706573281,0.00372720910709273,0.0111989882227727,0.0141377992433325,0.0119348910031376,0.23032004662885,0.000535063890843035,0.0016078994758484,0.012567892936504,0.0119032669520271
"dark12",11000,0.0158770331115732,0.0343594456639533,0.00280450240683065,0.0139916926171474,0.00907074532233233,0.00888970486851885,0.141200722373739,0.00968969292903911,0.00969572038506459,0.00684843810785702,0,0,0.0326605855155725,0.00332574154618652,0.393631471038754,0.00380169266466112,0.0124941953358698,0.0147951589060343,0.0131980734577066,0.247855158183065,0.000748919287028845,0.00150386603008317,0.0110236031953637,0.0125338379742523
"dark13",12000,0.0154994658655293,0.0352697926290464,0.00305004392598425,0.011782979844182,0.00811021308810149,0.00891204925214348,0.13498147023692,0.00979379497637795,0.00923971283569554,0.00737623662528434,0.000276281254593176,0,0.0281960842545057,0.00259717321321085,0.384385164763605,0.00402917457672791,0.0131201201569554,0.0148786789046369,0.013465977756343,0.269029599570691,0.00082177228503937,0.00178016553700787,0.0100130621716535,0.0133909867447944
"dark14",13000,0.0159322941625775,0.0346366321790575,0.00298140182149801,0.0097619182155356,0.00764333536839182,0.0075632262421998,0.133329063919452,0.00952804631784094,0.00846809484408851,0.00877423263077493,0.000735356331821128,0,0.0251926841174891,0.00173319493806129,0.370886760428109,0.00475162312943246,0.0132448044711601,0.0147710003617258,0.0119595715623553,0.291797275910842,0.000685930026664198,0.00215029933228405,0.00986711403018239,0.013606139355893
"dark15",14000,0.016014993739587,0.0336172458465173,0.00279056304340217,0.00913097467754638,0.00842254845038502,0.00603322289411971,0.138736985819478,0.00862479543918446,0.00738086837565628,0.0102681616413196,0.00131917983251663,0,0.0227015153765313,0.00119105064044452,0.354746818761901,0.0053278651219811,0.0130427700447147,0.0141675784138082,0.00989151883356668,0.31054308295231,0.00047467651540077,0.00238691208269163,0.0100049466932972,0.0131817237627756
"dark16",15000,0.0157834901421239,0.0325690761553982,0.00252019524548673,0.0103078752204425,0.0102049905239823,0.00524475062849558,0.144928762340796,0.0076702679620354,0.00635532941584071,0.0114971476038053,0.00208899063061947,0,0.0201283052880531,0.000878563595486726,0.335111917737434,0.00573156215469027,0.0130883432369027,0.0139528867324779,0.00857464914867257,0.32565516057708,0.000304466921946903,0.00289869320274336,0.0114162307324779,0.0130883432369027
"dark17",16000,0.0155713743610503,0.0321198170314762,0.00239815805840768,0.012531993363491,0.0122157943170342,0.00470559951859956,0.148928626915587,0.00670488876864164,0.00553386961597374,0.0122077501850699,0.00270456161639455,0,0.0188367633636593,0.00109262888276384,0.324964590586517,0.00578941081871739,0.0140249896531729,0.0139393408204848,0.00742545200791113,0.327789771661757,0.000230934153846154,0.00356808782772261,0.0136659034195422,0.013049691275122
"dark18",17000,0.014539988911904,0.0334049957718972,0.002734318026209,0.0148767757943017,0.013761192066537,0.00468989437402773,0.152225908070764,0.00549928932034156,0.00489214678787623,0.0119979571138823,0.00290411047057829,0,0.0184074494251775,0.00175787410796415,0.329397221269445,0.00513266022742645,0.015523616154464,0.013143768656324,0.00684006001690903,0.316643016743406,0.000295907963983767,0.00379949761506595,0.0146719053751268,0.0128604440773588
"dark19",18000,0.0128101107111001,0.0361801056119921,0.00362804738470433,0.0170592214118764,0.01491487064445,0.00548691095936571,0.153733534507846,0.00451962204501156,0.00463101328435745,0.0109320523937066,0.00275111064139412,0,0.0178398681797985,0.00265972968855302,0.341978972095722,0.00398639397836141,0.0171208581925173,0.0121585740458375,0.00758694525272547,0.298573512748679,0.000471786289890981,0.00363898767682524,0.0146908246330525,0.0126469464145193
"dark20",19000,0.0115155985387211,0.0399081856769023,0.0053342707914628,0.0174341288946347,0.0154563911767336,0.00583804536122828,0.149291407602413,0.00419451414889489,0.0046316748840054,0.00981924820305382,0.00232617242061751,0,0.0158495495006749,0.00363092320592205,0.359049311395394,0.00297372160485912,0.0191463608097689,0.0118769684608571,0.00868217821410494,0.282327746299055,0.00066853192154547,0.00344465609962882,0.0145346879800067,0.0120657261035094
"dark21",20000,0.010839862892959,0.0436243197498056,0.00711488600518359,0.0161585774051836,0.0149543106312743,0.00572734358410367,0.141434866129503,0.004314867865054,0.00485236024984881,0.00875001153900648,0.00164530806686825,0,0.0142718497280346,0.00453398848233261,0.381658443385659,0.00213867891550756,0.0211387042249676,0.0118101891339957,0.00946097659550756,0.266587620506091,0.000875781114298056,0.00312812444103672,0.0136629085842765,0.0113160205266523
"dark22",21000,0.00968371440235026,0.0481876231518022,0.00831030175901079,0.0148486752648426,0.0148625242565114,0.00555392433482417,0.133526660965798,0.00452787071314566,0.00637287845163553,0.00815169915110059,0.00092207610926949,0,0.0126773730549855,0.00472825402534421,0.401111480869683,0.00138351534219065,0.0215253554159432,0.0119061839419451,0.0108699825260896,0.255311279588705,0.00085717220047356,0.00251942305787951,0.0119906602223099,0.0101713714580374
"dark23",22000,0.00890753993762994,0.0514865879508271,0.00918568778432613,0.0134486547523276,0.0150259990343487,0.00526852257344301,0.127155972314291,0.00505936321269095,0.00802501344336979,0.00815536641778903,0.000464821622887101,0,0.0106105928252734,0.00433624990065986,0.407533541229052,0.00118530524514146,0.0207842595162253,0.0124805479969267,0.0124687145878152,0.25568874804393,0.000683534809906897,0.00201628553819036,0.010875043434421,0.00915364837349724
"dark24",23000,0.00816456824398503,0.0529431074303155,0.00896456010532882,0.012333719370344,0.0159615760562288,0.005045502885671,0.120166648953306,0.00529565299786134,0.00959778141837462,0.00872609192666191,0.000124487935662092,0.000316397929780788,0.00868027943494921,0.00378039415389414,0.410129149285332,0.0014146082921939,0.019947119731064,0.013496191740777,0.013333266300303,0.261287689787382,0.000476702602209945,0.00179102233942256,0.00992844138050258,0.00809504047798966
"dark25",24000,0.00721516822195594,0.052956030781731,0.00717060363978247,0.0126732090278367,0.0176307518554705,0.00514464687759241,0.116038683021938,0.0048155134982026,0.0110997588222878,0.00961610435920361,0,0.000782458251267398,0.00830120512388238,0.00324420871859158,0.411916843368698,0.00162701174744216,0.0190523573232556,0.0142674596664209,0.0131584761919993,0.264924754600424,0.000289166522444465,0.00182132204682459,0.00893703653267582,0.00731723082514517
"dark26",25000,0.00619995027432528,0.0523123430540661,0.00506806351145241,0.0138027802697088,0.019116474231179,0.00519357457164418,0.116117229633789,0.00424964424644886,0.0121306699567649,0.0102648204561435,6.23401549183239e-05,0.00119204204261364,0.00877269811825284,0.00260741822558594,0.407704607938743,0.00203617429847301,0.017823222779652,0.0150341954510831,0.0129345978774858,0.270039762865767,8.2100373046875e-05,0.00209780657324219,0.00819425268137429,0.00696323157910156
"dark27",26000,0.00545962047007918,0.0498617286441723,0.00379599845046953,0.0150274545512797,0.0197952773152274,0.00502454515126128,0.120186647746916,0.00376007238538022,0.0112007431481311,0.0101086654002946,0.000220424093629166,0.00169079668274719,0.00962163554778126,0.00230999766976616,0.397545063868348,0.00296251844025041,0.0174562297123918,0.0158670797621985,0.0125359374934635,0.277218616207328,0,0.00280166918237894,0.00836256384063708,0.0071867153162401
"dark28",27000,0.00502885121117562,0.0471795896156567,0.00258163316500363,0.0159930634706096,0.0200921729361393,0.004811706091709,0.123998979499002,0.00328440427902758,0.00998605295745646,0.00975061819140058,0.000370672487753991,0.00216978184778665,0.010762781103955,0.00224804912291364,0.389953458866655,0.0037854016817852,0.017562579316582,0.0165816917586176,0.0117220357781205,0.282366939120464,0,0.00354193474773222,0.00860323374464804,0.00762436996489477
"dark29",28000,0.0051964555332229,0.0456083268430885,0.001707881240843,0.0158356910474876,0.0189400252232652,0.00418053165184981,0.128817643551905,0.00338927999374195,0.00915572180903736,0.0086762979182772,0.000531781750874287,0.00235219887299834,0.012329973103626,0.00213565121323394,0.382740260476716,0.00427602035008283,0.0171892211336278,0.0171674565485919,0.0108941958240383,0.287565603215167,0,0.00405947258337935,0.00854732227563041,0.00870298849595067
"dark30",29000,0.005652849146328,0.0450259825581631,0.00181132795536536,0.0152046495418737,0.0170701923500828,0.00342268552632063,0.134353305709093,0.00393601669538008,0.00828668628538561,0.00731128448187005,0.000687501150837475,0.00224765341008651,0.0135207539797534,0.00202606507297994,0.374323419688938,0.00461939040346034,0.0166812845424259,0.0175619054718388,0.0106907340165654,0.292592041002761,0,0.0043978018673845,0.00867152004849991,0.00990494938312166
"dark31",30000,0.00649807217666423,0.0438247925161851,0.00196242131976957,0.0155159005204828,0.0148975128434528,0.00340107270747988,0.134583417223391,0.00469367107827359,0.00698491178831382,0.00640466061905633,0.000709403392008047,0.00212939017501829,0.0139580405554133,0.00177579197814557,0.37881502180962,0.00479396036247257,0.0166089497675567,0.0178668640249634,0.00976943108577176,0.29069409221068,0,0.00462868457214704,0.00834554382104974,0.0111383935375823
"dark32",31000,0.0073953373693265,0.0435299290334004,0.00196644651839312,0.0154763919271596,0.0135004015651537,0.00390787757036969,0.129218563178898,0.00525991570937042,0.00687794126692899,0.00632098663415081,0.000555086794930454,0.00202699670150073,0.0136341429284407,0.00156858533610908,0.39435323028093,0.00431900517240117,0.0166845190360542,0.0176019322241032,0.00856634926445827,0.2837706256347,0,0.00425845460843704,0.007456175346541,0.0117511059823389
"dark33",32000,0.00854770198870256,0.0431225652385702,0.00215139718296558,0.0154913986252427,0.0123145509435128,0.00430347579779347,0.124740763396734,0.00551066450379523,0.00697915532930274,0.00616314946372463,0.000539345387378641,0.001746080309797,0.0127623288610768,0.00141238575578111,0.408445567344572,0.003649907929391,0.0169565739966461,0.0168000153718447,0.00740007422700794,0.278377128451015,0,0.00390192848234775,0.00616808733089144,0.0125157538712268
"dark34",33000,0.00951961746004163,0.0424596411219115,0.00245826173110689,0.0170200759519414,0.0117786002693456,0.00492535798913929,0.120143236170332,0.00552255188958277,0.00655906276712825,0.00644491244682777,0.000616443138655082,0.00132076699049688,0.0112709933594895,0.0012768268075844,0.421662758403204,0.00324673096280206,0.0177268112241832,0.0161687581815549,0.00665955501936827,0.271162847060729,0,0.00401050941162096,0.00505295265417685,0.0129927285662956
"dark35",34000,0.0100384538446323,0.042590296685779,0.0027561511739282,0.0190221696936215,0.0117046271330603,0.00567522995904496,0.11557286819763,0.0052797097275183,0.00661007564717672,0.00662777340754618,0.000654529212181945,0.000940299187696061,0.0104043433112583,0.00112467892967933,0.435648491269432,0.00285542736258278,0.0185663223970896,0.015944328891077,0.00619008748753921,0.260509269516208,0,0.00410300335474033,0.0039682339561694,0.0132136291849948
"dark36",35000,0.0098061996908304,0.0444579485326842,0.00306621967153548,0.0198325092795059,0.0124711386384456,0.00571100816968713,0.116732748997025,0.00431164343007844,0.00829150500919665,0.00593627667928951,0.00080370334000541,0.000630113829050582,0.0110683041795149,0.00111876033739068,0.437951124887116,0.00230473717996574,0.0189460520980074,0.0158038004863403,0.00653728429285006,0.254069665713461,0,0.00393713918077721,0.00293485100901632,0.0132772646480931
"dark37",36000,0.00935089213184079,0.047391750777452,0.00331719915396233,0.0202405583230277,0.0130863097849147,0.00549276585287847,0.120670543789179,0.00337788646481876,0.0102384206393923,0.00502923155783582,0.00100446142004264,0.000283076712686567,0.0122334799915601,0.00118339482960199,0.433250203380686,0.00193850154255508,0.0193190997285004,0.0158151638880597,0.00730621900826226,0.250090767350569,0,0.00393076705348259,0.00218418323925018,0.0132651223593639
"dark38",37000,0.00838961769998176,0.0547452850838045,0.00329747064481123,0.0205762291176363,0.0124530182762174,0.00621057354313332,0.123047681802754,0.00301830353547328,0.0131594703721503,0.00415973065393033,0.000932416401240197,0,0.0146480646477293,0.00120343028962247,0.431434760242659,0.00187085475150465,0.020713718774576,0.0165061342675543,0.00810375621055991,0.237310871385191,0,0.00396489471694328,0.00159984086312238,0.0126538757724786
"dark39",38000,0.00716442218657669,0.062009337427412,0.00309619543051249,0.0202147160773299,0.0117990431713478,0.00695413400273573,0.124888211531005,0.00285995390935619,0.0160836907806858,0.00335397048613897,0.000714256269925223,0,0.0175169966192778,0.00121790010541674,0.429687944539577,0.00189722498677731,0.021803273945103,0.0174371812308955,0.00878526660632865,0.225500973063104,0,0.00377552001331388,0.00139358115128579,0.0118462057925406
"dark40",39000,0.00624532314952532,0.069454439102947,0.0029439124882318,0.0189884444305775,0.0109133411007714,0.00776130956269779,0.127265731869956,0.00273427022943038,0.0190492423729233,0.00276341716287579,0.000537993498417721,0,0.0195661608489913,0.00133644863093354,0.424592399564775,0.00189055510235364,0.0232622576004747,0.0175735530029668,0.00928880710136471,0.218248966378758,0,0.00349801873477057,0.00109209996983782,0.0109933074095134
"dark41",40000,0.00614570205148691,0.0759867470160897,0.0027731387129383,0.0171587957924989,0.00905292125066578,0.00898638975787839,0.127467094159898,0.00327572511762095,0.0208228919080115,0.00303436468608522,0.000338198652463382,0,0.019681150322348,0.0015171820412783,0.419883359498336,0.00209674126664447,0.0253744387767421,0.016743624319352,0.00914033572003995,0.216095810410786,0,0.00335269779693742,0.000917757877829561,0.0101549319601642
"dark42",41000,0.00601875563108565,0.0833419518301224,0.00255157582413434,0.0153226117615204,0.00685483073561572,0.0104392703512106,0.12715119357446,0.00398651226633689,0.0226851728137204,0.00338185017196043,8.53296349908878e-05,0,0.0198834088056496,0.00169092475344962,0.415923747011065,0.00238091651848477,0.0277579477747982,0.015982226803697,0.00894938159060141,0.212390131564957,0,0.00324156755350169,0.000775321400026035,0.00920537056690966
"dark43",42000,0.00610035002403846,0.0864593099879808,0.00248231614182692,0.0141799441057692,0.00584881362740385,0.0110649827259615,0.127271434771635,0.0042913334375,0.0234765648533654,0.00361803388221154,0,0,0.0196069945745192,0.00180901658653846,0.412786081112981,0.00248231614182692,0.0289036153221154,0.0153156618461538,0.00879354795432692,0.212887218442308,0,0.00315561569711539,0.000673299555288462,0.00879354795432692
"dark44",43000,0.00675552139964789,0.0898047427860916,0.00251130595510563,0.0114259048485916,0.00445729903080986,0.0117781339735916,0.128465818147007,0.00463341409330986,0.0243346654128521,0.00424421544454225,0,0,0.0177922275994718,0.00212210730633803,0.403300590275528,0.00251130595510563,0.0307009881637324,0.0131588143380282,0.00831231582658451,0.222088608373239,0,0.00290050460387324,0.000389198648767606,0.00831231582658451
"dark45",44000,0.007653061,0.094387755,0.00255102,0.007653061,0.00255102,0.012755102,0.130102041,0.005102041,0.025510204,0.005102041,0,0,0.015306122,0.00255102,0.390306122,0.00255102,0.033163265,0.010204082,0.007653061,0.234693878,0,0.00255102,0,0.007653061
"dark46",45000,0.007653061,0.094387755,0.00255102,0.007653061,0.00255102,0.012755102,0.130102041,0.005102041,0.025510204,0.005102041,0,0,0.015306122,0.00255102,0.390306122,0.00255102,0.033163265,0.010204082,0.007653061,0.234693878,0,0.00255102,0,0.007653061
"dark47",46000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark48",47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark49",48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark50",49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark51",50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark52",51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark53",52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark54",53000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark55",54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark56",55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark57",56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark58",57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark59",58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark60",59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark61",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark62",61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark63",62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark64",63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark65",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark66",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark67",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark68",67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark69",68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark70",69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark71",70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark72",71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark73",72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark74",73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark75",74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark76",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark77",76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark78",77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark79",78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark80",79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark81",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark82",81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark83",82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark84",83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark85",84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark86",85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dark96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
