"","YrBP","Abies","Acer","Alnus","Amaranthaceae","Artemisia","Asteraceae","Corylus","Cupressaceae","Fraxinus","Liquidambar","Lysichiton","Myrica","Picea","Pinus","Poaceae","Polygonaceae","Populus","Pseudotsuga","Quercus","Ranunculaceae","Rosaceae","Salix","Sambucus","Spiraea","Taxus.brevifolia","Tsuga.heterophylla","Tsuga.mertensiana"
"litt11",10000,0.0903429854417036,0.00470799170993165,0.439608498706748,0.00112727860090834,0.00444609260491573,0.0010119138487655,0.0189098882742392,0.0188207911673531,6.09472832335196e-05,0,0,0.00345721773337489,0.0270322913190106,0.0920259858885055,0.00690371465834762,0.0011553018847875,0.00178143820112652,0.200647190685509,0.0066714673039829,0.000314230104548389,0.00312667716472605,0.0116130351860988,0.00433858806360621,0.00740488783587506,0.000239296472360131,0.044925708217913,0.00932658187695082
"litt12",11000,0.116412555763824,0.00363657498320896,0.396495832489143,0.000615016738783492,0.00578478884942007,0.00189131788489031,0.0103897468103983,0.0131575949275535,0,0,0,0.00263622502540011,0.0536957852243077,0.12127704578302,0.00879587704915932,0.00163997955484625,0.00135348525411347,0.161866999329729,0.0051515265172406,0.000472848976870167,0.0034174723490829,0.0123175288762588,0.00383822883672001,0.0066665481788797,0.000242309699514476,0.0519205480716373,0.0163241629461653
"litt13",12000,0.143724105682837,0.00287216820459054,0.348495738857463,0.000234031606343714,0.00779530594668974,0.00350060750899654,0.00590574082318339,0.0101201191705882,0,0,0,0.00182867148627451,0.085566765242376,0.142832334084775,0.0134264863191465,0.0022433349910496,0.00104240421538639,0.120005432663922,0.00364457723513264,0.000728500988442907,0.00332789138588235,0.0109685619475202,0.0030286610011534,0.00582314394292964,0.000321211716539792,0.0591148716867589,0.0234493332360554
"litt14",13000,0.167927624590452,0.00209451428669049,0.280739361735476,2.87136614429903e-05,0.0109636281803979,0.00574355611356063,0.0031009287815473,0.00791728886403149,0,0,0,0.000996412781426571,0.124934333271478,0.167829674482277,0.020210380191457,0.00259913080175786,0.000851568014125658,0.0836808390465302,0.00251903394820592,0.00107973856302217,0.0028979017664075,0.00974328781457961,0.00218422035640122,0.00460652397875115,0.000347161783165113,0.0660773921792389,0.0309267847512677
"litt15",14000,0.181233777887757,0.00135685422596278,0.207960064529,0.0001308539739802,0.0147986719100192,0.00866692704268388,0.00132917011828124,0.00729573213810709,0,0,0,0.000274455103016638,0.169605681864122,0.199044868588478,0.029164250647411,0.00302379508381278,0.000811489766806614,0.0525974474810035,0.00184693443038926,0.00149930202272845,0.00236215668488571,0.00842341890190743,0.00156869556880734,0.00349190101332089,0.000291108279894262,0.0653899599067278,0.0378324828259213
"litt16",15000,0.1853754710792,0.000923547903447479,0.142262594383409,0.00032541281515274,0.0193158641359358,0.0122319951433562,0.000555455493705607,0.00845245069948605,0,0,0,0,0.208395384284691,0.231197443041029,0.0396764898602818,0.0033606350493157,0.00111944697730554,0.0302681673390888,0.00129301894502512,0.00192833264205694,0.00186127575980251,0.006662950810533,0.00115946031567246,0.00246303955968124,0.000233529193509268,0.0608987895583242,0.0400392449674597
"litt17",16000,0.176897329230694,0.000636521021198519,0.0860920599808329,0.000573099290324694,0.0245977100587464,0.0163722276551555,0.000379777682382622,0.011078378417352,0,0,0,0,0.23074409461538,0.275976722573343,0.0530165387303496,0.00323546232181121,0.0015792192458635,0.014029495739327,0.00144193967969595,0.00238270378988238,0.00124174094793749,0.00528345034002818,0.00113677917561679,0.00176583376232758,0.000161967041971102,0.0526137252734838,0.0387632233300023
"litt18",17000,0.158399885116197,0.000262870562863468,0.0407992841438862,0.000950508288747983,0.0291892766368139,0.0202232848116535,0.000198922697032229,0.0134124640203354,0,0,0,0,0.24521831925802,0.32491785473624,0.0649571432353956,0.00278387734956665,0.00193520191284283,0.00484163227088883,0.00178820365302217,0.00244904647157918,0.000855913240385698,0.00508125966232694,0.00135925174513188,0.00122585031073425,6.74874156004952e-05,0.0434893338294376,0.0355931286615766
"litt19",18000,0.133566890448092,3.05306213592233e-05,0.0202441320451797,0.00137551858882643,0.0319358547741015,0.0234303971403509,1.52653106796116e-05,0.0145993260239738,0,0,0,0,0.247203700604752,0.371098530343936,0.0742502724720661,0.00239626486109692,0.00240346595907852,0.000366367466019417,0.00194108248168966,0.00209896887702265,0.000763301652571964,0.00441148840964061,0.00156184461262988,0.00105527061778232,0,0.0337937338216658,0.0314577929251405
"litt20",19000,0.111114009150495,0,0.0173078051065002,0.00159629046349505,0.0320708102786152,0.0250495951873764,0,0.013934712004098,0,0,0,0,0.23866909540292,0.40762849184781,0.077769057922374,0.00190326085529911,0.00274009687154969,0,0.00159501026848799,0.00168078917136128,0.00107312222783797,0.00364490676683938,0.00149535411601507,0.00126383718888366,0,0.0307325689282148,0.028731186315968
"litt21",20000,0.0962869008500229,0,0.0190541023619367,0.00156346189808464,0.0302616650480618,0.0246045903105726,0,0.0114467473376518,0,0,0,0,0.221434351915816,0.444323528526495,0.0763723246613829,0.00148343292999035,0.00256552002149063,6.14755852766347e-05,0.00123155718447391,0.00122822273891175,0.00151486423390743,0.00324856031910786,0.00112341527627902,0.00152192366610781,0,0.0302734050005081,0.0303999503710308
"litt22",21000,0.0974637758238926,0,0.0273805038466842,0.00142295593661573,0.0294077190224314,0.0250254304468282,0,0.00876033622400576,0,0,0.000132873166177908,0,0.20467455050445,0.457515747879457,0.0654240572919175,0.00102699191634511,0.00222284691161187,0.00100835565195246,0.00077077126418686,0.000728798160570047,0.00185218362586819,0.00227101941029994,0.000700443307094716,0.00188551015336729,0,0.0371012263675979,0.0332239034989453
"litt23",22000,0.108531793912017,0,0.0340756584996145,0.00112733293032668,0.0270209559165462,0.0236138887352799,0,0.00616927415890913,0,0,0.000255019886816999,0,0.177901369434567,0.475287506296425,0.0513792163633998,0.000676799528765539,0.00179215811221933,0.00343413177541679,0.000376734948347307,0.000572024453165655,0.00186879975792618,0.0014387846680158,0.000356234969644406,0.00185323455386913,0,0.0483383977788378,0.0339306838413318
"litt24",23000,0.120743570758942,0,0.0421753952447094,0.000962709569096749,0.0250649833926262,0.0215025396020942,0,0.00480644017704254,0,0,0.000352092469136346,0,0.147637388764354,0.490110448906947,0.0386513186775485,0.000414301879537155,0.00142425021694751,0.00590093642755951,0.000201143167583264,0.000697253876501386,0.00174787223520612,0.000980974143165119,0.000103440406529104,0.00156260827009547,0,0.0630002989356769,0.0319600334889348
"litt25",24000,0.135430801388394,0,0.0537929034370856,0.00100769421352062,0.0242699254038137,0.0197565059679837,0,0.00439810717848315,0,0,0.00042032160438655,0,0.10886366283678,0.501197964023541,0.0292011197307647,0.000279252664809511,0.00119971707854985,0.00916399622105387,0.000276495117353945,0.000620232642484404,0.00148384437783968,0.000681536873700318,0,0.00135278472833209,0,0.0811102261591792,0.0254929089847373
"litt26",25000,0.142152297149541,0,0.0665804855320469,0.00112984358445298,0.0242391303335618,0.0192358715040787,6.11551930696463e-05,0.00444240905439402,0,0,0.000521217015492185,0,0.0793584733914861,0.509636404869756,0.0240370525333836,0.000242488300932273,0.00114768265632712,0.01155279488398,0.000326373699479024,0.000601594436248972,0.00124769508092268,0.000487673540341376,0,0.00114615867051686,0,0.0928556534317247,0.0189975457595969
"litt27",26000,0.140995035068731,0,0.0760754962261113,0.00128060363445445,0.0219639299129093,0.0168490308665479,0.000137535714926655,0.00487334770350336,0,0,0.000486518413529767,0,0.0567553949328921,0.52195130105683,0.0226813622834187,0.000366073352467623,0.00106479107165813,0.0137729538453877,0.000381758585165622,0.000637992053711777,0.0011335303392306,0.000594055469787126,0,0.00080397338941038,0,0.103646545426067,0.0135487712317434
"litt28",27000,0.139895387541622,0,0.0861973146904096,0.00138139668401807,0.02094204503079,0.0151834109976032,0.000210810494207664,0.00596976388882402,0,0,0.000464550231447623,0,0.0394333444104723,0.523073920315552,0.0224967278803737,0.000494476331254033,0.0010720175764066,0.0175639855898657,0.000315880679224411,0.000692875065974249,0.00112294459487447,0.000773027724211044,0,0.000547032961835111,0,0.112988716156193,0.00918037165258274
"litt29",28000,0.140925291263097,0,0.0931179382423107,0.00127126995129615,0.0200869000245634,0.0140258972905312,0.000283959058341894,0.00718063117478397,0,0,0.000451565115173122,0,0.0273378271305819,0.523626508521572,0.0221711483993595,0.000624777909480935,0.000890688608042782,0.0215187241980482,0.00023579844534413,0.000645500333947671,0.00110138800815759,0.000875311786482567,0,0.000452654350021149,0,0.117524006060457,0.005652214539519
"litt30",29000,0.138052934523871,0,0.0961289726206349,0.00103622007326007,0.0192026710706044,0.0129088907440171,0.000364363489407814,0.00837146649551282,0,0,0.000450975158180708,0,0.0244475430253358,0.526803134274084,0.022029985678083,0.000628983661538462,0.000645665645573871,0.0243002192697497,0.000162674265689866,0.000643890477808303,0.00118014197332112,0.000956191193803419,0,0.000371239733730159,0,0.116738824364255,0.004575012677442
"litt31",30000,0.140284603314915,0,0.0936238900415144,0.000761737062303987,0.0176959348331986,0.0108242704728249,0.000352616996572796,0.00992333347767467,0,0,0.000356735179152252,0,0.0237614783336351,0.523178163379094,0.0206446105784215,0.000517907101813832,0.000414627099130266,0.0281709214835268,9.22745948462608e-05,0.000557871454848201,0.00117707984134631,0.000973521603769925,0,0.000302036072197614,0,0.122024670652624,0.00436171686711501
"litt32",31000,0.152072131169739,0,0.0884220258139228,0.000445589473328147,0.0169422482097893,0.0097579045138856,0.000283057202821094,0.00968763875449041,0,0,0.000283057202821094,0,0.0253981099446606,0.500333441566857,0.0184239931206576,0.000386672284680175,0.000239442961810371,0.0320389068499476,1.28103691776883e-05,0.000402778683726279,0.00123440544535399,0.000766963798362818,0,0.000341285086357947,0,0.137327157430437,0.00520038057287826
"litt33",32000,0.163228431630014,0,0.0844537045855512,0.000172575996041424,0.0160074508873926,0.00886225274993815,0.000206056236065458,0.00857324355278691,0,0,0.000206056236065458,0,0.0273041833335101,0.476386351474464,0.0162343945868589,0.000241898588060651,5.16267020110982e-05,0.0315193112583678,0,0.000231869587071007,0.00135115834945039,0.000519634495140141,3.92811074117273e-05,0.000470427960166826,0,0.157497214442477,0.00644287676471212
"litt34",33000,0.172356883428253,0,0.0807943555880254,5.66497097781247e-05,0.0149647411711079,0.00798983148154755,0.000122342813654439,0.00738171901007173,0,0,0.000122342813654439,0,0.0283336087889025,0.450207766348088,0.0151726790491694,8.38770859627606e-05,0,0.0302085304043557,0,0.000122342813654439,0.00150376064395882,0.000386229305385216,0.000131292539933846,0.000587188920243803,0,0.18147140746107,0.00800245131709221
"litt35",34000,0.181837172353309,0,0.0736746731124921,0.000107292921350538,0.0137710454944981,0.00728748863442052,2.98372026203293e-05,0.00660066980652312,0,0,2.98372026203293e-05,0,0.0245592880520108,0.423760103693714,0.0144551784697198,0,0,0.0302742794414186,3.56673060481317e-05,2.98372026203293e-05,0.00162274846702818,0.000573495405319823,0.000235671167352755,0.00072392203439677,0,0.211526957317012,0.00886483546386162
"litt36",35000,0.186917435881532,0,0.0663677334922218,0.000200457254287994,0.0124575187438373,0.00693379581033107,0,0.00536737181112884,0,0,0,0,0.0198837960382529,0.408584939756482,0.0139375903019545,0,0,0.0326613995738732,0.000211276538492222,0,0.00176071003940965,0.000835206037534902,0.000334076759952134,0.000828832879018747,0,0.233733746054049,0.0089841136829278
"litt37",36000,0.189916016860107,0,0.0592439502243983,0.000293975664423886,0.0111635323288478,0.00651087161348072,0,0.00542431890103729,0,0,3.95935093916456e-05,0,0.0159411654691417,0.415294417135087,0.013853399381433,0,0,0.0375190592924426,0.000388173608074012,0,0.00170979759509792,0.00137323604962153,0.000432400671712924,0.000931896122271617,0,0.231114054753014,0.00885014140994834
"litt38",37000,0.187029965973294,0,0.0492259056064341,0.000396692278442007,0.00983755938744402,0.00637696557241464,0,0.00608857035671145,0,0,0.000134209061013189,0,0.0123343732014052,0.436535600267225,0.0145597289065697,0,0,0.0435701758544312,0.000578820445375735,0,0.00155903419006533,0.0020742163163236,0.000451750672911788,0.000903501159250586,0,0.21944474871671,0.00889818259258803
"litt39",38000,0.181502640619046,0,0.0395098895151685,0.000481012162098197,0.00868635631210465,0.00628014320405353,0,0.00670984747940961,0,0,0.000238582483583631,0,0.00939231666186153,0.456821525685443,0.0150613301924782,0,0,0.0508117428744352,0.000795366187013211,0,0.00141149237290761,0.00273306529304187,0.000368942365334137,0.000737884578295107,0,0.209619920523172,0.00883794188446147
"litt40",39000,0.183554662218534,0,0.034049088072209,0.000412118223601618,0.00751620082991584,0.00597903467852327,0,0.00642610599302553,0,0,0.0003637105284791,0,0.0090207774291626,0.46602065827219,0.0150778313701121,0,0,0.0587356419499233,0.000980002844655229,0,0.00110186307964849,0.00284517628423304,0.000286071680290138,0.000572143242432696,0,0.198963615736365,0.00809529778049007
"litt41",40000,0.191377527577831,0,0.0311463341610764,0.000361861724871526,0.00677116289357352,0.0061906286071172,0,0.00670025518594242,0,0,0.000558116059899431,0,0.00902552156097696,0.46170828899674,0.016400753181356,0,0,0.0632886508491463,0.0009217725136763,0,0.000814830773166823,0.00319006538592032,0.000206179788252196,0.000412359491352158,0,0.192943489537492,0.0079822019079958
"litt42",41000,0.189232346844575,0,0.0295012690790098,0.000313800521420101,0.00647374352912837,0.00673665954454492,0,0.00712567571916691,0,0,0.000770894579306255,0,0.00865311316884079,0.462711407556997,0.0182064152218352,0,0,0.0624417692718648,0.000910592438482063,0,0.000627601042840202,0.00346070034664987,9.70892104951082e-05,0.000194178380892381,0,0.194370278818411,0.00817246498903054
"litt43",42000,0.195051997546755,0,0.0287248857724277,0.000214387401966261,0.00609147338453804,0.00678458338286225,0,0.00698700661099319,0,0,0.000907497001899229,0,0.00861567915975869,0.445151521825271,0.0188030911440063,0,0,0.065221633060887,0.000881477955535694,0,0.000428774803932522,0.00340696559903921,0,0,0,0.20517815209228,0.0075508734224109
"litt44",43000,0.217732926741702,0,0.0296269721282702,0,0.00572442762280359,0.00686560377079266,0,0.00652447675204998,0,0,0.00114117564701289,0,0.00821731878426396,0.409841232044319,0.0194556356634127,0,0,0.0661659190124951,0.000682254037485357,0,0,0.00310094931003514,0,0,0,0.218874102388715,0.00604700625575947
"litt45",44000,0.238338511869789,0,0.0353067388551783,0,0.00691048418306833,0.00844344474602492,0,0.00844344474602492,0,0,0.00153295988998711,0,0.00773778480790718,0.366036580146541,0.0237973740021487,0,0,0.0520718404864633,0,0,0,0.00384456440309411,0,0,0,0.239871471759777,0.00766480079587452
"litt46",45000,0.211845103,0,0.047835991,0,0.009111617,0.011389522,0,0.011389522,0,0,0.002277904,0,0.004555809,0.430523918,0.031890661,0,0,0.009111617,0,0,0,0.004555809,0,0,0,0.214123007,0.011389522
"litt47",46000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt48",47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt49",48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt50",49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt51",50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt52",51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt53",52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt54",53000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt55",54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt56",55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt57",56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt58",57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt59",58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt60",59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt61",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt62",61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt63",62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt64",63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt65",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt66",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt67",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt68",67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt69",68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt70",69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt71",70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt72",71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt73",72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt74",73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt75",74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt76",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt77",76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt78",77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt79",78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt80",79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt81",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt82",81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt83",82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt84",83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt85",84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt86",85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"litt91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
