"","YrBP","Abies","Acer","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Carya","Caryophyllaceae","Cupressaceae","Fagaceae","Fraxinus","Juglans","Ostrya","Picea","Pinus","Poaceae","Pseudotsuga","Quercus","Salix","Tilia","Tsuga.heterophylla","Ulmus"
"kilb65",64000,0,0,0,0.00017145481543907,0.0178203497073993,0.00362796078484746,0.0680150557457442,0.0495483253896848,0.0166759032265296,0.00335159852410248,0.00382927919366257,0.0113098086947581,0,0.00986779910542727,0.00261995873613686,0.0259625527948761,0.652927805709506,0.0403740540557897,0.0358262001275072,0,0.0447038192560256,0.0041706808525198,0,0.00346890465793022,0.00572848934830609
"kilb66",65000,0,0,0,0.000885864053874293,0.0157754597179914,0.00255268570610243,0.068671099605005,0.0517949493456934,0.0152608234216827,0.00303399034610908,0.00314444714915198,0.0120992251747589,0,0.0105600118042069,0.00229355177593947,0.0290324248189225,0.647784231237363,0.0392943033965747,0.0361333094610077,0,0.0475360809233455,0.00452551533039574,0,0.0034909741494014,0.00613105340896242
"kilb67",66000,0,0.000113234250191083,0,0.0016936330836518,0.012721021867431,0.00155906791278132,0.0627576314867941,0.0529474440075584,0.0137393366517197,0.00247378254046709,0.00219134423014862,0.012169873478811,0,0.0116832052178344,0.00167165484169851,0.0299548809968577,0.653239064963991,0.0419224730970701,0.0336023401781741,0,0.0511098036872187,0.00501269912569002,0,0.00326244892305732,0.00617506033282378
"kilb68",67000,0,0.00087390415774276,0,0.00273845801171521,0.0100399603888293,0.000496027198498474,0.0533334180461183,0.0497605098418447,0.01203970571372,0.00292400960432308,0.00113726147265077,0.0117392746234634,0,0.0135428875770976,0.000971919046365811,0.028502184625691,0.666322610552347,0.0444918138622226,0.0309617226474713,0,0.0552399025264417,0.00581628674111047,0,0.00264087669771471,0.00642726767865688
"kilb69",68000,0,0.00169833615330653,4.88437218752673e-05,0.00397323719394302,0.00790270280494482,3.25624796817521e-05,0.0466225800331936,0.0446031187206776,0.0100868327433484,0.00357216626007357,0.000528612211395329,0.0111154121207973,0,0.0148151504890068,0.000512330969201814,0.0259812271296946,0.680749270450595,0.0452593256743947,0.0292141307702969,0,0.0580004546666952,0.00708577607939088,1.62812421935153e-05,0.00187262113020789,0.00630902813850629
"kilb70",69000,0,0.0023828362360645,0.000896419519112712,0.00455304279937792,0.00585811297757224,0.000597612983956782,0.0422580557577147,0.0427933991420152,0.00897986149930425,0.00393453240681018,0.000478945497176066,0.0122945554227715,0,0.0170494951613326,0.000180138962020136,0.0235672816723418,0.674220250132193,0.0488631475281984,0.0294521603508226,0,0.0600432812165834,0.0140431136868298,0.00029880653515593,0.00112729683154621,0.00612765489981174
"kilb71",70000,0,0.00329755666002063,0.00183329153188381,0.00443738947060846,0.00488769352157099,0.00122219429572018,0.0379324178761602,0.0424558115752836,0.00926928778979031,0.004946335168099,0.00061109723616363,0.0140643851310588,0,0.0200597197480234,0,0.0217859619338261,0.658515717040048,0.0521622057784462,0.0311481340893778,0,0.061960111902372,0.0213749149375215,0.00061109723616363,0.000622415236507391,0.00680226302105535
"kilb72",71000,0,0.00365196245159194,0.00306975486817739,0.00400829107992203,0.00573542906798246,0.00295215362808642,0.0431020015717186,0.0431229228448668,0.0114701934709227,0.00572493943469786,0.00135257911890838,0.0195759690601852,0,0.0231763909395711,0,0.0213009526492852,0.614119973515107,0.052005331627193,0.0373632971751137,0,0.0640529993109162,0.0338398859289311,0.000858587998700455,0.000236632528589993,0.00927975266447368
"kilb73",72000,0,0.00306759194982387,0.0046812091190824,0.00337265519168313,0.00672737520345391,0.00507261804871553,0.0544392814813128,0.0469355620984621,0.0135410961055933,0.00513370043130853,0.00227015294372369,0.026543354868975,0,0.0254766715187731,0,0.0223027910012029,0.555340785131111,0.0535280715646533,0.044654050606925,0,0.0653012804762437,0.0492761847121746,0.00120552826187817,0,0.0111300399302346
"kilb74",73000,0,0.00261079077622772,0.00564732645810822,0.00235130939246835,0.00782480210039513,0.00676866612458673,0.0691836836860737,0.0524964158625917,0.0160737324618176,0.00395265094105314,0.00312692766905895,0.0324613192394162,0,0.0281374712885251,0,0.0259381672872349,0.490642422473268,0.0559425432635271,0.0531490108063866,0,0.0670132788466253,0.0617463618733167,0.00137978619143617,0.000239173195064914,0.0133141604777034
"kilb75",74000,0,0.00257109894440148,0.00566821521070723,0.0018129521883647,0.00902419878551173,0.00826605186998367,0.0826853934690212,0.0549131157356707,0.0192157246935636,0.00328972323794792,0.00386932465618287,0.0374539581273524,0,0.0305790016575578,0,0.0294779342092464,0.4383012121515,0.0537907740602389,0.0610457179938128,0,0.0699190201912005,0.0695267213569649,0.00117302746068574,0.000547164027842227,0.016869670111197
"kilb76",75000,0,0.00262525208187087,0.00498225289059733,0.00157963843310256,0.00977575883207213,0.00893733967766865,0.0990959489066978,0.0544058309081468,0.0214066023151666,0.00221769395588472,0.00412796908903558,0.039333896432378,0,0.031805410965545,0,0.0337693046911125,0.39830738393109,0.0538018954837385,0.0670512951009499,0,0.0718984970439543,0.0745413395186765,0.000820343951054581,0.000786403863468041,0.0187299419601513
"kilb77",76000,0,0.00326903709030761,0.00392284181672109,0.0010939904334078,0.00993321681697886,0.00826104521292318,0.11440534769127,0.0532986247029558,0.021853108551899,0.0010939904334078,0.00389791164117546,0.0370045691035401,0,0.0330430296784671,0,0.0389899884785186,0.370938065930229,0.0592182886615398,0.0716313181419488,0,0.0726371737954975,0.0756163616536347,0.000578287039010139,0.00113164373534972,0.0181821596835367
"kilb78",77000,0,0.00416945021145267,0.00252387948560305,0.000776809689674751,0.00967503187363128,0.00719761537488847,0.124090638182821,0.0503902305276178,0.022738434564766,0.000776809689674751,0.00333754147092222,0.0324440169608241,0,0.0348748151646524,0.00034920076486333,0.0421299272999432,0.364828815383243,0.0638283991385352,0.0726730583236272,0,0.0721951172794225,0.0724574138677103,0.000265219933490145,0.00151870215808257,0.0167588733109741
"kilb79",78000,0,0.00454478558702749,0.00155612873221649,0.000551779438487972,0.00931586879613402,0.00684156977646048,0.134058411840292,0.0470354002920103,0.0248954407716495,0.000551779438487972,0.00276238459201031,0.0292365536455326,0,0.0366890956027491,0.0009051397104811,0.0435776056257732,0.356149204873282,0.0683686040072165,0.072015203088488,0,0.0708672481636598,0.0733799143408935,0,0.00165882571503436,0.0150390567920103
"kilb80",79000,0,0.0043023090312117,0.00121900935068225,0.00038111029185391,0.00920726106446605,0.00713878189222976,0.144227934635346,0.046561775498325,0.0266054174807582,0.00038111029185391,0.00208831707255495,0.0274981686236621,0.000228167415230002,0.0390906764076313,0.00136991226652504,0.0439158762018956,0.341396062080889,0.0730892611975652,0.0715889051428221,0,0.0671019344540404,0.0770226228143639,0,0.00155426385513522,0.0140311239815344
"kilb81",80000,0,0.00359729350808979,0.00123080865692503,0.000384741022109276,0.00975628493875476,0.00828361375425667,0.155923613126133,0.0493520219949174,0.0295269862067768,0.000325356786277001,0.00166579411732317,0.0279401093952562,0.000631473612452351,0.0435771991914443,0.00197775533672173,0.0436894528795426,0.315073613399576,0.0731762873600169,0.0734826508875053,0,0.0623606632851334,0.080807486481745,0,0.00158716978593816,0.0156496255681491
"kilb82",81000,0,0.00248126492779388,0.0029788071788707,0.00093303658093821,0.0104693396514997,0.00972876380397839,0.162608872887305,0.0554970482645469,0.0352374178475213,0.000474451734513274,0.0019035251959433,0.0308471402370585,0.000948903672566372,0.0497900811166889,0.00251822787610619,0.0419666366380296,0.277864244730676,0.066980041110267,0.0771488628981909,0,0.0595069213229697,0.0875353436332524,0,0.00144494034951836,0.0211361295446785
"kilb83",82000,0,0.00168729263445548,0.00463913091442641,0.00156612457431178,0.0112804895214338,0.0108187413800759,0.169921310684427,0.0616310298317591,0.0400818523170259,0.000677264567530475,0.00200769839323484,0.033320477025995,0.00135452942560749,0.0556519872644708,0.00261181151933479,0.0414918138124647,0.237092272934367,0.061475160722128,0.082285544141035,0,0.0572264403617502,0.0943496550054896,0,0.00111883838645354,0.0277105357106644
"kilb84",83000,0,0.00130921678562689,0.00611536068496615,0.00219310107692308,0.0121463502900726,0.0113436631264377,0.175273913119178,0.067944541487397,0.043465463403785,0.000874482274084346,0.0021595040206379,0.035172420168774,0.00174896492332164,0.0607533158167061,0.00234107996492373,0.0421962371703238,0.200077525514153,0.0559235300648503,0.088596724095848,0,0.0561613060172118,0.0986395343346929,0,0.000840885217799168,0.0347228815616282
"kilb85",84000,0,0.00109118810008137,0.00836013910469216,0.00285492511581231,0.0123893489236055,0.0110484793874876,0.175947973561703,0.0741384488060754,0.047869187771178,0.000927469469487388,0.00257777179179098,0.0356225396570835,0.00185493933685924,0.0659596008609529,0.00226436030105777,0.0423556189104963,0.169725908698309,0.0508147171828044,0.0935661829405117,0,0.0567228533721183,0.102428204413254,0,0.000650316145466052,0.0408298271731308
"kilb86",85000,0,0.00130938839356591,0.0109010385557761,0.00344682493189889,0.0118303536182369,0.00963751027052434,0.172033035001253,0.0782576184893461,0.0520019519102778,0.000828048652809693,0.00304470921046584,0.0338587796772509,0.00165609766085231,0.0697632769108001,0.0021612542563192,0.0425985639767077,0.151594802612179,0.0486486211513474,0.0963656522651974,0,0.0592345390231878,0.1055474146878,0,0.000425932931376645,0.0448545866600167
"kilb87",86000,0,0.00151487138424095,0.0122653971909036,0.00388108623334347,0.01179465067554,0.00891133637511408,0.172034101932157,0.0812379063609674,0.0540603744431092,0.000851344052631579,0.00317617006099787,0.0331227743580773,0.00170268847048981,0.0722901439221174,0.0018077271448129,0.0435804444041679,0.133685692152266,0.0472231218288713,0.0996554925139945,0,0.060376288501369,0.108067026653636,0,0.000146427880285975,0.0486149342383632
"kilb88",87000,0,0.00173070210550996,0.0138456148295428,0.00422710900304807,0.0113177503388042,0.0078563467992966,0.168895626219695,0.0833464406328253,0.0564838309521688,0.000765705463540445,0.00346140353950762,0.0316561332973036,0.00153141125556858,0.0743258070131301,0.00173070210550996,0.0437710460213365,0.124820369935053,0.0464667447688159,0.100989125515358,0,0.0622423512107855,0.109841925878312,0,0,0.050693853771864
"kilb89",88000,0,0.00212102626048565,0.016968207615011,0.00465473682030905,0.00966455946799117,0.00542250776997793,0.157569858643267,0.0853208071960265,0.0613369514397351,0.000412685122295806,0.00424205169801324,0.0277556218600442,0.000825370421633554,0.0768943032719647,0.00212102626048565,0.0426028032145695,0.126685554866667,0.046432170613245,0.099582503012362,0,0.0668170586816777,0.111483288684768,0,0,0.0510869074335541
"kilb90",89000,0,0.00257732,0.020618557,0.005154639,0.007731959,0.00257732,0.144329897,0.087628866,0.067010309,0,0.005154639,0.023195876,0,0.079896907,0.00257732,0.041237113,0.128865979,0.046391753,0.097938144,0,0.072164948,0.113402062,0,0,0.051546392
"kilb91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb98",97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb99",98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb100",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb101",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb102",101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb103",102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb104",103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb105",104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb106",105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb107",106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb108",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb109",108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb130",129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb131",130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb132",131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb133",132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb134",133000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb135",134000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb136",135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb137",136000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb138",137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb139",138000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb140",139000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb141",140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb142",141000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb143",142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb144",143000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb145",144000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb146",145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb147",146000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb148",147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb149",148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb150",149000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"kilb151",150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
