"","YrBP","Abies","Acer","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Carya","Caryophyllaceae","Cupressaceae","Fagaceae","Fraxinus","Juglans","Ostrya","Picea","Pinus","Poaceae","Pseudotsuga","Quercus","Salix","Tilia","Tsuga.heterophylla","Ulmus"
"kilb48",47000,0.0107465828053333,0.0129916717694624,0,0.000842601168602151,0.000842601168602151,0.000842601168602151,0.00348114361324731,0.00238644630649462,0.052745259224,0.00322904729815054,0,0.00449017807131183,0,0.0227895529566452,0.00636746891088172,0.0494505846246022,0.0806225130220215,0.604402572502107,0.00929336352980645,0.00999460749909677,0.0935585347675699,0.00546083839690323,0.00230911845255914,0.00160787448326882,0.0215448384315699
"kilb49",48000,0.00938397543470483,0.0110962167103594,0.00262644329785331,0.00118370008009432,0.00118370008009432,0.00118370008009432,0.00422433513099691,0.00300687699284437,0.0489028501334363,0.00419057682436168,0,0.00379968881314035,0,0.0231574824124248,0.00479398252471947,0.0538391303789234,0.125147780618556,0.5445072490718,0.0107727636866157,0.0125378590642381,0.104111786043096,0.0046933283667263,0.0013796078233046,0.00186574961440885,0.0224112173255001
"kilb50",49000,0.00709880625294371,0.0087592315718092,0.00564102558461538,0.00166042531886549,0.00166042531886549,0.00166042531886549,0.00403581267219596,0.00412671148388483,0.0440533704401375,0.00578713645406102,0,0.00412671148388483,0,0.0235147528588741,0.00391430416381607,0.0544504991274602,0.179609525515428,0.479648068525397,0.0114866283347658,0.0147100715501504,0.111795101396218,0.00477473295814353,0.000751292897980232,0.00236301459028792,0.0243719272632574
"kilb51",50000,0.00460671304679306,0.00748960493279548,0.00896829481153691,0.00189899930738201,0.00222696352375958,0.00189899930738201,0.00371340087962888,0.00526659178999597,0.0429055677711174,0.00683762648221057,0.000327964216377572,0.00690641280137152,0,0.0254317453825736,0.00346646524405002,0.0501597194218637,0.233725599848971,0.403253919522146,0.0132589576013715,0.017821473197257,0.122934144390238,0.00544387734747882,0.000303845814279952,0.00389696052698669,0.0272561545169827
"kilb52",51000,0.00310184311995269,0.00682072527293462,0.0134608663785268,0.00166219736568677,0.00247459644171313,0.00158609489905389,0.00408745368330799,0.00565724489246494,0.0451814544134989,0.0065070428321507,0.000736296626288224,0.00926262541586417,0,0.026649602234837,0.00313479061826322,0.0417396625426592,0.280858911768289,0.336203382895253,0.014472821647998,0.0204024207704004,0.133749680473729,0.0065562050877682,0,0.00629049836661598,0.0294035841649772
"kilb53",52000,0.00243348970665213,0.00622778826772083,0.0164465697296308,0.00151267272277613,0.00297496024902633,0.00109162536337436,0.00479496500257049,0.00590970026772083,0.0496173173661785,0.00596008514153295,0.00104124026032092,0.0106948540795295,0,0.0265962315201745,0.00359515324341798,0.0308568457064963,0.318228605741782,0.28896073030955,0.0164158107702913,0.0212619851285247,0.138240520131485,0.00854452444531859,0,0.00869328475338838,0.0299010422452874
"kilb54",53000,0.0023181039560093,0.00675023235300465,0.0164618516629316,0.00159049571837649,0.00390859949178287,0.000767959944804117,0.00555640565380146,0.00626978976983732,0.0559388302359728,0.00554218137093293,0.00149556818243692,0.0129250947695053,0,0.0277309362338977,0.00458163208325033,0.0225831032448539,0.339955560114957,0.248356654297311,0.0209436378051959,0.0223813447099934,0.143948396194721,0.0102356997052623,0,0.010813804439243,0.0289441205976926
"kilb55",54000,0.00291153210818874,0.00747189647397346,0.0153651517529245,0.00148425001295438,0.00463620127133548,0.000352553695140143,0.00751020320915443,0.00732403373714375,0.060987636982492,0.00469465439844547,0.0017798357903745,0.0148510967842506,0,0.0281550320945278,0.00504392159370338,0.0166636573612311,0.36212322119408,0.21946034394991,0.0259776861396718,0.0222777185826333,0.141874792010128,0.0109457926485829,0,0.0121299372226584,0.025978853488027
"kilb56",55000,0.00316367421036029,0.00637247136194587,0.0144626995561182,0.00157055628424373,0.00535739683330566,0,0.0102234948822016,0.00927610542553545,0.0623738992182467,0.00456715364195584,0.00159311792611655,0.01504797195044,0,0.026324450890005,0.00475679213647684,0.0117325698141292,0.40164494527478,0.194938110926449,0.0302721643636062,0.0203213259297692,0.129073524575793,0.0116973764487797,0,0.0123656665662461,0.0228645342402457
"kilb57",56000,0.00295217238452119,0.00474799077687975,0.0120345610950282,0.00176517462650012,0.00702352730304515,0,0.0135357344647726,0.0114157402876153,0.0581475666687076,0.00512858957351621,0.00118699775802106,0.0143881238982774,0,0.0236931400643318,0.00413917014254225,0.0102484401486652,0.452412762718263,0.175181309693526,0.033109748868724,0.0171591093599478,0.110322054582007,0.0114337441437668,0,0.0110313211574006,0.0189430227167932
"kilb58",57000,0.00240070153240288,0.00351617815148013,0.0100806996935728,0.0015216569472842,0.0092312636621033,0,0.0178798904310605,0.0139643525453818,0.0500660190350253,0.00515584751409014,0.000879044585118677,0.0147385073899902,0,0.0211643664012801,0.00327974611752156,0.00783306323948795,0.527889731490444,0.140064312955463,0.034717815974131,0.0136857984309716,0.088893869017246,0.00997037310134234,0,0.00950076201057872,0.0135660018008712
"kilb59",58000,0.00152159436859603,0.00178576737072713,0.00952043666609837,0.001075152501918,0.010730202567897,0.000539880089250703,0.0228898894936493,0.0181340605490581,0.03934921093368,0.00492630207407723,0.000806361940755264,0.0139956796491348,0,0.0177834803382491,0.00214799625044753,0.00679463062893189,0.601777589181911,0.110315466081238,0.0330906808070071,0.00990352956789703,0.0675292075063507,0.00814945058775893,0,0.0076690114811184,0.00956442074997869
"kilb60",59000,0.000765802478463842,0.000206481637100326,0.00761968197357527,0.000714182066414164,0.0128418316297014,0.00164529307909804,0.02919850213459,0.0232399473421122,0.029461234945565,0.00454557789121818,0.00114848250920462,0.0119886192238175,0,0.0140279209692592,0.00136585387245662,0.00667560152171232,0.66373807015987,0.0863204987022813,0.0307286159058399,0.00587920825499868,0.0496392825067383,0.00662561367154056,0,0.00555859593437858,0.00606510252673302
"kilb61",60000,0.000309428473295552,0,0.0053637151775717,0.000309428473295552,0.0154309002682466,0.00266397830388116,0.0369851713387429,0.0273317226351537,0.0228584923132406,0.00393536324927014,0.00191226598746351,0.0107287678800447,0,0.0119012945883565,0.00133370154894384,0.00785834414142195,0.69404885771355,0.0677015922123476,0.0291674611881333,0.00345542870333162,0.0432566135419887,0.00530593244358578,0,0.00417027330568435,0.00397126721827237
"kilb62",61000,0,0,0.00352959149123711,0,0.0172699766977663,0.00372597683221649,0.0475617934531787,0.0331871065940722,0.0184561460477663,0.00350751023805842,0.00294575444072165,0.0104446258334192,0,0.0103402611273196,0.0017037619621134,0.0112482870851375,0.70333682307732,0.0507779132880584,0.0299455467748282,0.00176479574561856,0.03944990995189,0.00428773262955326,0,0.00346855770773196,0.0030479295209622
"kilb63",62000,0,0,0.00194757808623715,0,0.0175064865939667,0.00465580758143227,0.0558716917861619,0.0399774036059998,0.0180529241710537,0.00329691887448818,0.00386955073869809,0.0102345983915768,0,0.00961330334093758,0.00231761462680705,0.0160840088673853,0.685931337916186,0.0463314309033175,0.0316767400061001,0.000973789043118576,0.0402408859185259,0.00420146637553271,0,0.00340969432823598,0.00380676932957299
"kilb64",63000,0,0,0.000463017247969182,0,0.0177913655717277,0.00463906387011138,0.0627350176796751,0.0462686408849343,0.0174015338014404,0.00318909950347542,0.00417727166166988,0.0103571935494515,0,0.00945761638916339,0.00263091678778997,0.0214572359671719,0.667850980968847,0.0432465634186417,0.0333991037053011,0.000231508623984591,0.0424349963005611,0.00413197271920275,0,0.00334350641906038,0.0047933955021355
