"","YrBP","Acer","Alnus","Amaranthaceae","Ambrosia","Apiaceae","Asteraceae","Betula","Carya","Castanea","Corylus","Cyclachaena.xanthiifolia","Ericaceae","Fabaceae","Fagaceae","Ilex","Iva","Leitneria.floridana","Liquidambar","Magnolia","Myrica","Nyssa","Onagraceae","Ostrya","Pinus","Plantago","Poaceae","Polygonaceae","Quercus","Rosaceae","Salix","Ulmus","Viburnum","Vitis"
"gosh46",45000,0,0.0132208112420121,0.00752274173303665,0.00077884610860543,0.00385886163453173,0.0219542275639282,0.000727184774838742,0.0591176348245412,0.118127028010501,0,0.00373532785729286,0,0.0327792892730136,0.0118041844755238,0.00757953984304215,0.000656636575428771,0.00293390686834342,0.0874746909167958,3.80874463723186e-05,0.00289864890844542,0.0265933830587029,0.00333642894099705,0.00556597198744937,0.367072281780939,0,0.0750337390660033,0.027482166239812,0.103584565956548,0.00493269184254213,0.00106278953707685,0.00330667040227011,0.00243019961168058,0.00439146342572129
"gosh47",46000,0,0.0120143799167458,0.00712511411735587,0.00048301382499125,0.00405615087709385,0.0211177861130557,0.000693602403720186,0.0603078860249012,0.0948560419056953,0,0.00372329407040352,0,0.0344161141424571,0.013505791580779,0.00813630109680484,0.000252303708785439,0.00225886701315066,0.0936216144887744,0,0.00245169813270664,0.0255783692049102,0.00241164050157508,0.0049297064879744,0.385357734643282,0,0.0756166593234162,0.0274913378576929,0.103656612367668,0.00415720623936197,0.00148102679893995,0.00312575077228861,0.00299938297714886,0.0041746133460173
"gosh48",47000,0,0.0108628161113556,0.00699282474368718,0.00027749382539127,0.00435944786274314,0.0191674327369868,0.00069626810780539,0.0612069069067453,0.0757332041046052,0,0.00396801897624881,0,0.0351336726903845,0.0147657814918746,0.0086985339240462,5.22248376418821e-05,0.00164669239681984,0.0994053701173559,0,0.00244727566278314,0.0264730125626781,0.00168955761223061,0.00397956780864043,0.398384965845242,0,0.0758870727060853,0.026229519160358,0.106294240242262,0.00353697658427921,0.00168978282114106,0.00281152479538977,0.00365605047292365,0.00395376499239962
"gosh49",48000,0,0.0101641173754812,0.00721529579276036,0.000208456075896205,0.00464165543697815,0.0164459535460727,0.000695811653817309,0.0614285093390331,0.0623502418382081,0,0.00444938138123094,0,0.0342994966708165,0.0161701408710564,0.00909696510149493,0.000208456075896205,0.00121701239538023,0.105018868464427,0,0.00267332284685766,0.0293101298070596,0.00126893210024499,0.00305325979266037,0.405590144574821,0,0.0747286245287236,0.0244835372261387,0.1104455870095,0.00316862556127194,0.00155073404529773,0.00213085325498725,0.00418898982880856,0.00379689761776911
"gosh50",49000,0,0.0103615685529224,0.00753741068701565,0.000485072195090246,0.00479799706989651,0.0144844352719864,0.000695424823158842,0.0608661593565322,0.0531742433881306,0,0.00419997935133243,0,0.0300198003056347,0.0180164595551222,0.00898442912829359,0.000485072195090246,0.00150977500724964,0.110367972759212,0,0.00335786411979401,0.0343941830043998,0.000604755159092046,0.00293602055462227,0.407318236920204,0,0.0720572380480476,0.0231263659847008,0.11613779659902,0.00279766715919204,0.00141185423928804,0.00131936572936353,0.00446489578351082,0.00408795746477676
"gosh51",50000,0,0.0101080148327408,0.00856439317823905,0.000796744535710551,0.00516617814467217,0.0132911768114086,0.000726940232981282,0.057611119025515,0.0500640459177037,0,0.0041004202922723,0,0.0278815015985047,0.0191008924167102,0.00938275261084388,0.000796639756457179,0.00212543031810101,0.11310437206614,2.09558506744745e-07,0.00422755193328453,0.0391293193652097,0.000418715655390568,0.00306805718880059,0.403660896765712,0,0.0711478882133222,0.0207617335133326,0.120648847611733,0.0030032430420893,0.00107544238502562,0.000891859979974903,0.00482202936557566,0.00432358437043815
"gosh52",51000,0,0.00965767022156757,0.00924839717583784,0.00133941356702703,0.00576709242383784,0.013019059626973,0.000859444859243243,0.0533010693331892,0.0506367219788108,0,0.00374867069827027,0,0.0259542273127027,0.0193295454602162,0.00944910823032433,0.00123098048551351,0.00288689643437838,0.109954966218973,0.000216866163027027,0.00477412712172973,0.0422181578577838,0.000282315709459459,0.00356316674243243,0.399920259267622,0,0.072505957060973,0.0185146451061622,0.127948145156649,0.00308187898718919,0.000768032003027027,0.000578658160918919,0.00475457949805405,0.00448994787454054
"gosh53",52000,0,0.00932683377499416,0.00950463202668769,0.00188220491322121,0.0063882115408199,0.0136294733316398,0.000984259838822705,0.0488694151805653,0.0523398461406214,0,0.00315698737479561,0,0.0236990410841509,0.0196929633411586,0.00932941001430741,0.00164802948645176,0.00398261788577435,0.105157009085903,0.000468350853538893,0.00499300075870124,0.0438151256249124,0.000142333895409951,0.00444544197237795,0.395606381791345,0,0.0742571564435879,0.0169673824013081,0.13641940970042,0.00312427057130343,0.000580645918710582,0.000376509322179397,0.00458861704613408,0.00462443939540995
"gosh54",53000,0,0.00878602406281256,0.0090490996215243,0.0023685884538241,0.00726661916543309,0.0156220549824632,0.00107226081749683,0.0442623313657398,0.0536498034945656,0,0.00219252717583517,0,0.0220168827198773,0.0202032862845903,0.00900293643008602,0.00196757305021004,0.00537187339627926,0.0976486888118957,0.000802030807228112,0.00500507082083083,0.0419024429400547,0,0.00554882198106288,0.392168029770621,0,0.0776056422318464,0.0157725179294526,0.147404516044075,0.00326365385437087,0.00061036825445089,0.000401015403614056,0.0044291960973528,0.00460614468213643
"gosh55",54000,0,0.00745421754355255,0.00825954372126365,0.00283380328765525,0.00825136380961907,0.0174076878029507,0.00127589609735767,0.0411647328908894,0.0558555356345753,0,0.00158492840343419,0,0.0244685517337668,0.0184028064857881,0.0086023322198883,0.00216546653613403,0.00533742263265816,0.084701050105193,0.00133667350304243,0.00498512312244728,0.0366218707820288,0,0.00572374829123948,0.395479227095941,0,0.0850984719138951,0.014025409634742,0.156253231233892,0.00310048310861049,0.000697208028007002,0.000668336751521213,0.00392927614170209,0.0043156018002834
"gosh56",55000,0,0.006257729663256,0.00657613861857968,0.00328888045892007,0.00926234574247796,0.0193180820857056,0.00147190228588795,0.0412326779268564,0.0587105727476446,0,0.00101725221841759,0,0.0260187498561443,0.0157719301296728,0.00747910372870023,0.00227398470448789,0.00481249451159963,0.0686803004502077,0.00202979150886435,0.00451261078593861,0.0290744740220849,0,0.00548231437888765,0.40333124885969,0,0.0923944318347685,0.0133493298567521,0.165989039034647,0.00282553886475534,0.00101489575443217,0.00101489575443217,0.00306973206037889,0.0037395519276669
"gosh57",56000,0,0.00547906718054487,0.0052180439990765,0.00352838602585809,0.0100515784340465,0.0211587825861167,0.00150028651131291,0.0413796914101893,0.0594777827271048,0,0.000533579643527782,0,0.0268042521730029,0.0148306958744036,0.00671256387009389,0.00229488933630907,0.00476761694997691,0.0591078933427736,0.00246699337909805,0.00406196557334154,0.0230064616841619,0,0.00547330063629367,0.407523150590426,0,0.096755208085424,0.0132357562782823,0.17333547715207,0.00282270233954133,0.00123349668954902,0.00123349668954902,0.00265059829675235,0.00335628198306911
"gosh58",57000,0,0.00403843898993029,0.00341677269661761,0.00372521392667183,0.0111756417800155,0.0235946159209915,0.00155177381667958,0.0425291267844049,0.0592949813710302,0,0,0,0.0310354763335915,0.0127369830374387,0.00559021280660986,0.00217344010999225,0.00372999775987606,0.0453529357356055,0.00310354763335915,0.00372521392667183,0.0127417668706429,0,0.00466010528324296,0.417855195038988,0,0.104301206662277,0.0130406406599535,0.180067952438162,0.00279510640330493,0.00155177381667958,0.00155177381667958,0.00186499887993803,0.00279510640330493
"gosh59",58000,0,0.002004008,0.002004008,0.004008016,0.012024048,0.024048096,0.002004008,0.046092184,0.062124248,0,0,0,0.04008016,0.006012024,0.004008016,0.002004008,0,0.024048096,0.004008016,0.004008016,0.002004008,0,0.002004008,0.440881764,0,0.116232465,0.012024048,0.180360721,0.002004008,0.002004008,0.002004008,0,0.002004008
"gosh60",59000,0,0.002004008,0.002004008,0.004008016,0.012024048,0.024048096,0.002004008,0.046092184,0.062124248,0,0,0,0.04008016,0.006012024,0.004008016,0.002004008,0,0.024048096,0.004008016,0.004008016,0.002004008,0,0.002004008,0.440881764,0,0.116232465,0.012024048,0.180360721,0.002004008,0.002004008,0.002004008,0,0.002004008
"gosh61",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh62",61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh63",62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh64",63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh65",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh66",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh67",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh68",67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh69",68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh70",69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh71",70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh72",71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh73",72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh74",73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh75",74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh76",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh77",76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh78",77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh79",78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh80",79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh81",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh82",81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh83",82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh84",83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh85",84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh86",85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh98",97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh99",98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh100",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh101",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh102",101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh103",102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh104",103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh105",104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh106",105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh107",106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh108",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh109",108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh130",129000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh131",130000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh132",131000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh133",132000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh134",133000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh135",134000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh136",135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh137",136000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh138",137000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh139",138000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh140",139000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh141",140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh142",141000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh143",142000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh144",143000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh145",144000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh146",145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh147",146000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh148",147000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh149",148000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh150",149000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gosh151",150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
