"","YrBP","Alnus","Amaranthaceae","Artemisia","Asteraceae","Betula","Brassicaceae","Caryophyllaceae","Ericaceae","Fabaceae","Micranthes","Phlox","Picea","Plantago","Poaceae","Polygonaceae","Potentilla","Ranunculaceae","Rhododendron","Salix","Saxifragaceae"
"hang26",25000,0.0658962783923158,0.0389369132565454,0.181636979904142,0.0168856139240658,0.15073735072713,0.0810006616371727,0.00296402045779363,0.00678257734698873,0.00649860272657858,0.000995876622598687,0.00615647659834644,0.0649461141731539,0.00975412983436816,0.335724963705666,0.00160182351532788,0.0024565281135122,0.000118388236394585,0.000258580635729918,0.0266481200422145,0
"hang27",26000,0.0543737310132728,0.0485986624437184,0.199207547272006,0.0197472007042388,0.136361577759151,0.0925303288642435,0.00303936405297191,0.00620831988282539,0.00391450926194973,0.000938318333248252,0.00691473998186057,0.060495602816904,0.00778838081062501,0.331534203340412,0.00111476411911447,0.00202603589204826,7.69990021951095e-05,0.000317378058281008,0.0248123361791311,0
"hang28",27000,0.0445857371110538,0.0582800624781201,0.223127071621798,0.0226269957500889,0.122252054021951,0.102080721804824,0.00321571549571296,0.00597378051661449,0.0023651786816031,0.000834565347925857,0.00758772822769318,0.0557056098673509,0.00602105326428419,0.319394190956507,0.000716382608634552,0.00167423075289953,3.10805173260282e-05,0.000523468449854134,0.0230043723535826,0
"hang29",28000,0.0371972796312193,0.0658912313196727,0.252489613895597,0.0253053523077051,0.109107506928988,0.108501648556809,0.00329447076842241,0.00574244304755661,0.00177892517694751,0.000716257749953829,0.00822005431291323,0.0493206788597311,0.00460684500753518,0.303536798417815,0.000516219532024526,0.00158061947096738,0,0.00066047359226905,0.0215335813017767,0
"hang30",29000,0.030300594779527,0.0717227561108509,0.272646406134177,0.0274691094666718,0.0967812660162033,0.115245949677373,0.00327397948675319,0.00559846403724466,0.00154569807431654,0.000603918265857779,0.0086595324855245,0.0430576268290009,0.00375540514817232,0.296233792786016,0.000349442549723545,0.00170066724744663,0,0.0007992131417409,0.0202073531841307,4.88245890608202e-05
"hang31",30000,0.0274150966539015,0.0754469581387432,0.2816859206345,0.0286237459333117,0.0880039663448429,0.121226591571093,0.00308569545525426,0.00574647450373641,0.00146628757838352,0.000397083145304684,0.00906211770979566,0.0386345710318354,0.00313029288738128,0.294140401361166,0.000247740539176573,0.00177747015364831,0,0.000952416401445959,0.0188492560239981,0.000107914096984548
"hang32",31000,0.0280193312657999,0.0766446987971607,0.28348078764676,0.0290453047320912,0.08651116405983,0.126349971207622,0.00311846334515294,0.0051993116630215,0.00167963023834163,0.0002526718723395,0.00955585619466487,0.0371891843875035,0.00290241725003805,0.289292244714677,0.000217021098462943,0.00188043176944149,0,0.000938329535034894,0.0175467732246886,0.000176407269930648
"hang33",32000,0.0307907790671276,0.0760983546311093,0.278768462644291,0.0285888406095548,0.0906706720943518,0.129774960209875,0.00308544034350853,0.0041453870497835,0.00192758362328652,0.000136120717494797,0.0100001614734097,0.0375075418601947,0.00291434990100715,0.285987576564604,0.000242659469055764,0.00200393372988684,0,0.000743101902418602,0.0163533217873735,0.000260752618238798
"hang34",33000,0.0353780096195939,0.0723279208372942,0.264981060307025,0.0277238400470911,0.099866139474067,0.131155159323683,0.00331605179500549,0.0032918432201427,0.00216036977376509,7.24323885016465e-05,0.0102571236051592,0.0401272428339737,0.00271962458836443,0.288831729829254,0.000329205640889133,0.0017570279449506,0,0.000599508280680571,0.0147301554652305,0.000375555301728869
"hang35",34000,0.0427875158220489,0.0658826040544013,0.249704694917284,0.0264719604802386,0.116378851870158,0.129074603405027,0.0037873322519827,0.00258240150566953,0.00255538754525791,0,0.010373224093072,0.0455295401374123,0.00221552527279282,0.28680322066304,0.000515880302615193,0.00138808551854886,0,0.000421557506324966,0.0131545270473553,0.000373087756603526
"hang36",35000,0.05006527024346,0.057407266479491,0.234909143929661,0.0254013679394215,0.137634478846874,0.122068500609381,0.00398452644222714,0.0018315327278511,0.00301429161455781,0,0.00984530042811981,0.052521739578756,0.0019618136544693,0.285025300459575,0.000709961686793646,0.00108965163111515,0,0.000162588222872046,0.012027469270015,0.000339796285663479
"hang37",36000,0.0573509614212512,0.0471411580409742,0.21970043439341,0.0239321062623209,0.162752611620678,0.111937147155922,0.00404537043490926,0.00218809695850048,0.00306523278882521,0,0.00860556176876791,0.0603399098187202,0.00156750670200573,0.284481805991691,0.000679129534192932,0.000684585729560649,0,0,0.0112507610596466,0.000277620334527221
"hang38",37000,0.0637063210464844,0.0366645534926339,0.207339041246931,0.0233801861630022,0.186657999933259,0.101762942235826,0.00430485243398437,0.00344338573498884,0.00294745389375,0,0.00703050247996652,0.0678572110391741,0.000894873125837054,0.282302115493806,0.000584578931138393,0.000168965111886161,0,0.000161418398995536,0.010624634175,0.000168965111886161
"hang39",38000,0.0660160596248599,0.0319753978242251,0.204944325762915,0.0233773498145774,0.20161880889929,0.0953821815260799,0.00421532477050915,0.00468425982640358,0.00274162084862442,0,0.00556322930380929,0.072768688175028,0.00057874466967509,0.274502937160899,0.000418917991161459,1.50840162454874e-05,0,0.000388915891323291,0.0107930700234035,1.50840162454874e-05
"hang40",39000,0.0636564928980532,0.0324911321161817,0.211305450952132,0.0240927497206755,0.201377667380085,0.0922258310193287,0.00361862294292094,0.00619699702539948,0.00206173348363687,0,0.00451732168320424,0.0728592067655432,0.000788569825273882,0.272367970551183,0.00020829100872235,0,0,0.000670157540297258,0.0115618054043682,0
"hang41",40000,0.0622764196866967,0.0348201916793862,0.21864220557696,0.0247152987106362,0.197976537905527,0.0932317348854435,0.00359364465110861,0.00735499999654563,0.00133090648015745,0,0.00415335670332584,0.0725631479519602,0.000890670295147815,0.265654100338609,0,0,0,0.00104110963287275,0.0117556758636729,0
"hang42",41000,0.0620888089835375,0.038283289244353,0.223827328581738,0.0262411686782159,0.193002479407351,0.0961882219423813,0.00366771426272971,0.00815528215514931,0.000914776307905819,0,0.00412251380580015,0.0731752517903905,0.000823076362366003,0.256747155629307,0,0,0,0.00156158477316233,0.0112013484064893,0
"hang43",42000,0.0614744638897257,0.0406686239517214,0.227351474580151,0.0272219814101668,0.188788088037655,0.0975863695962883,0.0035128608387574,0.00888992462681549,0.000549021561188811,0,0.0040602893070199,0.0733282279072082,0.000821939192307692,0.253018439381253,0,0,0,0.00186738936121571,0.0108609066889457,0
"hang44",43000,0.0608198501949946,0.0439147968202394,0.230840597624592,0.0285126425353645,0.18283270882481,0.0993625504165397,0.00308043093014146,0.0100300580032644,0,0,0.00386919650881393,0.0739303391284004,0.00078876557867247,0.24962170901197,0,0,0,0.00229166535146899,0.0101046893878128,0
"hang45",44000,0.0636182796323699,0.0452775307857418,0.228169262460501,0.0292634406358381,0.18360233566474,0.102928253242389,0.00320281815953757,0.010046533150289,0,0,0.00364089747899807,0.0768676309421965,0.000438079319460501,0.241584167595376,0,0,0,0.00276473884007707,0.00859603226859345,0
"hang46",45000,0.067114094,0.046979866,0.224832215,0.030201342,0.184563758,0.10738255,0.003355705,0.010067114,0,0,0.003355705,0.080536913,0,0.231543624,0,0,0,0.003355705,0.006711409,0
"hang47",46000,0.067114094,0.046979866,0.224832215,0.030201342,0.184563758,0.10738255,0.003355705,0.010067114,0,0,0.003355705,0.080536913,0,0.231543624,0,0,0,0.003355705,0.006711409,0
"hang48",47000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang49",48000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang50",49000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang51",50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang52",51000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang53",52000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang54",53000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang55",54000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang56",55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang57",56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang58",57000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang59",58000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang60",59000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang61",60000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang62",61000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang63",62000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang64",63000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang65",64000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang66",65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang67",66000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang68",67000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang69",68000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang70",69000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang71",70000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang72",71000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang73",72000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang74",73000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang75",74000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang76",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang77",76000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang78",77000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang79",78000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang80",79000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang81",80000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang82",81000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang83",82000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang84",83000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang85",84000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang86",85000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang87",86000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang88",87000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang89",88000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang90",89000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang91",90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang92",91000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang93",92000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang94",93000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang95",94000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang96",95000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang97",96000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang98",97000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang99",98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang100",99000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang101",1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang102",101000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang103",102000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang104",103000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang105",104000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang106",105000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang107",106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang108",107000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang109",108000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang110",109000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang111",110000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang112",111000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang113",112000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang114",113000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang115",114000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang116",115000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang117",116000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang118",117000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang119",118000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang120",119000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang121",120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang122",121000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang123",122000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang124",123000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang125",124000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang126",125000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang127",126000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang128",127000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hang129",128000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
