"","YrBP","Agave","Alnus","Amaranthaceae","Ambrosia","Anacardaceae","Arceuthobium","Artemisia","Asteraceae","Betula","Brassicaceae","Celtis","Cupressaceae","Ericaceae","Fabaceae","Fraxinus","Gentianaceae","Liliaceae","Opuntia","Picea","Pinus","Poaceae","Polemoniaceae","Polygaceae","Polygonaceae","Prosopis","Quercus","Rhamnaceae","Rosaceae","Ulmus"
"cuat56",55000,0,0,0,0.00391926200691563,0,0,0.133604434480559,0,0,0.00981532810096819,0,0.195729097720993,0,0.00162546849546642,0.00195963086875672,0,0,0.00114689670554787,0.00310652767465806,0.602741431866836,0,0,0,0,0.00344069021699708,0.0345941357580298,0.00162546849546642,0.00669162703888121,0
"cuat57",56000,0,0,0,0.00178130985755479,0,0,0.128850400441176,0,0,0.00946959759188773,0,0.204937801394752,0,0.00110904094579008,0.000890654856401384,0,0,0.000336134441176471,0.00122678932698962,0.617435479639081,0,0,0,0,0.00100840335294118,0.0286188616152441,0.00110904094579008,0.00322648512918108,0
"cuat58",57000,0,0,0,0.00021547081232493,0,0,0.111867182393725,0,0.00306317566128852,0.00925598705008403,0,0.184301001880896,0,0.00021547081232493,0.000107735394957983,0,0,0.00459476353826331,0.0024051171177591,0.659623896793053,0,0,0,0,0,0.0221721979884594,0.00021547081232493,0.00196252947921569,0
"cuat59",58000,0,0,0,0,0,0,0.0923453360351494,0,0.00663408323561072,0.00844688884248682,0,0.154173620912456,0,0,0,0,0,0.00995112495375659,0.00497556237653779,0.699228991045475,0,0,0,0,0,0.0209273508399605,0,0.00331704171814587,0
"cuat60",59000,0,0,0,0,0,0,0.0798107420095012,0,0.00924926215132621,0.00714101405601742,0,0.122441295307502,0,0,0,0,0,0.0138738933668844,0.00693694654354711,0.734099339714766,0,0,0,0,0,0.0218228757964173,0,0.00462463121555819,0
"cuat61",60000,0,0,0,0,0,0,0.0771369163610962,0,0.0113301447050869,0.00603664123428264,0,0.089154312268225,0,0,0,0,0,0.0169952172289987,0.00849760844313093,0.763425707473939,0,0,0,0,0,0.0217583800866022,0,0.00566507252391187,0
"cuat62",61000,0,0,0,0,0,0,0.0889503786073989,0,0.0131474208434539,0.00657371062058169,0,0.0696227892002966,0,0,0,0,0,0.0197211314640356,0.0110003309840982,0.75945775615943,0,0,0,0,0,0.0249527718978331,0,0.00657371062058169,0
"cuat63",62000,0,0,0,0,0,0,0.0928247409150044,0,0.0110510624227349,0.00552553137851478,0,0.0705654523688216,0,0,0,0,0,0.0165765938012497,0.016072216166146,0.743189598337659,0,0,0,0,0,0.0386692735656493,0,0.00552553137851478,0
"cuat64",63000,0,0,0,0,0,0,0.161594271848275,0,0.00826316064463526,0.00413158044729794,0,0.0693781536883567,0,0,0,0,0,0.0123947410919332,0.0204166865764928,0.670333729482354,0,0,0,0,0,0.0493560960233181,0,0.00413158044729794,0
"cuat65",64000,0,0,0,0.00130818821165439,0,0,0.233734857069826,0,0.0060142925504856,0.00300714636620898,0,0.0721763248425988,0,0,0,0,0,0.00902143891669457,0.0265999132955459,0.584793785000754,0,0,0,0,0,0.0603369075619558,0,0.00300714636620898,0
"cuat66",65000,0,0,0,0.00641420361247947,0,0,0.294162472263957,0,0.00318365018251232,0.00159182513940887,6.8418171592775e-06,0.0800338066436782,0,6.8418171592775e-06,0,0,0,0.00477547532192118,0.0308941688069787,0.510133489932841,0,0,0,0,0,0.0672053994187192,0,0.00159182513940887,0
"cuat67",66000,0,0,0,0.0101548960138648,0,0,0.322758426572429,0,0.000412984418183131,0.000206492215337955,0.00602373384842577,0.0833778287461005,0,0.00602373384842577,0,0,0,0.000619476633521086,0.0324112450543761,0.474736653655835,0,0,0,0,0,0.0630680367183709,0,0.000206492215337955,0
"cuat68",67000,0,0,0,0.0138415672913118,0,0,0.370578194162385,0,0,0,0.01136286196477,0.0729192505129813,0,0.01136286196477,0,0,0,0,0.0274531515767632,0.447245996460307,0,0,0,0,0,0.0452361159303577,0,0,0
"cuat69",68000,0,0,0,0.0188172995182771,0,0,0.322096084750142,0,0,0,0.0177163029422641,0.0710954473135449,0,0.0177163029422641,0,0,0,0,0.0255885756155426,0.493509138428379,0,0,0,0,0,0.0334608482769906,0,0,0
"cuat70",69000,0,0,0,0.02180339306698,0,0,0.268896273893434,0,0,0,0.0244871228946093,0.0660558656931551,0,0.0244871228946093,0,0,0,0,0.0234681013064777,0.548353040397694,0,0,0,0,0,0.0224490795591951,0,0,0
"cuat71",70000,0,0,0,0.0187785433859466,0,0,0.234730599922202,0,0,0,0.0333774001816361,0.0486940149249259,0,0.0333774001816361,0,0,0,0,0.0520281305182277,0.54802967161197,0,0,0,0,0,0.0309842389423924,0,0,0
"cuat72",71000,0,0,0,0.0178164196123147,0,0,0.214528202615217,0,0,0,0.0345444178155903,0.0356328392246294,0,0.0345444178155903,0,0,0,0,0.100214352573443,0.507424587816627,0,0,0,0,0,0.0552947623055872,0,0,0
"cuat73",72000,0,0,0,0.012660608866767,0,0,0.171313806973608,0,0,0,0.0289288882587105,0.0409795956606089,0,0.0341483475294594,0.00521945927074893,0,0.00521945927074893,0,0.156693207694872,0.418700694780762,0,0,0,0,0,0.12091647217803,0,0,0.00521945927074893
"cuat74",73000,0,0,0,0.00511066288704754,0,0,0.223461426543502,0,0,0,0.0181621601250545,0.039837152519843,0,0.0280341023012429,0.0098719421761884,0,0.0098719421761884,0,0.18977075700785,0.296188415983319,0,0,0,0,0,0.169819495872874,0,0,0.0098719421761884
"cuat75",74000,0,0.000572757412126954,0,0,0,0,0.267479457352913,0,0,0,0.0078872571925154,0.0386546659319754,0,0.021344903154145,0.0128848885495026,0,0.0128848885495026,0,0.20270706341819,0.2265295064036,0,0,0,0,0,0.196169723272951,0,0,0.0128848885495026
"cuat76",75000,0,0.00418597085954645,0,0,0,0,0.262314157828904,0,0,0,0,0.0452299653730797,0,0.0194265510380395,0.0147488046525238,0,0.0147488046525238,0,0.154310897653011,0.297118354374868,0,0,0,0,0,0.17267591294481,0,0.000491775525969276,0.0147488046525238
