"site","Region","long","lat","MIS_1","MIS_2","MIS_3","MIS_4","MIS_5a","MIS_5b","MIS_5c","MIS_5d","MIS_5e","MIS_6"
"Baldwin",4,-116.806408,34.276446,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Bear",4,-111.333,41.98435,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Carp",4,-120.880556,45.918056,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Cuatro Cienegas",5,-102,26,8.04471073194234,7.19597919099551,6.86988385110615,5.2419982813444,5.97181688958146,5.79190512692443,4.71413627076872,,,
"Fargher",2,-122.51919,45.886765,11.6876198472036,9.45148369962608,10.5879645711542,11.5839846954591,10.7085030851943,,,,,
"Fog",1,-63.24945,67.182375,6.41461515895328,7.25752483704541,7.56118276273745,,,,,,,
"Goshen Springs",3,-86.134167,31.721111,7.4831627655276,9.41999092161882,10.6323530173824,9.61029484531997,,,,,,
"Grass",4,-122.16715,41.6496,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Grays",4,-111.43795,43.06619,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Hanging",1,-138.3833333,68.383333,6.41461515895328,7.25752483704541,7.56118276273745,,,,,,,
"Hay",4,-109.425,34,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Joe",1,-157.216667,66.766667,6.41461515895328,7.25752483704541,7.56118276273745,,,,,,,
"Kalaloch",2,-124.382994,47.634197,11.6876198472036,9.45148369962608,10.5879645711542,11.5839846954591,10.7085030851943,,,,,
"Last Canyon",4,-108.394757,45.095634,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Little",2,-123.583975,44.16658,11.6876198472036,9.45148369962608,10.5879645711542,11.5839846954591,10.7085030851943,,,,,
"Natural Trap",4,-108.1930018,44.973344,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Patzcuaro",5,-101.583333,19.583333,8.04471073194234,7.19597919099551,6.86988385110615,5.2419982813444,5.97181688958146,5.79190512692443,4.71413627076872,,,
"Peten-Itza",6,-89.84187,16.96397,16.8055804295027,12.6440283347357,10.734214495099,10.1700140150702,12.7661402224702,14.8949503005435,17.2475632918054,,,
"Ruby Marsh",4,-115.5049,41.13395,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Star Meadows",4,-114.683705,46.51655,6.86400968942451,6.10988338091822,6.03971541016644,6.8151190639162,7.34327128185327,7.40681471928271,7.28723211234615,7.58194461343102,7.6363132862518,6.65854679182672
"Tehuantepec",5,-95.292,15.7133,8.04471073194234,7.19597919099551,6.86988385110615,5.2419982813444,5.97181688958146,5.79190512692443,4.71413627076872,,,
"Tulane",3,-81.503395,27.58613,7.4831627655276,9.41999092161882,10.6323530173824,9.61029484531997,,,,,,
"Zagoskin",1,-162.10838,63.44847,6.41461515895328,7.25752483704541,7.56118276273745,,,,,,,
