"site","Region","long","lat","MIS_1","MIS_2","MIS_3","MIS_4","MIS_5a","MIS_5b","MIS_5c","MIS_5d","MIS_5e","MIS_6"
"Baldwin",4,-116.806408,34.276446,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Bear",4,-111.333,41.98435,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Carp",4,-120.880556,45.918056,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Cuatro Cienegas",5,-102,26,4.58024165948329,3.90868967648496,4.63364749471986,3.41080012112058,4.8384212110231,4.51840633292866,4.28762361082704,,,
"Fargher",2,-122.51919,45.886765,6.23878458374696,7.13583262051215,8.67374822910279,10.089634536655,9.93198822531269,,,,,
"Fog",1,-63.24945,67.182375,4.58666399294248,5.13479633452007,5.89069181114361,,,,,,,
"Goshen Springs",3,-86.134167,31.721111,5.05988790990415,7.13748311741948,7.48909611847917,6.89237485693895,,,,,,
"Grass",4,-122.16715,41.6496,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Grays",4,-111.43795,43.06619,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Hanging",1,-138.3833333,68.383333,4.58666399294248,5.13479633452007,5.89069181114361,,,,,,,
"Hay",4,-109.425,34,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Joe",1,-157.216667,66.766667,4.58666399294248,5.13479633452007,5.89069181114361,,,,,,,
"Kalaloch",2,-124.382994,47.634197,6.23878458374696,7.13583262051215,8.67374822910279,10.089634536655,9.93198822531269,,,,,
"Last Canyon",4,-108.394757,45.095634,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Little",2,-123.583975,44.16658,6.23878458374696,7.13583262051215,8.67374822910279,10.089634536655,9.93198822531269,,,,,
"Natural Trap",4,-108.1930018,44.973344,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Patzcuaro",5,-101.583333,19.583333,4.58024165948329,3.90868967648496,4.63364749471986,3.41080012112058,4.8384212110231,4.51840633292866,4.28762361082704,,,
"Peten-Itza",6,-89.84187,16.96397,14.1190468098038,8.94371635101682,6.94053513394938,6.12450382471475,8.56130005933919,11.2240631545946,13.3498529018335,,,
"Ruby Marsh",4,-115.5049,41.13395,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Star Meadows",4,-114.683705,46.51655,4.77431957635848,4.75104808175215,4.10532017715274,4.20089157724016,4.74653254407439,4.86972160779561,4.66660077878726,4.62787469317306,4.8582049311647,5.11846093254556
"Tehuantepec",5,-95.292,15.7133,4.58024165948329,3.90868967648496,4.63364749471986,3.41080012112058,4.8384212110231,4.51840633292866,4.28762361082704,,,
"Tulane",3,-81.503395,27.58613,5.05988790990415,7.13748311741948,7.48909611847917,6.89237485693895,,,,,,
"Zagoskin",1,-162.10838,63.44847,4.58666399294248,5.13479633452007,5.89069181114361,,,,,,,
