"site","Region","long","lat","MIS_1","MIS_2","MIS_3","MIS_4","MIS_5a","MIS_5b","MIS_5c","MIS_5d","MIS_5e","MIS_6"
"Baldwin",4,-116.806408,34.276446,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Bear",4,-111.333,41.98435,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Carp",4,-120.880556,45.918056,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Cuatro Cienegas",5,-102,26,5.28179491752651,4.97249305172584,4.89326405596209,3.93015311375513,4.51124676960047,4.48624124385178,3.73332761111798,,,
"Fargher",2,-122.51919,45.886765,6.78274617013621,6.4499198073464,7.31559259014464,8.21878975678801,7.84893556786489,,,,,
"Fog",1,-63.24945,67.182375,4.55696951589339,5.16149634253597,5.63744866912171,,,,,,,
"Goshen Springs",3,-86.134167,31.721111,4.81109718904482,6.1073833096457,6.892623530056,6.10613614348976,,,,,,
"Grass",4,-122.16715,41.6496,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Grays",4,-111.43795,43.06619,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Hanging",1,-138.3833333,68.383333,4.55696951589339,5.16149634253597,5.63744866912171,,,,,,,
"Hay",4,-109.425,34,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Joe",1,-157.216667,66.766667,4.55696951589339,5.16149634253597,5.63744866912171,,,,,,,
"Kalaloch",2,-124.382994,47.634197,6.78274617013621,6.4499198073464,7.31559259014464,8.21878975678801,7.84893556786489,,,,,
"Last Canyon",4,-108.394757,45.095634,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Little",2,-123.583975,44.16658,6.78274617013621,6.4499198073464,7.31559259014464,8.21878975678801,7.84893556786489,,,,,
"Natural Trap",4,-108.1930018,44.973344,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Patzcuaro",5,-101.583333,19.583333,5.28179491752651,4.97249305172584,4.89326405596209,3.93015311375513,4.51124676960047,4.48624124385178,3.73332761111798,,,
"Peten-Itza",6,-89.84187,16.96397,9.76819266461064,6.21568495530164,5.168496557204,4.89347733301341,6.1830005829603,7.77042037189594,9.20352801663227,,,
"Ruby Marsh",4,-115.5049,41.13395,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Star Meadows",4,-114.683705,46.51655,4.92061882967239,4.34191629790722,4.32705813482603,4.83480711745397,5.17453550746424,5.2100526741176,5.08839289721868,5.32054503627754,5.44003083035186,4.84885723735517
"Tehuantepec",5,-95.292,15.7133,5.28179491752651,4.97249305172584,4.89326405596209,3.93015311375513,4.51124676960047,4.48624124385178,3.73332761111798,,,
"Tulane",3,-81.503395,27.58613,4.81109718904482,6.1073833096457,6.892623530056,6.10613614348976,,,,,,
"Zagoskin",1,-162.10838,63.44847,4.55696951589339,5.16149634253597,5.63744866912171,,,,,,,
