"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142"
"1",0,0.483243623759383,0.766285758442441,0.378988198672443,0.66673279438259,0.242042880579873,0.607058594609163,0.496318837833994,0.502836918253144,0.270607230871122,0.50880293122025,0.5,0.301384465226032,0.475075023950856,0.584119230035203,0.807012266801229,0.217562190582136,0.472462250690979,0.536888713255089,0.121356645898732,0.0625922223153635,0.274257965851982,0.0509237253982432,0.267682768012815,0.469345644841427,0.527685367624746,0.540342407677542,0.0796001257020736,0.530639043828976,0.103999020938186,0.153503916016209,0.110537700489211,0.268383016738211,0.0228480902412403,0.5,0.365004044073095,0.5,0.120645906818971,0.283967793176741,0.34091769580072,0.48844068964728,0.30712700328364,0.50927034381717,0.254404683009292,0.425852492004108,0.318095927082206,0.000248726582133152,0.433883138080997,0.53022574304238,0.101454956999449,0.466408417685908,0.478701475599043,0.363144989442232,0.0365652856098568,0.227845143184406,0.502154299432842,0.354126038964871,0.131993513802745,0.088679025540458,0.155295728316245,0.22484324500752,0.265956033489419,0.0544929555658339,0.569239146172317,0.500184111219951,0.103815411064386,0.556372383190016,0.146604714124397,0.495051963699449,0.500202939149843,0.0563136109648938,0.500358252633962,0.381331611765785,0.275660602014382,0.304247327898319,0.50687910932712,0.5,0.490222764097922,0.0721506801611593,1,0.481409525418578,0.304190750536033,0.0601820593949767,0.277917671704177,0.0716905134511376,0.244859508580466,0.500757755118461,0.591736595370869,0.128558226012558,0.660870736046302,0.500202123236456,0.403091419796102,0.605358300476453,0.506452557104534,0.0459864032241372,0.118161554414437,0.469128021349287,0.552348221291399,0.492795023565389,0.78590505004518,0.480913797613045,0.186000295850257,0.666800228652674,0.37090223327186,0.0986729602599048,0.224898923779018,0.0442023057286239,0.499685995239759,0.360733758960703,0.497482429418192,0.317242745724245,0.251152151027962,0.246802612460727,0.338538374527429,0.444269091910709,0.461810829848865,0.426184522245919,0.0549854691817343,0.278596099220284,0.485203320833645,0.547414750720333,0.0514862695411225,0.5,0.519964159473718,0.0110861612815863,0.124080327485319,0.5,0.0435941748967369,0.112703845335334,0.48243236826102,0.0507336199562337,0.0735188509908521,0.603367388223377,0.1154800137816,0.104798762746405,0.0205449964760134,0.338819965906116,0.454952420915416,0.0132724894832664,0.27659426131567,0.58347583850217,0.0306700668657399
"2",0.483243623759383,0,0.343243219665263,0.484220277031573,0.333522356303306,0.47417898056076,0.539868861966816,0.21849402856527,0.238450304770575,0.440908170608856,0.229493740799415,1,0.459042462118482,0.247567662346889,0.241582105928204,0.38396972802405,0.489225153746585,0.257540226974943,0.253792563800564,0.545764068671962,0.42065140144402,0.449850543078752,0.518712943510907,0.428490023638483,0.379759334651631,0.244589218170222,0.257246258223017,0.610201575609149,0.247542894374451,0.423356579764665,0.518940107850442,0.533381495095418,0.443975593964981,0.460535916370081,1,0.394963485718438,1,0.413177306942871,0.432861612998599,0.674128133880004,0.237250418567047,0.435173149584429,0.226174194362645,0.46657771731606,0.321982305185952,0.535866431176487,0.50006438370106,0.249444961533494,0.316998368658725,0.421154480914956,0.236283198548177,0.256291571992611,0.47331100756751,0.447626159962032,0.503843020994619,0.241405706574112,0.286936306322524,0.556400936575975,0.706438419972713,0.579850625394334,0.658090553127131,0.417287590269964,0.439327692380782,0.386613221695737,0.500368454101025,0.528222833837617,0.273276233735492,0.51204090595863,0.240902657859956,0.500387282030916,0.584513470088794,0.500173909752888,0.667575660468627,0.578301756244311,0.519029290214544,0.331286532100351,1,0.230797565930707,0.446794432094533,1,0.265282949934447,0.513251569221489,0.543780298863716,0.224246619920757,0.599170587604618,0.46756814379642,0.23409751253723,0.27449186527169,0.603200407642529,0.377774586591777,0.50038646611753,0.616318794179757,0.538168567834106,0.482045134331304,0.477884418673684,0.478815785416623,0.41427284749101,0.269252071836875,0.268387600792159,0.362862511268001,0.205642229239446,0.476631289256906,0.666923123906723,0.0595529028327247,0.269708867579951,0.459649207071787,0.398256835427853,0.216581966975895,0.475898986671138,0.241706206796382,0.43414659626972,0.432252258881732,0.436441011298657,0.455442225072905,0.249464774096259,0.222139169675669,0.0723143354277631,0.701390402928777,0.575366259038408,0.23062399435091,0.464318601265808,0.444389154903614,1,0.436868010019193,0.460863649730004,0.510483480680448,1,0.339038835715234,0.516562229295006,0.378562181442864,0.458903673653648,0.280535678708377,0.53617765558103,0.261609826963444,0.498488972943966,0.735830875634498,0.594855159757854,0.528070909234591,0.743103382627245,0.469743334013149,0.26610176297875,0.452649651182382
"3",0.766285758442441,0.343243219665263,0,0.775920899210984,0.5,0.793635965731985,0.70965940815187,0.349602822703621,0.371695076690643,0.721197022579528,0.369204190889086,1,0.710661236875124,0.35612211383716,0.372730939837135,0.374059841692121,0.782015450374629,0.400177886368053,0.372749882344465,0.891976220974152,0.700198614131134,0.689164778139061,0.700018748755986,0.713162723898757,0.554438860971524,0.369769717870398,0.357775465891549,0.786184265560305,0.373553918410555,0.678621309899433,0.504075278352547,0.694447321575196,0.673473905475088,0.752971465362182,1,0.76585775293462,1,0.506241726216082,0.703234860728916,1,0.369954346897888,0.685984694715407,0.341339918377685,0.722702755425989,0.548611404360739,0.688070417446711,1,0.401499218278741,0.5,0.679029176061005,0.387452334573825,0.39393798645939,0.773492473246549,0.726724304319539,0.786330593041134,0.373567651164318,0.372417643774428,0.828915820934739,1,0.957007258514796,0.737808478235692,0.693209534695145,0.733308520143873,0.52514205011988,1,0.791052442897821,0.357736385363022,0.502823923539265,0.367244720333694,1,0.764684697920325,1,1,0.750304714959364,0.69801391155836,0.476387076831976,1,0.022814299264196,0.724816032742561,1,0.399174093227974,0.694076920550465,0.689639280197691,0.367887029645232,0.764204841273378,0.764870102144711,0.36629947121227,0.355993037080829,0.728979579591038,0.375209380234506,1,1,0.707393175025454,0.704437218773607,0.737445479272001,0.768538855895329,0.69126542258771,0.374367862595954,0.373281439879134,0.352952624936071,0.340577080550083,0.78171779823389,1,0.061336092225835,0.500537531357268,0.76450060761323,0.727242922699012,0.00521105700501134,0.773367254136137,0.369917218944966,0.67154639566487,0.700083423654219,0.711230225200075,0.690710522547377,0.416942641286041,0.343450274445718,0.0522152112101122,0.711300289260707,0.421339555426758,0.367007238808421,0.707996682760206,0.739928514410644,1,0.706407856274838,0.640222682037639,0.525348310178343,1,1,0.749161559431143,0.561296343235787,0.677694249612381,0.52214221218597,0.704742667586298,0.509488701252886,0.796218466164917,0.745740761966428,0.74990825440555,0.704274969619339,0.753013268959175,0.740237133379315,0.344889142373329,0.733639082079531
"4",0.378988198672443,0.484220277031573,0.775920899210984,0,0.666935755738494,0.0391860421374683,0.614437171202498,0.502714305596843,0.522670581802149,0.248618679773626,0.513714017830988,0.5,0.281291411150313,0.531787939378463,0.442357832342657,0.816647407569771,0.17211028659893,0.42668005005663,0.489918879260973,0.282114585150492,0.276525205116549,0.134070820110325,0.307997859957722,0.0559696754058076,0.479183746965874,0.495556067423821,0.492335275968535,0.260408770627909,0.497140883730945,0.261135460308001,0.167956627169023,0.321833801617658,0.328195870996554,0.253082298565351,0.5,0.304842908419909,0.5,0.220131035893639,0.251599573387802,0.340714734444816,0.447336822877982,0.0588763179475482,0.261263212108163,0.183987715189363,0.36584357736785,0.373840931217391,5.5715451722782e-05,0.463758040228894,0.597765455288901,0.264204136589669,0.448004545214775,0.443838729180282,0.03466660875157,0.271573056086248,0.183818038287946,0.525625983605686,0.611504615558206,0.272180659544402,0.334504296099,0.321936429438899,0.468736440551964,0.0815482892656793,0.248122176720345,0.562165011612838,0.500488553253807,0.244002556806043,0.50836525148101,0.161057425277211,0.52512293489153,0.500507381183699,0.270701826624282,0.500053810600106,0.375185043207007,0.0729248100162345,0.311321462457798,0.447066255068777,0.5,0.499436468121335,0.238654256756257,1,0.233158840082486,0.0615693271293682,0.379401504778149,0.462440607535453,0.261529377797951,0.217585920187428,0.518317789568803,0.349060174507372,0.318397090359372,0.612863604337295,0.500506565270312,0.361311377271321,0.612736877069788,0.566265411362877,0.38175034531302,0.26102542842336,0.480866481015647,0.504341089582393,0.552607877823732,0.795540190813722,0.489862506271019,0.203591905336786,0.667003190008578,0.414828249122192,0.124984213869418,0.238264539243575,0.104515662398738,0.4734165007435,0.0377797128185348,0.525926483827956,0.269235614015238,0.0882642911265588,0.0790768816884564,0.290531242818422,0.435001426627964,0.50601490164847,0.36617560760966,0.39795394328361,0.313437052109241,0.253892367406062,0.499407619011326,0.239955277555377,0.5,0.50724269635979,0.100673575294445,0.138533038638133,1,0.0467282845554684,0.264453159999243,0.422423453624761,0.0671687101796398,0.128533642309768,0.610745964816712,0.0994121718094427,0.294611519546364,0.363513470577889,0.0286588302529296,0.0741245872656968,0.356240963585142,0.228390681412058,0.59066508931482,0.268394893316834
"5",0.66673279438259,0.333522356303306,0.5,0.666935755738494,0,0.666732196145574,0.666733498501981,0.333395532115093,0.333365241981784,0.671357900197585,0.333364001946628,0.5,0.713697085936179,0.333401090896955,0.333361011290898,0.5,0.666729823680803,0.333540359075293,0.333393846711936,0.670595747967727,0.666793399922476,0.66667970367558,0.668364085227126,0.666677162040625,0.500051777053069,0.333402213296424,0.333376937831595,1,0.333400089849062,0.666704112897604,1,1,0.666697811523748,0.666717524660691,1,1,0.5,1,0.666678401492384,0.674317156849977,0.333908226083041,0.669314182976601,0.333341304879971,0.66674749861477,0.500096939798637,0.5,0.500347918156019,0.333337602163332,0.333396567632598,0.667884372799371,0.333466134027157,0.346860775856261,0.685759155259853,0.667645541147061,0.666746033062952,0.33338665332747,0.333398522020368,0.73200758945429,1,0.666696932560932,0.999930834949362,0.666786950572923,0.669627082463123,0.333396442169726,0.500084919646065,0.721786433104035,0.33338577525168,1,0.333371763785137,0.500103747575957,1,0.500457444207847,1,1,0.670790718029601,0.360491859328919,1,0.365002944861011,0.667959432254508,1,0.334921436924769,0.666687298226523,1,0.335658214425692,1,0.667713911532057,0.333400884653465,0.333436126020478,1,0.333394922392283,0.500102931662571,0.798177812285762,0.666732672784784,0.666713847789105,0.666714451580333,0.667134539903849,0.666731576518172,0.333341517611688,0.333396842841479,0.5,0.333361402413153,0.667129501075597,0.66673410093675,0.000100493107740407,0.500122154800509,0.667942778879491,0.500008382485603,0.333406026723706,0.686461028845289,0.333394277386506,0.666671441490152,0.666734527409335,0.666754527101743,0.333383136320535,0.333807358815703,0.334111002774264,9.20180082975008e-05,1,1,0.333391047634526,0.666700343849386,0.666752226780458,0.5,0.666735258879434,1,1,1,0.500102940768747,0.670474566010375,0.500101307908009,1,0.500178166586718,0.666728630553173,0.500086989783453,0.666725055617135,1,1,1,1,0.666896501211428,0.000192344903047093,0.666669382475309
"6",0.242042880579873,0.47417898056076,0.793635965731985,0.0391860421374683,0.666732196145574,0,0.627472507180197,0.487100202838151,0.50478296448643,0.261542587672498,0.499622132426564,0.5,0.292319822027408,0.513859977066196,0.507919842473121,0.834362474090772,0.236574841475176,0.463397607492356,0.527672100743034,0.279471753952656,0.258827958085942,0.116237137583443,0.321535123761524,0.0585261771063333,0.496626217823196,0.518462735792325,0.531146085821896,0.288322818130875,0.521416411996555,0.294810089003329,0.194529226950525,0.349108153594808,0.310309170230478,0.235171942034944,0.5,0.353574497178693,0.5,0.190585717257262,0.274809714928148,0.341049352995552,0.479376046448657,0.0980623600850166,0.300116781503474,0.0776942228349087,0.414325556633306,0.351681942240109,0.00044621237438025,0.445903590695317,0.562072645277281,0.292390313800826,0.457343774487285,0.469636832400419,0.0236096809279293,0.254046636034863,0.246185565615909,0.507712672675143,0.624540462723714,0.290108621856669,0.379422755725044,0.313295164037942,0.451210020500579,0.0638433030156094,0.245428312367211,0.548631378772807,0.500013374572296,0.265030746519307,0.547165456430269,0.187630025058713,0.507227491411787,0.500005453357596,0.294884064070491,0.500555738426209,0.338742008617038,0.0507658210389521,0.3248587262616,0.464994217381044,0.5,0.481910048069951,0.263086036962536,1,0.272344882219954,0.0747339046652129,0.357242515800867,0.468853028505554,0.310260966556735,0.235794865381843,0.500389827256536,0.36234799373415,0.367128679118156,0.65165283271783,0.500004637444209,0.371247960330665,0.625772213047487,0.548359467078373,0.271155315343195,0.235058799598506,0.462939262256263,0.543214045967693,0.534682339476379,0.813255257334723,0.471979496437658,0.217059572632516,0.666668571457843,0.392418296231858,0.102794709997954,0.22073811919219,0.0556397864308678,0.490621352041136,0.0263479229640513,0.508004024026571,0.30809301947833,0.0703363288142917,0.06133298727297,0.329334614485056,0.435204448712086,0.488488481597085,0.414662508665457,0.415669009804612,0.291278063131959,0.275990067214482,0.538230341643338,0.242421626342499,0.5,0.510741527641297,0.0711282566580684,0.165105638419635,1,0.00087291455315841,0.303639202136711,0.470904078470494,0.0192061904820573,0.106400150224514,0.623786649183013,0.103963028425982,0.224318561017333,0.38122853709889,0.0773904190117137,0.069579592039271,0.373956030106143,0.267529618117047,0.604087236865452,0.250548825349626
"7",0.607058594609163,0.539868861966816,0.70965940815187,0.614437171202498,0.666733498501981,0.627472507180197,0,0.520045913876354,0.503499440986069,0.576710872073223,0.505368535363603,1,0.600563422098866,0.515153665032263,0.502725716644364,0.668932899793083,0.618758900010759,0.582583364072898,0.502686883198088,0.704223656696798,0.557538690530596,0.515430874142778,0.558581805477722,0.567158851383988,0.00673248130412318,0.504918803806936,0.26393037719803,0.829177007045509,0.502079173795677,0.54123257774176,0.560413833875259,0.7374400630604,0.537376750453894,0.596985135516507,1,0.808850494419824,1,0.558247386011723,0.559712024417788,0.674383988685292,0.560191609726086,0.548768838259395,0.538293640113674,0.574382370520959,0.343920677214268,0.731063158931915,0.500448165908991,0.583415892076946,0.666670264202716,0.542479841635671,0.572983531441126,0.587893751727127,0.62673340137019,0.578072064090339,0.622102149568453,0.502078951621547,0.502932555644292,0.702987237782161,1,0.750027424455787,0.835599164879179,0.55229204394144,0.584496381945636,0.676103885953005,0.500015328106907,0.666923836991781,0.513953059529363,0.567313035767071,0.506832316901265,3.49982298508689e-06,0.807677439405529,0.000557691960819562,1,0.793297456444568,0.55889815218136,0.65995388211106,1,0.573157613084294,0.57687627873819,1,0.582866327604946,0.552867844073129,0.732632021682895,0.559953613043582,0.807197582758582,0.606732690247964,0.507520492318313,0.515376996695126,0.771972321076242,0.500841453020297,2.68390959834441e-06,0.798244644121077,0.25170029413271,0.253931380068355,0.58534295075914,0.609049726839772,0.300695064542543,0.501524921252189,0.502285967949929,0.690040116549132,0.537706438593087,0.618930154472504,0.333333935768102,0.335435510237826,0.376832697425703,0.606627219859929,0.527893776776929,0.536257492786927,0.627165892226459,0.504811057741785,0.528631302124122,0.557307895535082,0.565783244216752,0.514224435839455,0.595357180066696,0.540465637905376,0.341521420508245,0.754293030745911,0.797665630245295,0.55750682337081,0.251271910033195,0.587305235883715,1,0.252439984190864,0.704711794265445,0.589837422406148,0.5,0.500002693015775,0.597021774071527,0.00212921943137012,0.742183361840186,0.391273159168978,0.253691206385786,0.382660714300141,0.629414737901226,0.788733503451632,0.792900995890754,0.747267711104542,0.796006010444379,0.587644905933446,0.523772081887677,0.582526028406518
"8",0.496318837833994,0.21849402856527,0.349602822703621,0.502714305596843,0.333395532115093,0.487100202838151,0.520045913876354,0,0.219992624365276,0.459402199174126,0.212521929588413,1,0.477536490683752,0.229073633781619,0.223129502351967,0.357790352321833,0.507417716209776,0.276034255540213,0.240571897904884,0.564258097237233,0.433799342166493,0.431446797462288,0.538535891601368,0.446744630191036,0.353384098690442,0.231366529790753,0.244045882983745,0.633130695001937,0.234320205994982,0.441578845288843,0.520328955702884,0.556310614488207,0.453210903923774,0.473470747592753,1,0.667892605111226,1,0.406821824871619,0.451114732209041,0.674379355631737,0.255744447132317,0.453667178149699,0.242147867962889,0.479670576469287,0.305453944711616,0.552206375337024,0.500441216328658,0.0624356997529969,0.313515364728801,0.439648509480226,0.0547097603820685,0.274785600557881,0.486533695946979,0.460848848341501,0.522205461671464,0.222922332553989,0.267113358232062,0.574894965141245,0.71083120346088,0.598081507322519,0.6713132415066,0.430427791772974,0.457821720946052,0.406059337158601,0.500008378526573,0.546716862402887,0.0600652535921181,0.527228157594696,0.222437151290633,0.500010449403318,0.607442589481583,0.500550742380486,0.670150456352874,0.594641700404848,0.538852238305006,0.149780560665621,1,0.244020254310176,0.465288460659803,1,0.283776978499717,0.532821930196775,0.560120243024253,0.242740648486027,0.622099706997407,0.48606217236169,0.21560348397196,0.254916404384584,0.626129527035317,0.36455262987968,0.500009633489932,0.619801798109681,0.518345619743644,0.463569126957219,0.490822937592786,0.492038473796092,0.427194069768401,0.256113843129542,0.249893572226888,0.336683135565784,0.0154050402209481,0.489853977636375,0.666671902154991,0.0364353671261373,0.271748550259211,0.472871895451256,0.414510043932834,0.229297804853344,0.489121675050607,0.223213683905416,0.234660529086681,0.445173481159123,0.44954230463625,0.442234411646906,0.267958802661529,0.235361858055138,0.0557872551177683,0.727569778630994,0.591706203198945,0.248821938190781,0.451130138805187,0.462759028041466,1,0.423645321639724,0.482650241944053,0.549752544233774,1,0.334394830475334,0.535056257860276,0.362033820968528,0.480690265867697,0.296958671314473,0.516355059833447,0.278980710186612,0.511414767018906,0.762010251336715,0.617784279150643,0.544410853395128,0.769282758329462,0.488237362578419,0.253726168011323,0.465648770968254
"9",0.502836918253144,0.238450304770575,0.371695076690643,0.522670581802149,0.333365241981784,0.50478296448643,0.503499440986069,0.219992624365276,0,0.479358475379431,0.20895656397116,1,0.497492766889057,0.0278049130004938,0.203136877986691,0.335698098334811,0.527410340575052,0.295990531745518,0.234051795001945,0.584214373442538,0.4461453766856,0.43049053135891,0.555082364491653,0.466700906396341,0.335405112096556,0.0271588799558963,0.25420902238331,0.65809875785855,0.227802125575832,0.461541766593133,0.553467336683417,0.58127867734482,0.459728984342925,0.480011567226593,1,0.69286066796784,1,0.417715582370178,0.471071008414346,0.674349065498427,0.275700723337622,0.473623454355004,0.262104144168194,0.486188656888437,0.306237554862903,0.560376693460944,0.500395781128694,0.268953780172147,0.305139209962436,0.459604785685531,0.274666036587374,0.294741876763186,0.504122560248465,0.467366928760652,0.542161737876769,0.00295540180353693,0.250566885341777,0.59485124134655,0.722029699949343,0.618037783527824,0.67783132192575,0.441122292536469,0.477777997151357,0.422651245248849,0.50003705667339,0.566673138608192,0.270285894530017,0.560366538575229,0.207792780717719,0.500055884603282,0.632410652338196,0.500505307180523,0.681348952841336,0.602812018528768,0.55539871119529,0.369736836870926,1,0.260914740627833,0.485244736865108,1,0.303733254705022,0.54936840308706,0.568290561148173,0.262696924691333,0.64706776985402,0.506018448566995,0.204395563439363,0.261877555709057,0.65109758989193,0.358033817793158,0.500055068689895,0.628177952876046,0.501799146853359,0.244304259061172,0.497360069530195,0.498556554215242,0.441843702230167,0.249559414550421,0.0299372960215833,0.352075785087904,0.23280807553113,0.496372058055525,0.6667021922883,0.0114900218695058,0.279896150783149,0.485614470327769,0.422657644456772,0.249254081058649,0.502226566514866,0.205389331320619,0.454616805291986,0.451727909738244,0.4560603850554,0.452882921246204,0.287915078866834,0.241879938474288,0.0529657782553407,0.749662032618016,0.599876521322865,0.268809181179378,0.444577832467189,0.482715304246772,1,0.417127241220574,0.493543999442613,0.582890925214307,1,0.343513479607914,0.555012534065581,0.35388622044459,0.491584023366257,0.305106271838411,0.500236848256801,0.30396518225402,0.517964623800478,0.784102505323737,0.642752342007256,0.561373897945924,0.791375012316484,0.508193638783724,0.270272640901608,0.472166851387404
"10",0.270607230871122,0.440908170608856,0.721197022579528,0.248618679773626,0.671357900197585,0.261542587672498,0.576710872073223,0.459402199174126,0.479358475379431,0,0.470401911408271,0.5,0.232672731376687,0.488475832955745,0.48249027653706,0.761923530938315,0.253719635810864,0.222013105712838,0.47183160936196,0.305770480738936,0.233213098693831,0.290758713687608,0.268129066595501,0.21265756898309,0.428882014793508,0.462628263731618,0.475285303784414,0.312443020268788,0.465581939935848,0.238941917045058,0.0858708122218386,0.275747491261555,0.284883764573837,0.247899523481819,0.5,0.347204930378077,0.5,0.143522047396686,0.218910689283613,0.336292589985725,0.422773067713611,0.2389722330777,0.444213239924042,0.253941324427799,0.344531112137698,0.316384189844676,0.00668893214035893,0.436808568645233,0.584668229734097,0.235015959006185,0.404692438792058,0.415383401383755,0.255271962006113,0.234041945261265,0.268337503058897,0.482313877182968,0.573778316428932,0.315492765967119,0.354047482433163,0.344345107458613,0.440051507565734,0.238236182842962,0.216114275305288,0.606524527430748,0.507121769942443,0.287314663228761,0.491315279296888,0.0789716103300266,0.481810828468812,0.507140597872335,0.286754914748433,0.50657940608853,0.35329993134151,0.309129607213274,0.0178127198918641,0.490378361491495,0.5,0.450817788347709,0.20996442301737,1,0.428098535252971,0.273843028000094,0.321944763405434,0.416661550688099,0.301412032264257,0.231032759586198,0.475005683146086,0.561333875378098,0.305441852302168,0.595813632153174,0.507139781958948,0.348648933104385,0.575010577940513,0.52295330494016,0.265248025785422,0.26584477220771,0.43755437459293,0.487291117398271,0.509295771401014,0.740816314182266,0.446550399848301,0.263666322641895,0.671425334467669,0.360688116093795,0.0708440808410211,0.245708307092104,0.132461344317526,0.434621012537292,0.257859941109741,0.482614377405238,0.252185641831117,0.244952184703841,0.235764775265739,0.273481270634301,0.426338138960413,0.462092498782829,0.344863142379509,0.343230066652154,0.306194110007372,0.420146216940517,0.482357646827205,0.219120961329999,0.5,0.463930589937073,0.101967451021955,0.0564472236909488,1,0.0292653171490622,0.276714059710803,0.40111098839461,0.100007474945599,0.0743935092813717,0.573019665687438,0.0452720387810458,0.285852580055704,0.357877072720234,0.297096604417494,0.284281839643838,0.365149579712981,0.234188842187682,0.552938790185546,0.24001325829412
