"site","Region","long","lat","MIS_2-1","MIS_3-2","MIS_4-3","MIS_5a-4","MIS_5b-5a","MIS_5c-5b","MIS_5d-5c","MIS_5e-5d","MIS_6-5e"
"Annie",4,-81.350875,27.20731,-1.23418794592923,-0.832960054933271,1.64494093641077,NA,NA,NA,NA,NA,NA
"Baldwin",5,-116.806408,34.276446,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Bear",5,-111.333,41.98435,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Carp",5,-120.880556,45.918056,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Cranberry Glades",2,-80.283333,38.2,1.79679824195841,0.799281387716631,0.47037240635715,-0.909753667466464,-3.47857279694849,0,NA,NA,NA
"Cuatro Cienegas",6,-102,26,0.217265111902039,-0.685893659044447,0.678238257067728,-0.806448079535115,0.162398709828485,0,NA,NA,NA
"Dark",2,-91.475,45.275,1.79679824195841,0.799281387716631,0.47037240635715,-0.909753667466464,-3.47857279694849,0,NA,NA,NA
"Fargher",3,-122.51919,45.886765,-1.0850262119903,-1.87274152630858,-1.36168910541719,0.304555904319384,NA,NA,NA,NA,NA
"Fog",1,-63.24945,67.182375,-0.176791357027072,-0.313276342182554,-0.359239420168791,-0.216361545878455,-0.17223769681927,NA,NA,NA,NA
"Goshen Springs",4,-86.134167,31.721111,-1.23418794592923,-0.832960054933271,1.64494093641077,NA,NA,NA,NA,NA,NA
"Grass",3,-122.16715,41.6496,-1.0850262119903,-1.87274152630858,-1.36168910541719,0.304555904319384,NA,NA,NA,NA,NA
"Grays",5,-111.43795,43.06619,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Hanging",1,-138.3833333,68.383333,-0.176791357027072,-0.313276342182554,-0.359239420168791,-0.216361545878455,-0.17223769681927,NA,NA,NA,NA
"Hansen Marsh",2,-89.670815,43.439585,1.79679824195841,0.799281387716631,0.47037240635715,-0.909753667466464,-3.47857279694849,0,NA,NA,NA
"Hay",5,-109.425,34,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Joe",1,-157.216667,66.766667,-0.176791357027072,-0.313276342182554,-0.359239420168791,-0.216361545878455,-0.17223769681927,NA,NA,NA,NA
"Kalaloch",3,-124.382994,47.634197,-1.0850262119903,-1.87274152630858,-1.36168910541719,0.304555904319384,NA,NA,NA,NA,NA
"Kilbride Swamp",2,-79.915417,43.464583,1.79679824195841,0.799281387716631,0.47037240635715,-0.909753667466464,-3.47857279694849,0,NA,NA,NA
"Last Canyon",5,-108.394757,45.095634,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Little",3,-123.583975,44.16658,-1.0850262119903,-1.87274152630858,-1.36168910541719,0.304555904319384,NA,NA,NA,NA,NA
"Natural Trap",5,-108.1930018,44.973344,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Patzcuaro",6,-101.583333,19.583333,0.217265111902039,-0.685893659044447,0.678238257067728,-0.806448079535115,0.162398709828485,0,NA,NA,NA
"Peten-Itza",7,-89.84187,16.96397,3.28205075743375,0.830030543190174,0.409696041227106,-1.18756556224234,-1.44509034534653,-1.05195767843046,NA,NA,NA
"Ruby Marsh",5,-115.5049,41.13395,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Star Meadows",5,-114.683705,46.51655,0.112178840144109,0.684717150927171,0,-0.290440176079592,-0.0885608577541519,0.168969562538453,0,-0.249044447161588,-0.472768805572158
"Tehuantepec",6,-95.292,15.7133,0.217265111902039,-0.685893659044447,0.678238257067728,-0.806448079535115,0.162398709828485,0,NA,NA,NA
"Titaluk",1,-155.211533,69.710983,-0.176791357027072,-0.313276342182554,-0.359239420168791,-0.216361545878455,-0.17223769681927,NA,NA,NA,NA
"Tulane1",4,-81.503395,27.58613,-1.23418794592923,-0.832960054933271,1.64494093641077,NA,NA,NA,NA,NA,NA
"Zagoskin",1,-162.10838,63.44847,-0.176791357027072,-0.313276342182554,-0.359239420168791,-0.216361545878455,-0.17223769681927,NA,NA,NA,NA
