"site","YrBP","Abies","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Cupressaceae","Fagaceae","Pinus","Poaceae","Polygonaceae","Pseudotsuga","Quercus","Ranunculaceae","Rhamnaceae","Rosaceae","Yucca","Acer","Caryophyllaceae","Ephedra","Eriogonum","Picea","Polemoniaceae","Salix","Sarcobatus.vermiculatus","Thalictrum","Alnus","Arceuthobium","Caprifoliaceae","Ceanothus","Corylus","Onagraceae","Phlox","Polygaceae","Rumex","Tsuga.heterophylla","Tsuga.mertensiana","Agave","Anacardaceae","Brassicaceae","Celtis","Ericaceae","Fabaceae","Fraxinus","Gentianaceae","Liliaceae","Opuntia","Prosopis","Ulmus","Galium","Populus","Spiraea","Stellaria","Micranthes","Carya","Castanea","Cyclachaena.xanthiifolia","Ilex","Iva","Leitneria.floridana","Liquidambar","Magnolia","Myrica","Nyssa","Ostrya","Plantago","Viburnum","Vitis","Potentilla","Rhododendron","Saxifragaceae","Cercocarpus","Lamiaceae","Malvaceae","Ribes","Camassia","Lysichiton","Rubiaceae","Sanguisorba","Sambucus","Taxus.brevifolia","Acacia","Acalypha","Alternanthera","Begonia","Bignoniaceae","Brosimum","Bursera","Buxus","Byrsonima","Caesalpinia","Casearia","Cassia","Cecropia","Connarus","Convolvulaceae","Croton","Dodonaea","Eugenia","Euphorbiaceae","Ficus","Gustavia","Hedyosmum","Hieronyma","Hymenaea","Inga","Iresine","Juglans","Lindernia","Machaerium","Malpighiaceae","Mandevilla","Melastomataceae","Meliaceae","Moraceae","Myrsine","Myrtaceae","Olacaceae","Oxalidaceae","Paullinia","Portulacaceae","Protium","Psychotria","Sapium","Schinus","Spermacoce","Spondias","Trema","Vitex","Zanthoxylum","Campanulaceae","Celastra","Arecaceae","Ceratiola.ericoides","Combretaceae","Rhus","Sabal","Serenoa","Taxodium","Papaver","Pedicularis"
"fargher114",54383,0.084821429,NA,NA,0.004464286,0.102678571,0.066964286,NA,0.004464286,NA,0.071428571,0.325892857,0.004464286,NA,0,0,NA,0.040178571,NA,NA,NA,NA,0.013392857,0.017857143,NA,0,NA,0.013392857,0.013392857,NA,NA,NA,NA,0.004464286,NA,NA,NA,0,0.227678571,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.004464286,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher115",54752,0.075949367,NA,NA,0.004219409,0.101265823,0.071729958,NA,0.004219409,NA,0.189873418,0.291139241,0,NA,0,0,NA,0.021097046,NA,NA,NA,NA,0.037974684,0,NA,0,NA,0,0.037974684,NA,NA,NA,NA,0,NA,NA,NA,0,0.160337553,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.004219409,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher116",55245,0.076190476,NA,NA,0,0.080952381,0.071428571,NA,0.028571429,NA,0.195238095,0.338095238,0.004761905,NA,0,0,NA,0.033333333,NA,NA,NA,NA,0.004761905,0.004761905,NA,0.00952381,NA,0.004761905,0.023809524,NA,NA,NA,NA,0,NA,NA,NA,0,0.104761905,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.004761905,0.014285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher117",55746,0.044052863,NA,NA,0.013215859,0.0969163,0.0969163,NA,0.013215859,NA,0.145374449,0.334801762,0.004405286,NA,0,0.004405286,NA,0.026431718,NA,NA,NA,NA,0.017621145,0.013215859,NA,0.004405286,NA,0.004405286,0.04845815,NA,NA,NA,NA,0,NA,NA,NA,0,0.114537445,NA,NA,NA,NA,NA,0.004405286,NA,NA,NA,NA,NA,NA,0,0,0.004405286,0.008810573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher118",56230,0.064981949,NA,NA,0,0.061371841,0.104693141,NA,0.02166065,NA,0.162454874,0.324909747,0.003610108,NA,0,0,NA,0.018050542,NA,NA,NA,NA,0,0.014440433,NA,0,NA,0.007220217,0.025270758,NA,NA,NA,NA,0,NA,NA,NA,0.014440433,0.16967509,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.007220217,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher119",56481,0.04601227,NA,NA,0,0.055214724,0.067484663,NA,0.030674847,NA,0.211656442,0.309815951,0.006134969,NA,0,0,NA,0.015337423,NA,NA,NA,NA,0.009202454,0.052147239,NA,0,NA,0.009202454,0.018404908,NA,NA,NA,NA,0,NA,NA,NA,0.012269939,0.141104294,NA,NA,NA,NA,NA,0.006134969,NA,NA,NA,NA,NA,NA,0,0,0,0.009202454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher120",56728,0.0546875,NA,NA,0,0.08203125,0.07421875,NA,0.01171875,NA,0.06640625,0.34375,0.0078125,NA,0,0.00390625,NA,0.0234375,NA,NA,NA,NA,0.00390625,0.05859375,NA,0,NA,0.00390625,0.01953125,NA,NA,NA,NA,0,NA,NA,NA,0.00390625,0.234375,NA,NA,NA,NA,NA,0.00390625,NA,NA,NA,NA,NA,NA,0.00390625,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher121",56975,0.099426386,NA,NA,0,0.034416826,0.047801147,NA,0,NA,0.332695985,0.177820268,0,NA,0,0,NA,0.001912046,NA,NA,NA,NA,0.003824092,0.078393881,NA,0,NA,0.003824092,0.003824092,NA,NA,NA,NA,0,NA,NA,NA,0.001912046,0.200764818,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.011472275,0,0,0.001912046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher122",57221,0.107216495,NA,NA,0,0.028865979,0.020618557,NA,0.006185567,NA,0.377319588,0.107216495,0,NA,0,0,NA,0,NA,NA,NA,NA,0.004123711,0.111340206,NA,0.004123711,NA,0,0.006185567,NA,NA,NA,NA,0,NA,NA,NA,0.002061856,0.222680412,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.002061856,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher123",57468,0.044682752,NA,NA,0,0.014298481,0.008042895,NA,0.002680965,NA,0.713136729,0.028596962,0.000893655,NA,0,0,NA,0,NA,NA,NA,NA,0,0.074173369,NA,0,NA,0.002680965,0.002680965,NA,NA,NA,NA,0,NA,NA,NA,0.00178731,0.104557641,NA,NA,NA,NA,NA,0.00178731,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher124",57713,0.032059186,NA,NA,0,0.025893958,0.035758323,NA,0.012330456,NA,0.618988903,0.15782984,0,NA,0,0,NA,0.001233046,NA,NA,NA,NA,0.002466091,0.01972873,NA,0.004932182,NA,0.004932182,0.008631319,NA,NA,NA,NA,0,NA,NA,NA,0.001233046,0.069050555,NA,NA,NA,NA,NA,0.002466091,NA,NA,NA,NA,NA,NA,0.002466091,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher125",57840,0.077333333,NA,NA,0.002666667,0.04,0.045333333,NA,0.008,NA,0.429333333,0.224,0,NA,0,0,NA,0.008,NA,NA,NA,NA,0.008,0.026666667,NA,0.008,NA,0.016,0.037333333,NA,NA,NA,NA,0,NA,NA,NA,0.002666667,0.056,NA,NA,NA,NA,NA,0.002666667,NA,NA,NA,NA,NA,NA,0.005333333,0,0.002666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher126",57965,0.129251701,NA,NA,0,0.036281179,0.054421769,NA,0.015873016,NA,0.394557823,0.222222222,0,NA,0,0,NA,0.002267574,NA,NA,NA,NA,0.004535147,0.029478458,NA,0,NA,0.006802721,0.020408163,NA,NA,NA,NA,0,NA,NA,NA,0.011337868,0.056689342,NA,NA,NA,NA,NA,0.006802721,NA,NA,NA,NA,NA,NA,0.006802721,0,0.002267574,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher127",58090,0.10619469,NA,NA,0.001474926,0.014749263,0.01179941,NA,0.019174041,NA,0.668141593,0.04719764,0,NA,0,0,NA,0.002949853,NA,NA,NA,NA,0.001474926,0.032448378,NA,0.007374631,NA,0.004424779,0.01179941,NA,NA,NA,NA,0,NA,NA,NA,0.038348083,0.030973451,NA,NA,NA,NA,NA,0.001474926,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher128",58215,0.201107011,NA,NA,0,0.025830258,0.012915129,NA,0.038745387,NA,0.42804428,0.090405904,0.003690037,NA,0,0,NA,0.001845018,NA,NA,NA,NA,0,0.055350554,NA,0.001845018,NA,0.007380074,0.027675277,NA,NA,NA,NA,0,NA,NA,NA,0.066420664,0.035055351,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.003690037,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher129",58454,0.285371703,NA,NA,0,0.019184652,0.002398082,NA,0.059952038,NA,0.414868106,0.052757794,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0.057553957,NA,0.004796163,NA,0,0.016786571,NA,NA,NA,NA,0,NA,NA,NA,0.038369305,0.045563549,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.002398082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fargher130",58513,0.219839142,NA,NA,0.002680965,0.024128686,0.018766756,NA,0.050938338,NA,0.268096515,0.150134048,0,NA,0,0,NA,0.002680965,NA,NA,NA,NA,0,0.067024129,NA,0.013404826,NA,0.00536193,0.067024129,NA,NA,NA,NA,0,NA,NA,NA,0.042895442,0.050938338,NA,NA,NA,NA,NA,0.002680965,NA,NA,NA,NA,NA,NA,0.002680965,0,0.010723861,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog01",119,NA,NA,0.004761905,NA,0.00952381,0.004761905,0.247619048,NA,NA,0.007142857,0.047619048,0.026190476,NA,NA,0.007142857,NA,NA,NA,NA,0.00952381,NA,NA,0.004761905,NA,0.130952381,NA,NA,0.057142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog02",1749,NA,NA,0.00243309,NA,0.01703163,0.00973236,0.253041363,NA,NA,0.01216545,0.087591241,0.03649635,NA,NA,0.00243309,NA,NA,NA,NA,0.01216545,NA,NA,0.00486618,NA,0.077858881,NA,NA,0.070559611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411192214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00243309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog03",3259,NA,NA,0.004366812,NA,0.019650655,0.004366812,0.268558952,NA,NA,0.008733624,0.052401747,0.045851528,NA,NA,0.004366812,NA,NA,NA,NA,0.004366812,NA,NA,0.008733624,NA,0.1069869,NA,NA,0.072052402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399563319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog04",4360,NA,NA,0.028011204,NA,0.016806723,0,0.254901961,NA,NA,0.011204482,0.044817927,0.058823529,NA,NA,0,NA,NA,NA,NA,0.008403361,NA,NA,0.014005602,NA,0.100840336,NA,NA,0.131652661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.330532213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog05",4916,NA,NA,0.005571031,NA,0.013927577,0.005571031,0.272980501,NA,NA,0.025069638,0.061281337,0.075208914,NA,NA,0.002785515,NA,NA,NA,NA,0.016713092,NA,NA,0.008356546,NA,0.075208914,NA,NA,0.164345404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.272980501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog06",5461,NA,NA,0.002457002,NA,0.022113022,0.004914005,0.297297297,NA,NA,0.014742015,0.063882064,0.061425061,NA,NA,0.002457002,NA,NA,NA,NA,0.012285012,NA,NA,0.007371007,NA,0.083538084,NA,NA,0.144963145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28009828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002457002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog07",5995,NA,NA,0.011363636,NA,0.014204545,0,0.275568182,NA,NA,0.008522727,0.0625,0.053977273,NA,NA,0.008522727,NA,NA,NA,NA,0.002840909,NA,NA,0.017045455,NA,0.090909091,NA,NA,0.164772727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286931818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002840909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog08",6203,NA,NA,0.008230453,NA,0.004115226,0.008230453,0.333333333,NA,NA,0.016460905,0.090534979,0.032921811,NA,NA,0,NA,NA,NA,NA,0.004115226,NA,NA,0.004115226,NA,0.086419753,NA,NA,0.16872428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242798354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog09",6506,NA,NA,0.002610966,NA,0.018276762,0.005221932,0.302872063,NA,NA,0.002610966,0.049608355,0.049608355,NA,NA,0,NA,NA,NA,NA,0.007832898,NA,NA,0.005221932,NA,0.088772846,NA,NA,0.208877285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255874674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002610966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"fog10",6913,NA,NA,0.007246377,NA,0.016908213,0.002415459,0.352657005,NA,NA,0.007246377,0.06763285,0.048309179,NA,NA,0,NA,NA,NA,NA,0.007246377,NA,NA,0.007246377,NA,0.072463768,NA,NA,0.171497585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234299517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004830918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
