"site","YrBP","Abies","Amaranthaceae","Ambrosia","Apiaceae","Artemisia","Asteraceae","Betula","Cupressaceae","Fagaceae","Pinus","Poaceae","Polygonaceae","Pseudotsuga","Quercus","Ranunculaceae","Rhamnaceae","Rosaceae","Yucca","Acer","Caryophyllaceae","Ephedra","Eriogonum","Picea","Polemoniaceae","Salix","Sarcobatus.vermiculatus","Thalictrum","Alnus","Arceuthobium","Caprifoliaceae","Ceanothus","Corylus","Onagraceae","Phlox","Polygaceae","Rumex","Tsuga.heterophylla","Tsuga.mertensiana","Agave","Anacardaceae","Brassicaceae","Celtis","Ericaceae","Fabaceae","Fraxinus","Gentianaceae","Liliaceae","Opuntia","Prosopis","Ulmus","Galium","Populus","Spiraea","Stellaria","Micranthes","Carya","Castanea","Cyclachaena.xanthiifolia","Ilex","Iva","Leitneria.floridana","Liquidambar","Magnolia","Myrica","Nyssa","Ostrya","Plantago","Viburnum","Vitis","Potentilla","Rhododendron","Saxifragaceae","Cercocarpus","Lamiaceae","Malvaceae","Ribes","Camassia","Lysichiton","Rubiaceae","Sanguisorba","Sambucus","Taxus.brevifolia","Acacia","Acalypha","Alternanthera","Begonia","Bignoniaceae","Brosimum","Bursera","Buxus","Byrsonima","Caesalpinia","Casearia","Cassia","Cecropia","Connarus","Convolvulaceae","Croton","Dodonaea","Eugenia","Euphorbiaceae","Ficus","Gustavia","Hedyosmum","Hieronyma","Hymenaea","Inga","Iresine","Juglans","Lindernia","Machaerium","Malpighiaceae","Mandevilla","Melastomataceae","Meliaceae","Moraceae","Myrsine","Myrtaceae","Olacaceae","Oxalidaceae","Paullinia","Portulacaceae","Protium","Psychotria","Sapium","Schinus","Spermacoce","Spondias","Trema","Vitex","Zanthoxylum","Campanulaceae","Celastra","Arecaceae","Ceratiola.ericoides","Combretaceae","Rhus","Sabal","Serenoa","Taxodium","Papaver","Pedicularis"
"star16",4222,0.053846154,0,0.002564103,NA,0.025641026,0,0.005128205,0.023076923,NA,0.764102564,0.033333333,NA,0.028205128,NA,0,NA,0,NA,NA,NA,NA,NA,0.051282051,NA,NA,0,NA,0.012820513,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star17",5154,0.028350515,0,0,NA,0.010309278,0,0,0.020618557,NA,0.801546392,0.005154639,NA,0.090206186,NA,0,NA,0.00257732,NA,NA,NA,NA,NA,0.038659794,NA,NA,0,NA,0.00257732,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star18",5641,0.028205128,0,0,NA,0.015384615,0,0,0.015384615,NA,0.858974359,0.01025641,NA,0.035897436,NA,0,NA,0,NA,NA,NA,NA,NA,0.033333333,NA,NA,0,NA,0.002564103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star19",6228,0.080726539,0,0,NA,0.00605449,0.004036327,0,0.008072654,NA,0.720484359,0.010090817,NA,0.008072654,NA,0,NA,0,NA,NA,NA,NA,NA,0.156407669,NA,NA,0,NA,0.00605449,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star20",7135,0.021390374,0,0,NA,0.021390374,0,0,0,NA,0.868983957,0.005347594,NA,0.037433155,NA,0,NA,0,NA,NA,NA,NA,NA,0.026737968,NA,NA,0,NA,0.010695187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00802139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star21",11834,0.002902758,0.002902758,0.075471698,NA,0,0.01161103,0.002902758,0,NA,0.647314949,0.153846154,NA,0.031930334,NA,0,NA,0.01161103,NA,NA,NA,NA,NA,0.015965167,NA,NA,0,NA,0.040638607,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002902758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star22",24283,0,0.002824859,0.005649718,NA,0.257062147,0.008474576,0,0,NA,0.279661017,0.211864407,NA,0.059322034,NA,0,NA,0,NA,NA,NA,NA,NA,0.163841808,NA,NA,0.002824859,NA,0.008474576,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star23",25233,0.002797203,0.005594406,0,NA,0.254545455,0,0,0,NA,0.4,0.128671329,NA,0.033566434,NA,0,NA,0,NA,NA,NA,NA,NA,0.146853147,NA,NA,0.005594406,NA,0.011188811,0.011188811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star24",26156,0.004622496,0.006163328,0,NA,0.317411402,0.01540832,0,0,NA,0.32357473,0.169491525,NA,0.064714946,NA,0,NA,0,NA,NA,NA,NA,NA,0.092449923,NA,NA,0,NA,0.006163328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star25",27269,0.008474576,0,0.019774011,NA,0.231638418,0.008474576,0,0,NA,0.525423729,0.06779661,NA,0.028248588,NA,0,NA,0,NA,NA,NA,NA,NA,0.101694915,NA,NA,0,NA,0,0.005649718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002824859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star26",27913,0.002808989,0,0.005617978,NA,0.20505618,0,0,0,NA,0.459269663,0.073033708,NA,0.058988764,NA,0,NA,0,NA,NA,NA,NA,NA,0.175561798,NA,NA,0,NA,0.014044944,0.005617978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star27",28743,0.005681818,0,0.025568182,NA,0.25,0.008522727,0,0,NA,0.474431818,0.0625,NA,0.068181818,NA,0,NA,0,NA,NA,NA,NA,NA,0.090909091,NA,NA,0,NA,0.014204545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star28",29540,0.00928382,0.00530504,0.01061008,NA,0.143236074,0.00265252,0,0,NA,0.537135279,0.050397878,NA,0.068965517,NA,0,NA,0,NA,NA,NA,NA,NA,0.153846154,NA,NA,0,NA,0.01061008,0.00795756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star29",30302,0.002688172,0,0.002688172,NA,0.258064516,0.018817204,0,0,NA,0.540322581,0.061827957,NA,0.024193548,NA,0,NA,0,NA,NA,NA,NA,NA,0.086021505,NA,NA,0,NA,0,0.005376344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star30",31202,0.009370817,0,0.010709505,NA,0.149933066,0.005354752,0,0,NA,0.631860776,0.026773762,NA,0.042838019,NA,0,NA,0,NA,NA,NA,NA,NA,0.120481928,NA,NA,0,NA,0.002677376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star31",31691,0.002797203,0,0,NA,0.114685315,0.005594406,0,0,NA,0.685314685,0.047552448,NA,0.011188811,NA,0,NA,0,NA,NA,NA,NA,NA,0.113286713,NA,NA,0.002797203,NA,0.005594406,0.011188811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star32",32254,0,0,0,NA,0.061333333,0.005333333,0,0,NA,0.752,0.048,NA,0.005333333,NA,0,NA,0,NA,NA,NA,NA,NA,0.117333333,NA,NA,0,NA,0.010666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star33",32745,0.025435074,0,0,NA,0.115127175,0.002677376,0,0,NA,0.626506024,0.045515395,NA,0.024096386,NA,0,NA,0,NA,NA,NA,NA,NA,0.157965194,NA,NA,0,NA,0.002677376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star34",33194,0.008379888,0.002793296,0,NA,0.097765363,0.002793296,0,0,NA,0.695530726,0.030726257,NA,0.002793296,NA,0,NA,0,NA,NA,NA,NA,NA,0.159217877,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star35",33630,0.021052632,0,0,NA,0.144736842,0.002631579,0,0,NA,0.660526316,0.021052632,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0.144736842,NA,NA,0,NA,0.005263158,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star36",34086,0.009673519,0,0,NA,0.101571947,0.00241838,0,0,NA,0.657799274,0.043530834,NA,0.016928658,NA,0,NA,0,NA,NA,NA,NA,NA,0.163240629,NA,NA,0,NA,0.00241838,0.00241838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star37",34590,0.006802721,0,0,NA,0.074829932,0.002267574,0,0,NA,0.743764172,0.029478458,NA,0.011337868,NA,0,NA,0,NA,NA,NA,NA,NA,0.126984127,NA,NA,0,NA,0.002267574,0.002267574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star38",35175,0.006393862,0,0,NA,0.040920716,0.00511509,0,0,NA,0.836317136,0.023017903,NA,0.00511509,NA,0,NA,0,NA,NA,NA,NA,NA,0.078005115,NA,NA,0,NA,0.002557545,0.002557545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star39",35869,0.012285012,0,0.002457002,NA,0.056511057,0.004914005,0.002457002,0,NA,0.680589681,0.051597052,NA,0.017199017,NA,0,NA,0,NA,NA,NA,NA,NA,0.154791155,NA,NA,0,NA,0.012285012,0.002457002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002457002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star40",36853,0,0,0,NA,0.117353308,0,0,0,NA,0.584269663,0.124843945,NA,0.017478152,NA,0,NA,0,NA,NA,NA,NA,NA,0.153558052,NA,NA,0,NA,0.002496879,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star41",38358,0.013001083,0,0.004333694,NA,0.136511376,0.010834236,0,0,NA,0.578548212,0.119176598,NA,0.028169014,NA,0,NA,0,NA,NA,NA,NA,NA,0.105092091,NA,NA,0,NA,0.002166847,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002166847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star42",40123,0.005427408,0,0,NA,0.111261872,0.005427408,0,0,NA,0.49660787,0.246947083,NA,0.029850746,NA,0,NA,0,NA,NA,NA,NA,NA,0.085481682,NA,NA,0.005427408,NA,0.008141113,0.005427408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"star43",41863,0.015172414,0,0.008275862,NA,0.08,0.013793103,0,0,NA,0.587586207,0.077241379,NA,0.022068966,NA,0,NA,0,NA,NA,NA,NA,NA,0.179310345,NA,NA,0.002758621,NA,0.008275862,0.005517241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
