"site","Region","long","lat","MIS_1","MIS_2","MIS_3","MIS_4","MIS_5a","MIS_5b","MIS_5c","MIS_5d","MIS_5e","MIS_6"
"Annie",4,-81.350875,27.20731,7.75164337383975,9.24491466472245,10.7009284612553,9.64552570859117,,,,,,
"Baldwin",5,-116.806408,34.276446,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Bear",5,-111.333,41.98435,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Carp",5,-120.880556,45.918056,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Cranberry Glades",2,-80.283333,38.2,11.4543348510868,9.33193825837834,8.13652262115547,8.73617510861258,9.63102801324512,10.4623263521891,11.0663383668459,,,
"Cuatro Cienegas",6,-102,26,8.19635735985134,7.29380721796056,6.91833862288621,5.27562944708245,5.95194723464238,5.65868719355118,4.65175087191313,,,
"Dark",2,-91.475,45.275,11.4543348510868,9.33193825837834,8.13652262115547,8.73617510861258,9.63102801324512,10.4623263521891,11.0663383668459,,,
"Fargher",3,-122.51919,45.886765,8.48018362710084,8.22995630362123,10.0125313482329,11.583935818899,11.5601574624437,,,,,
"Fog",1,-63.24945,67.182375,6.87938897845859,7.69238647884677,7.59034816152095,7.78466873369101,8.53613252455557,9.02549203558762,,,,
"Goshen Springs",4,-86.134167,31.721111,7.75164337383975,9.24491466472245,10.7009284612553,9.64552570859117,,,,,,
"Grass",3,-122.16715,41.6496,8.48018362710084,8.22995630362123,10.0125313482329,11.583935818899,11.5601574624437,,,,,
"Grays",5,-111.43795,43.06619,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Hanging",1,-138.3833333,68.383333,6.87938897845859,7.69238647884677,7.59034816152095,7.78466873369101,8.53613252455557,9.02549203558762,,,,
"Hansen Marsh",2,-89.670815,43.439585,11.4543348510868,9.33193825837834,8.13652262115547,8.73617510861258,9.63102801324512,10.4623263521891,11.0663383668459,,,
"Hay",5,-109.425,34,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Joe",1,-157.216667,66.766667,6.87938897845859,7.69238647884677,7.59034816152095,7.78466873369101,8.53613252455557,9.02549203558762,,,,
"Kalaloch",3,-124.382994,47.634197,8.48018362710084,8.22995630362123,10.0125313482329,11.583935818899,11.5601574624437,,,,,
"Kilbride Swamp",2,-79.915417,43.464583,11.4543348510868,9.33193825837834,8.13652262115547,8.73617510861258,9.63102801324512,10.4623263521891,11.0663383668459,,,
"Last Canyon",5,-108.394757,45.095634,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Little",3,-123.583975,44.16658,8.48018362710084,8.22995630362123,10.0125313482329,11.583935818899,11.5601574624437,,,,,
"Natural Trap",5,-108.1930018,44.973344,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Patzcuaro",6,-101.583333,19.583333,8.19635735985134,7.29380721796056,6.91833862288621,5.27562944708245,5.95194723464238,5.65868719355118,4.65175087191313,,,
"Peten-Itza",7,-89.84187,16.96397,16.6511786864208,12.6134743253692,10.9215157520618,10.3979134266026,13.0098160111971,15.0245109294876,17.3455840045822,,,
"Ruby Marsh",5,-115.5049,41.13395,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Star Meadows",5,-114.683705,46.51655,7.09050656094574,6.27005700884805,6.0908377195452,6.81977912780828,7.21362778188872,7.31520288943871,7.28784959570178,7.52975958887033,7.5196557579937,6.65458468683463
"Tehuantepec",6,-95.292,15.7133,8.19635735985134,7.29380721796056,6.91833862288621,5.27562944708245,5.95194723464238,5.65868719355118,4.65175087191313,,,
"Titaluk",1,-155.211533,69.710983,6.87938897845859,7.69238647884677,7.59034816152095,7.78466873369101,8.53613252455557,9.02549203558762,,,,
"Tulane1",4,-81.503395,27.58613,7.75164337383975,9.24491466472245,10.7009284612553,9.64552570859117,,,,,,
"Zagoskin",1,-162.10838,63.44847,6.87938897845859,7.69238647884677,7.59034816152095,7.78466873369101,8.53613252455557,9.02549203558762,,,,
