"site","Region","long","lat","MIS_1","MIS_2","MIS_3","MIS_4","MIS_5a","MIS_5b","MIS_5c","MIS_5d","MIS_5e","MIS_6"
"Annie",4,-81.350875,27.20731,5.11483024081255,6.15301780208252,7.38846288050523,6.01160732531177,,,,,,
"Baldwin",5,-116.806408,34.276446,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Bear",5,-111.333,41.98435,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Carp",5,-120.880556,45.918056,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Cranberry Glades",2,-80.283333,38.2,7.175679731796,5.73875752376031,5.16547403886113,6.15495313609963,7.12276222622433,8.21442504060938,9.11921819560934,,,
"Cuatro Cienegas",6,-102,26,5.37698549078283,5.03362338012156,4.92146994180681,3.95646000306641,4.52070213762381,4.41017436753786,3.65086451294401,,,
"Dark",2,-91.475,45.275,7.175679731796,5.73875752376031,5.16547403886113,6.15495313609963,7.12276222622433,8.21442504060938,9.11921819560934,,,
"Fargher",3,-122.51919,45.886765,5.20972933098703,5.54412555034801,6.93474903964627,8.23879053801587,8.10687521082006,,,,,
"Fog",1,-63.24945,67.182375,4.94891976079916,5.59210994771021,5.58804976766567,5.54388900996952,6.23392879481178,6.87815493117172,,,,
"Goshen Springs",4,-86.134167,31.721111,5.11483024081255,6.15301780208252,7.38846288050523,6.01160732531177,,,,,,
"Grass",3,-122.16715,41.6496,5.20972933098703,5.54412555034801,6.93474903964627,8.23879053801587,8.10687521082006,,,,,
"Grays",5,-111.43795,43.06619,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Hanging",1,-138.3833333,68.383333,4.94891976079916,5.59210994771021,5.58804976766567,5.54388900996952,6.23392879481178,6.87815493117172,,,,
"Hansen Marsh",2,-89.670815,43.439585,7.175679731796,5.73875752376031,5.16547403886113,6.15495313609963,7.12276222622433,8.21442504060938,9.11921819560934,,,
"Hay",5,-109.425,34,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Joe",1,-157.216667,66.766667,4.94891976079916,5.59210994771021,5.58804976766567,5.54388900996952,6.23392879481178,6.87815493117172,,,,
"Kalaloch",3,-124.382994,47.634197,5.20972933098703,5.54412555034801,6.93474903964627,8.23879053801587,8.10687521082006,,,,,
"Kilbride Swamp",2,-79.915417,43.464583,7.175679731796,5.73875752376031,5.16547403886113,6.15495313609963,7.12276222622433,8.21442504060938,9.11921819560934,,,
"Last Canyon",5,-108.394757,45.095634,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Little",3,-123.583975,44.16658,5.20972933098703,5.54412555034801,6.93474903964627,8.23879053801587,8.10687521082006,,,,,
"Natural Trap",5,-108.1930018,44.973344,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Patzcuaro",6,-101.583333,19.583333,5.37698549078283,5.03362338012156,4.92146994180681,3.95646000306641,4.52070213762381,4.41017436753786,3.65086451294401,,,
"Peten-Itza",7,-89.84187,16.96397,9.69603509034876,6.25785137244993,5.25740427286465,5.01307140448054,6.36718927906746,7.98496676950461,9.46431032289516,,,
"Ruby Marsh",5,-115.5049,41.13395,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Star Meadows",5,-114.683705,46.51655,5.08991582229429,4.47867944354193,4.37560858590051,4.84437280450363,5.08680068159635,5.14495913785227,5.104346037848,5.30051203619231,5.35286452086408,4.84731968372124
"Tehuantepec",6,-95.292,15.7133,5.37698549078283,5.03362338012156,4.92146994180681,3.95646000306641,4.52070213762381,4.41017436753786,3.65086451294401,,,
"Titaluk",1,-155.211533,69.710983,4.94891976079916,5.59210994771021,5.58804976766567,5.54388900996952,6.23392879481178,6.87815493117172,,,,
"Tulane1",4,-81.503395,27.58613,5.11483024081255,6.15301780208252,7.38846288050523,6.01160732531177,,,,,,
"Zagoskin",1,-162.10838,63.44847,4.94891976079916,5.59210994771021,5.58804976766567,5.54388900996952,6.23392879481178,6.87815493117172,,,,
